"Geneid","ORE_male_1","CHD_male_1","ORE_male_2","CHD_male_2 "
"FBgn0037149","19","10","19","1"
"FBgn0000100","3900","1554","2921","386"
"FBgn0004414","0","0","0","0"
"FBgn0037151","29","10","16","1"
"FBgn0037150","86","39","59","13"
"FBgn0027532","451","234","352","52"
"FBgn0037147","4","2","2","2"
"FBgn0037141","38","22","32","6"
"FBgn0052449","3","1","2","1"
"FBgn0015075","68","36","55","8"
"FBgn0004179","779","389","715","105"
"FBgn0025702","538","239","429","53"
"FBgn0027086","255","142","194","31"
"FBgn0052450","43","29","34","1"
"FBgn0037162","103","41","84","7"
"FBgn0037164","242","106","180","24"
"FBgn0037165","34","14","38","3"
"FBgn0037166","117","75","108","18"
"FBgn0037167","156","38","126","5"
"FBgn0037163","425","261","321","67"
"FBgn0004449","3448","1768","2871","411"
"FBgn0011771","172","111","111","25"
"FBgn0037156","36","22","19","4"
"FBgn0028500","541","331","395","108"
"FBgn0037169","26","10","31","2"
"FBgn0037170","80","41","64","7"
"FBgn0037172","18","9","14","3"
"FBgn0037174","2","0","3","0"
"FBgn0037176","0","47","0","17"
"FBgn0037179","0","0","0","0"
"FBgn0037180","0","0","0","0"
"FBgn0052453","0","0","0","0"
"FBgn0037181","3","0","2","1"
"FBgn0052452","34","22","25","8"
"FBgn0037185","30","13","30","1"
"FBgn0260481","14","11","5","4"
"FBgn0037188","158","102","142","18"
"FBgn0052451","1879","988","1476","260"
"FBgn0037191","12","3","10","1"
"FBgn0010830","178","69","143","15"
"FBgn0037186","153","68","121","18"
"FBgn0037184","31","28","30","6"
"FBgn0037183","2","0","1","0"
"FBgn0037182","230","145","219","43"
"FBgn0037178","0","0","0","0"
"FBgn0037177","0","0","0","0"
"FBgn0037175","0","0","0","0"
"FBgn0037171","325","216","275","52"
"FBgn0037195","8","7","1","0"
"FBgn0037197","0","2","0","0"
"FBgn0053169","3","2","2","0"
"FBgn0037200","0","0","1","0"
"FBgn0037202","4","7","4","1"
"FBgn0037203","53","41","50","6"
"FBgn0037204","1","0","1","1"
"FBgn0037205","0","0","4","0"
"FBgn0037206","82","53","60","12"
"FBgn0037207","86","37","61","12"
"FBgn0052457","1","2","11","2"
"FBgn0052461","5","0","3","0"
"FBgn0044324","422","244","396","70"
"FBgn0010348","547","358","501","82"
"FBgn0020518","3","1","0","0"
"FBgn0037199","200","62","127","17"
"FBgn0052459","1","1","1","0"
"FBgn0052462","0","0","0","0"
"FBgn0052460","0","0","0","0"
"FBgn0037397","0","0","0","0"
"FBgn0046878","6","2","4","0"
"FBgn0037402","0","1","1","0"
"FBgn0037405","3","2","1","0"
"FBgn0037406","0","0","0","0"
"FBgn0051562","0","0","0","0"
"FBgn0037408","38","21","25","6"
"FBgn0037409","11","11","6","4"
"FBgn0037410","2","11","1","1"
"FBgn0037411","0","0","0","0"
"FBgn0037413","3","0","1","0"
"FBgn0027527","1","0","3","0"
"FBgn0037414","39","5","33","0"
"FBgn0037415","6","3","5","1"
"FBgn0037416","45","3","33","1"
"FBgn0037419","0","0","0","0"
"FBgn0037421","0","0","0","0"
"FBgn0037422","0","0","1","0"
"FBgn0040279","0","0","0","0"
"FBgn0037424","0","1","0","0"
"FBgn0051561","1","0","1","0"
"FBgn0051560","0","1","0","0"
"FBgn0037427","0","1","1","0"
"FBgn0037428","0","0","0","0"
"FBgn0037420","0","0","0","0"
"FBgn0037418","0","0","0","0"
"FBgn0037412","14","0","8","0"
"FBgn0051559","4","2","2","0"
"FBgn0046875","1","0","1","0"
"FBgn0046876","16","3","8","3"
"FBgn0026077","110","53","64","16"
"FBgn0037399","0","0","0","0"
"FBgn0037398","5","1","3","0"
"FBgn0037396","7","17","9","3"
"FBgn0037374","104","69","109","14"
"FBgn0037375","265","144","212","37"
"FBgn0028690","195","96","136","33"
"FBgn0037377","33","25","25","4"
"FBgn0037379","216","143","209","26"
"FBgn0037384","47","22","35","8"
"FBgn0037386","29","20","25","4"
"FBgn0037387","465","223","363","29"
"FBgn0037388","1","1","0","0"
"FBgn0037389","0","1","0","0"
"FBgn0028436","27","17","21","3"
"FBgn0037395","5","1","0","0"
"FBgn0003261","3266","1640","2565","369"
"FBgn0010403","7","6","7","1"
"FBgn0011281","12","15","11","9"
"FBgn0040679","1","0","0","0"
"FBgn0037391","267","149","177","51"
"FBgn0029088","380","215","313","48"
"FBgn0037383","32","20","25","6"
"FBgn0037382","120","59","90","17"
"FBgn0037378","54","23","46","7"
"FBgn0037376","35","31","19","5"
"FBgn0037372","32","27","28","5"
"FBgn0037329","132","63","105","15"
"FBgn0011715","75","31","60","12"
"FBgn0037332","307","188","265","35"
"FBgn0051550","572","329","527","62"
"FBgn0010051","1618","910","1191","216"
"FBgn0037338","46","31","19","6"
"FBgn0037341","145","59","111","13"
"FBgn0041191","174","103","176","20"
"FBgn0037345","8","1","7","0"
"FBgn0037347","134","65","120","21"
"FBgn0019637","0","0","0","0"
"FBgn0037351","2231","870","1543","246"
"FBgn0051551","1","0","1","0"
"FBgn0051549","46","21","33","11"
"FBgn0037354","67","48","38","9"
"FBgn0037356","60","45","58","8"
"FBgn0037359","28","9","15","2"
"FBgn0046222","53","34","51","10"
"FBgn0037363","886","535","700","134"
"FBgn0037368","16","5","14","1"
"FBgn0037370","40","41","30","10"
"FBgn0027497","314","176","198","51"
"FBgn0037371","105","43","88","17"
"FBgn0037369","22","12","11","6"
"FBgn0004878","3","2","0","0"
"FBgn0037365","46","19","33","4"
"FBgn0037364","29","11","28","3"
"FBgn0010772","935","610","782","148"
"FBgn0037360","214","125","226","19"
"FBgn0037358","210","86","148","30"
"FBgn0027951","710","385","567","70"
"FBgn0051548","139","53","140","12"
"FBgn0051546","8","4","0","1"
"FBgn0044823","64","28","53","12"
"FBgn0037350","24","8","14","1"
"FBgn0017550","219","119","203","23"
"FBgn0014366","79","44","62","2"
"FBgn0037344","1195","668","944","132"
"FBgn0037342","67","43","50","7"
"FBgn0037340","12","13","19","4"
"FBgn0037339","393","237","286","64"
"FBgn0037336","1143","648","857","149"
"FBgn0010399","449","231","326","70"
"FBgn0051547","545","252","420","64"
"FBgn0015402","478","223","351","78"
"FBgn0025825","0","0","0","0"
"FBgn0037330","38","26","51","2"
"FBgn0037328","994","440","808","116"
"FBgn0037327","630","264","436","51"
"FBgn0037295","104","69","82","10"
"FBgn0037294","14","8","6","2"
"FBgn0037297","148","72","106","18"
"FBgn0037299","55","49","65","15"
"FBgn0037301","110","61","65","11"
"FBgn0037304","17","4","18","2"
"FBgn0037310","59","28","37","2"
"FBgn0051542","0","0","0","0"
"FBgn0003275","31","17","25","7"
"FBgn0011965","0","0","0","0"
"FBgn0037325","34","14","37","1"
"FBgn0037324","11","12","19","7"
"FBgn0037323","4","1","7","0"
"FBgn0037322","0","0","0","0"
"FBgn0001311","54","25","58","2"
"FBgn0037320","0","1","0","0"
"FBgn0037315","602","315","473","74"
"FBgn0037312","84","38","76","16"
"FBgn0051538","272","161","178","33"
"FBgn0037307","16","5","15","4"
"FBgn0037305","24","13","29","1"
"FBgn0260462","945","694","772","177"
"FBgn0053293","5","7","12","1"
"FBgn0040208","203","126","166","20"
"FBgn0037298","1097","371","837","106"
"FBgn0037296","10","4","8","0"
"FBgn0004913","107","66","90","8"
"FBgn0037290","141","103","106","36"
"FBgn0037293","72","49","55","14"
"FBgn0040684","0","0","0","0"
"FBgn0010313","1689","1040","1381","220"
"FBgn0037292","26","14","17","5"
"FBgn0037291","3","2","4","0"
"FBgn0037288","279","284","201","72"
"FBgn0004436","346","190","325","39"
"FBgn0004183","4","6","1","5"
"FBgn0020280","0","0","0","0"
"FBgn0037262","47","30","39","3"
"FBgn0037263","5","7","3","0"
"FBgn0022981","0","0","0","0"
"FBgn0037265","66","68","57","16"
"FBgn0010750","159","104","90","10"
"FBgn0037279","94","61","74","4"
"FBgn0037280","6","10","4","1"
"FBgn0037284","0","0","0","0"
"FBgn0037283","0","0","0","0"
"FBgn0037282","175","117","154","26"
"FBgn0026417","43","11","49","4"
"FBgn0037276","6","2","1","0"
"FBgn0037275","26","9","19","3"
"FBgn0027570","127","109","115","31"
"FBgn0037270","647","247","444","71"
"FBgn0040466","25","8","14","4"
"FBgn0037261","414","225","315","64"
"FBgn0052945","0","0","0","0"
"FBgn0027930","0","0","0","0"
"FBgn0037232","121","68","88","15"
"FBgn0040687","0","0","0","0"
"FBgn0037235","32","16","27","7"
"FBgn0037238","1254","662","982","129"
"FBgn0037239","351","265","290","50"
"FBgn0037240","666","353","606","84"
"FBgn0003882","137","89","106","12"
"FBgn0037241","47","25","35","3"
"FBgn0037244","40","29","34","6"
"FBgn0051528","32","21","32","1"
"FBgn0051525","4","1","3","0"
"FBgn0037250","2","2","2","1"
"FBgn0037252","310","157","259","43"
"FBgn0037254","2","2","1","0"
"FBgn0037255","115","58","89","20"
"FBgn0051526","21","13","10","0"
"FBgn0037260","10","6","13","0"
"FBgn0051523","702","351","592","118"
"FBgn0051522","585","301","508","93"
"FBgn0037251","2","0","0","0"
"FBgn0037249","917","529","752","148"
"FBgn0037248","134","49","123","17"
"FBgn0052944","148","95","119","19"
"FBgn0037242","27","7","8","4"
"FBgn0037236","14","4","11","7"
"FBgn0037231","37","15","33","4"
"FBgn0037230","979","527","633","104"
"FBgn0037213","511","357","402","68"
"FBgn0037215","291","150","209","23"
"FBgn0037218","472","269","368","40"
"FBgn0015331","91","65","63","25"
"FBgn0010225","2297","1768","1889","398"
"FBgn0037223","0","1","1","0"
"FBgn0037224","1","0","0","0"
"FBgn0037227","4","2","5","2"
"FBgn0041621","6","15","7","0"
"FBgn0037228","54","37","40","12"
"FBgn0037229","101","76","87","18"
"FBgn0037225","50","23","42","2"
"FBgn0037220","97","54","74","19"
"FBgn0051516","2","2","2","0"
"FBgn0037217","21","13","16","0"
"FBgn0000500","166","67","127","15"
"FBgn0031670","86","46","74","12"
"FBgn0000299","576","283","400","72"
"FBgn0260470","0","0","0","0"
"FBgn0031676","33","17","23","2"
"FBgn0031682","55","43","41","4"
"FBgn0031683","410","192","339","53"
"FBgn0031684","126","55","116","24"
"FBgn0031681","576","292","526","80"
"FBgn0028694","141","67","120","18"
"FBgn0031678","20","14","14","3"
"FBgn0031677","0","0","0","0"
"FBgn0022023","664","291","458","74"
"FBgn0031675","197","94","147","23"
"FBgn0031673","242","103","179","40"
"FBgn0016075","660","382","486","85"
"FBgn0031668","0","0","0","0"
"FBgn0053113","1848","1079","1629","262"
"FBgn0051971","0","0","0","0"
"FBgn0046776","21","5","17","4"
"FBgn0031693","113","146","126","29"
"FBgn0031694","112","74","93","21"
"FBgn0031695","109","45","97","16"
"FBgn0031696","151","108","121","20"
"FBgn0016076","2485","695","1773","199"
"FBgn0015031","334","189","237","31"
"FBgn0031701","6","5","6","0"
"FBgn0016920","50","43","41","5"
"FBgn0016660","12","5","3","4"
"FBgn0031703","190","100","153","37"
"FBgn0031702","143","142","142","33"
"FBgn0031700","14","8","8","1"
"FBgn0031698","1585","902","1249","205"
"FBgn0031697","169","62","136","14"
"FBgn0000228","766","421","665","120"
"FBgn0003716","463","225","384","66"
"FBgn0051914","0","0","2","0"
"FBgn0031707","7","3","9","1"
"FBgn0000318","116","79","99","27"
"FBgn0031711","45","28","42","7"
"FBgn0051989","76","42","57","15"
"FBgn0051648","37","13","17","4"
"FBgn0051915","90","41","52","12"
"FBgn0002525","196","110","151","24"
"FBgn0031717","34","41","43","5"
"FBgn0031719","0","0","0","0"
"FBgn0031721","0","0","0","0"
"FBgn0004620","45","22","37","2"
"FBgn0041719","0","0","0","0"
"FBgn0031724","2","0","0","0"
"FBgn0031728","0","0","1","0"
"FBgn0031729","0","0","0","0"
"FBgn0051646","113","65","98","8"
"FBgn0031725","111","70","114","10"
"FBgn0031723","1","0","0","1"
"FBgn0031722","1","0","1","0"
"FBgn0031720","0","0","0","0"
"FBgn0031718","1","0","0","0"
"FBgn0014189","238","153","201","36"
"FBgn0031716","136","69","81","23"
"FBgn0031715","1","2","3","1"
"FBgn0031713","123","102","99","33"
"FBgn0031710","90","69","72","18"
"FBgn0031708","90","49","82","12"
"FBgn0051647","0","1","0","0"
"FBgn0031730","13","5","11","3"
"FBgn0024191","43","34","34","10"
"FBgn0031736","158","114","157","28"
"FBgn0031735","66","18","33","9"
"FBgn0051912","3","2","2","3"
"FBgn0051913","55","23","41","9"
"FBgn0031740","71","39","53","11"
"FBgn0031741","36","27","35","3"
"FBgn0031746","0","0","0","0"
"FBgn0043362","1763","1134","1310","270"
"FBgn0015381","15","3","11","0"
"FBgn0001128","887","846","796","176"
"FBgn0031752","444","268","354","61"
"FBgn0031753","65","20","46","7"
"FBgn0031751","5","2","4","0"
"FBgn0031749","13","11","22","0"
"FBgn0031747","1","0","0","0"
"FBgn0002855","0","0","0","0"
"FBgn0002856","0","0","0","0"
"FBgn0031745","91","15","65","6"
"FBgn0051644","0","0","2","0"
"FBgn0031739","71","37","53","9"
"FBgn0031738","261","164","262","42"
"FBgn0031737","112","56","65","12"
"FBgn0031734","605","358","455","96"
"FBgn0031733","57","21","31","7"
"FBgn0031732","0","0","0","0"
"FBgn0031731","0","0","0","0"
"FBgn0003980","0","2","1","0"
"FBgn0031757","5","1","3","0"
"FBgn0031758","0","0","0","0"
"FBgn0001942","4255","1824","3383","464"
"FBgn0001941","182","106","158","25"
"FBgn0031760","77","33","76","14"
"FBgn0031763","2","2","2","0"
"FBgn0051643","37","21","22","6"
"FBgn0031768","95","43","71","13"
"FBgn0031769","113","67","93","18"
"FBgn0031770","486","244","387","56"
"FBgn0031772","16","10","17","0"
"FBgn0031774","46","22","34","4"
"FBgn0031776","14","9","15","8"
"FBgn0051642","75","38","59","5"
"FBgn0031784","0","0","0","0"
"FBgn0031785","1","0","0","0"
"FBgn0040950","0","0","0","0"
"FBgn0031786","0","0","0","0"
"FBgn0051639","1","0","0","0"
"FBgn0031782","37","20","32","4"
"FBgn0031779","130","104","112","23"
"FBgn0031777","13","8","13","7"
"FBgn0031775","3","6","5","2"
"FBgn0031773","55","46","62","10"
"FBgn0031771","1269","658","977","188"
"FBgn0029161","5","2","3","0"
"FBgn0000052","2029","707","1445","117"
"FBgn0031766","2","3","6","1"
"FBgn0025742","141","78","97","24"
"FBgn0031764","24","10","19","4"
"FBgn0001170","2","2","3","0"
"FBgn0001089","11","4","7","4"
"FBgn0031759","1291","646","992","199"
"FBgn0000308","820","502","746","113"
"FBgn0031756","8","2","6","0"
"FBgn0003979","0","1","0","0"
"FBgn0040949","0","0","1","0"
"FBgn0026755","7","21","3","2"
"FBgn0031791","32","12","37","2"
"FBgn0260452","6","4","9","2"
"FBgn0015623","887","388","715","111"
"FBgn0031803","1","0","0","0"
"FBgn0031805","32","17","25","6"
"FBgn0043854","3","1","5","0"
"FBgn0031808","161","101","96","39"
"FBgn0031811","46","29","41","6"
"FBgn0031815","417","231","362","48"
"FBgn0031820","604","334","470","75"
"FBgn0027496","71","37","62","3"
"FBgn0051638","329","180","214","30"
"FBgn0031824","115","94","78","20"
"FBgn0031822","9","7","10","3"
"FBgn0031818","146","74","103","16"
"FBgn0031817","73","26","54","11"
"FBgn0031816","119","73","103","18"
"FBgn0031814","787","467","692","135"
"FBgn0011722","1201","734","911","188"
"FBgn0031804","1","0","0","0"
"FBgn0031801","263","186","184","32"
"FBgn0031800","190","96","150","29"
"FBgn0031799","196","108","173","29"
"FBgn0031792","9","4","7","1"
"FBgn0031826","1","1","2","1"
"FBgn0051637","361","183","285","58"
"FBgn0031830","337","173","249","41"
"FBgn0031831","0","0","0","0"
"FBgn0031836","645","211","483","72"
"FBgn0028467","193","125","145","39"
"FBgn0000392","0","0","0","0"
"FBgn0031851","44","23","31","5"
"FBgn0046704","733","414","559","105"
"FBgn0031853","5","6","2","0"
"FBgn0031855","207","75","159","17"
"FBgn0051910","13","1","11","0"
"FBgn0031854","26","7","9","0"
"FBgn0025777","436","240","382","70"
"FBgn0025595","118","182","89","35"
"FBgn0031850","442","395","409","114"
"FBgn0031849","4","3","2","1"
"FBgn0028703","1421","785","1266","231"
"FBgn0031848","3","3","4","1"
"FBgn0000351","6","5","2","1"
"FBgn0028990","725","198","563","49"
"FBgn0031844","0","1","1","0"
"FBgn0051636","9","7","9","1"
"FBgn0051633","32","19","30","6"
"FBgn0051635","1757","867","1409","200"
"FBgn0051634","2","2","5","1"
"FBgn0031837","14","7","9","1"
"FBgn0031834","54","28","33","9"
"FBgn0031832","28","21","23","7"
"FBgn0031829","3","0","0","0"
"FBgn0031858","495","279","404","61"
"FBgn0051631","0","0","0","0"
"FBgn0031860","35","15","42","4"
"FBgn0051632","37","23","39","6"
"FBgn0017551","52","34","56","7"
"FBgn0031866","1004","503","813","92"
"FBgn0031868","84","60","95","13"
"FBgn0004838","3220","1688","2922","330"
"FBgn0020616","159","102","124","31"
"FBgn0031875","11","4","4","0"
"FBgn0031877","14","7","12","0"
"FBgn0021944","27","25","35","8"
"FBgn0031879","643","584","514","153"
"FBgn0016978","257","137","223","49"
"FBgn0031878","2","1","2","0"
"FBgn0031876","16","3","10","2"
"FBgn0031874","11","6","13","0"
"FBgn0031873","23","16","9","3"
"FBgn0031872","29","18","17","2"
"FBgn0031871","74","40","55","16"
"FBgn0031869","200","86","171","26"
"FBgn0028554","157","75","154","26"
"FBgn0026196","84","32","71","7"
"FBgn0052829","8","3","7","0"
"FBgn0011737","388","214","376","45"
"FBgn0042092","7","5","9","1"
"FBgn0031865","40","12","27","12"
"FBgn0031861","0","0","0","0"
"FBgn0042189","0","0","0","0"
"FBgn0015776","767","326","677","130"
"FBgn0031857","668","374","537","78"
"FBgn0031856","4","3","5","0"
"FBgn0003046","12","18","14","3"
"FBgn0031881","44","18","20","6"
"FBgn0031885","836","493","694","128"
"FBgn0031887","1","0","2","0"
"FBgn0031893","216","95","139","24"
"FBgn0051909","0","2","0","0"
"FBgn0031900","0","1","0","0"
"FBgn0031897","902","742","751","148"
"FBgn0031896","247","118","195","31"
"FBgn0031895","88","57","75","6"
"FBgn0031894","2","9","7","0"
"FBgn0031888","6","7","22","1"
"FBgn0031886","4","2","4","2"
"FBgn0051907","19","3","5","1"
"FBgn0031882","80","60","114","14"
"FBgn0051908","203","91","145","21"
"FBgn0031902","40","32","52","9"
"FBgn0031903","7","6","10","6"
"FBgn0002938","11281","4213","8963","1368"
"FBgn0031905","4","1","4","1"
"FBgn0031907","64","30","56","6"
"FBgn0031908","82","58","98","10"
"FBgn0031910","2","1","0","0"
"FBgn0028387","104","74","98","13"
"FBgn0031914","410","169","351","51"
"FBgn0031918","5","5","5","3"
"FBgn0031920","33","24","36","3"
"FBgn0011283","9","8","4","8"
"FBgn0045495","6","4","5","0"
"FBgn0041247","1","0","0","0"
"FBgn0025697","331","227","298","61"
"FBgn0031913","119","144","89","32"
"FBgn0031909","44","23","34","3"
"FBgn0031906","26","17","22","4"
"FBgn0031904","145","77","134","20"
"FBgn0083141","2","0","1","0"
"FBgn0031925","318","198","260","50"
"FBgn0031926","17","12","15","0"
"FBgn0040299","157","45","110","18"
"FBgn0041181","177","113","140","25"
"FBgn0031941","0","0","1","0"
"FBgn0003961","1","0","1","0"
"FBgn0031946","0","0","0","0"
"FBgn0031947","103","68","65","18"
"FBgn0031951","46","30","36","5"
"FBgn0031952","895","510","722","128"
"FBgn0031950","311","175","272","53"
"FBgn0031948","312","108","246","29"
"FBgn0031942","36","12","35","0"
"FBgn0031940","3","5","2","0"
"FBgn0014454","0","0","2","2"
"FBgn0031939","24","36","15","11"
"FBgn0031937","96","90","65","15"
"FBgn0031936","158","36","139","7"
"FBgn0031935","17","20","23","4"
"FBgn0053296","31","18","32","5"
"FBgn0041182","1213","1205","1099","309"
"FBgn0031929","2","0","1","0"
"FBgn0027515","178","81","162","18"
"FBgn0004177","662","393","548","94"
"FBgn0031954","0","0","1","0"
"FBgn0011861","0","0","0","0"
"FBgn0031968","70","37","58","12"
"FBgn0031975","151","51","141","19"
"FBgn0031977","46","27","53","6"
"FBgn0044323","799","424","699","75"
"FBgn0031979","17","6","13","3"
"FBgn0031981","646","404","490","69"
"FBgn0010287","14","9","10","0"
"FBgn0013531","18","3","7","0"
"FBgn0011230","5725","3580","4485","929"
"FBgn0031980","418","207","331","83"
"FBgn0031976","2","2","4","4"
"FBgn0031974","68","13","82","2"
"FBgn0031973","548","90","425","22"
"FBgn0031972","123","47","110","9"
"FBgn0031970","1","7","3","3"
"FBgn0031969","341","119","314","36"
"FBgn0053121","2","0","3","0"
"FBgn0051902","3","0","5","0"
"FBgn0031961","11","5","5","1"
"FBgn0031959","30","14","27","5"
"FBgn0045038","187","79","131","25"
"FBgn0031957","0","3","0","1"
"FBgn0031955","314","158","261","41"
"FBgn0020618","3912","1850","3282","505"
"FBgn0031986","9","7","8","0"
"FBgn0031988","193","103","172","27"
"FBgn0051606","18","18","14","4"
"FBgn0031996","28","13","22","1"
"FBgn0031997","38","26","39","9"
"FBgn0031999","114","37","74","7"
"FBgn0015299","22","9","28","3"
"FBgn0032002","10","3","16","1"
"FBgn0032003","4","0","2","0"
