"Geneid","ORE_fem_1 ","CHD_fem_1 ","ORE_fem_2 ","CHD_fem_2 "
"FBgn0037150","50","19","42","19"
"FBgn0027532","282","108","221","64"
"FBgn0037147","2","3","0","0"
"FBgn0037141","24","11","12","3"
"FBgn0052449","1","0","1","0"
"FBgn0015075","35","21","22","10"
"FBgn0004179","463","146","279","100"
"FBgn0025702","309","134","171","68"
"FBgn0027086","241","75","169","46"
"FBgn0052450","28","8","26","4"
"FBgn0037162","51","19","63","10"
"FBgn0037164","120","37","90","31"
"FBgn0037165","13","13","29","1"
"FBgn0037166","79","23","85","8"
"FBgn0037167","75","16","108","28"
"FBgn0037163","313","137","197","79"
"FBgn0004449","1944","837","1337","520"
"FBgn0011771","101","47","64","24"
"FBgn0037156","15","8","9","2"
"FBgn0028500","235","166","173","101"
"FBgn0037169","20","9","17","2"
"FBgn0037170","45","17","37","13"
"FBgn0037172","7","1","4","1"
"FBgn0037174","4","0","0","0"
"FBgn0037176","0","8","0","6"
"FBgn0037179","0","0","0","0"
"FBgn0037180","0","0","0","0"
"FBgn0052453","0","0","0","0"
"FBgn0037181","1","0","0","1"
"FBgn0052452","22","10","17","5"
"FBgn0037185","16","15","15","5"
"FBgn0260481","16","3","10","3"
"FBgn0037188","107","45","68","23"
"FBgn0052451","1037","370","657","218"
"FBgn0037191","4","5","3","4"
"FBgn0010830","95","37","53","17"
"FBgn0037186","74","43","51","18"
"FBgn0037184","14","13","20","8"
"FBgn0037183","0","1","0","0"
"FBgn0037182","170","80","159","48"
"FBgn0037178","0","0","0","0"
"FBgn0037177","0","0","0","0"
"FBgn0037175","0","0","0","0"
"FBgn0037171","248","96","159","58"
"FBgn0037195","4","1","1","4"
"FBgn0037197","1","0","0","1"
"FBgn0053169","7","0","5","0"
"FBgn0037200","0","0","1","0"
"FBgn0037202","11","4","1","2"
"FBgn0037203","25","13","12","10"
"FBgn0037204","1","1","1","0"
"FBgn0037205","1","2","0","0"
"FBgn0037206","44","23","26","16"
"FBgn0037207","66","18","40","9"
"FBgn0052457","3","1","4","3"
"FBgn0052461","1","1","1","0"
"FBgn0044324","283","144","262","77"
"FBgn0010348","483","150","311","92"
"FBgn0020518","0","0","0","0"
"FBgn0037199","95","27","68","23"
"FBgn0052459","1","0","1","0"
"FBgn0052462","0","0","0","0"
"FBgn0052460","0","0","0","0"
"FBgn0037397","0","0","0","0"
"FBgn0046878","5","6","8","3"
"FBgn0037402","1","0","0","0"
"FBgn0037405","0","0","0","0"
"FBgn0037406","0","0","0","0"
"FBgn0051562","0","0","0","0"
"FBgn0037408","23","7","12","8"
"FBgn0037409","7","4","1","4"
"FBgn0037410","1","7","0","1"
"FBgn0037411","0","1","0","0"
"FBgn0037413","2","0","0","0"
"FBgn0027527","0","0","1","0"
"FBgn0037414","23","0","13","0"
"FBgn0037415","5","1","6","1"
"FBgn0037416","25","0","24","0"
"FBgn0037419","1","0","0","1"
"FBgn0037421","0","0","1","0"
"FBgn0037422","1","0","0","0"
"FBgn0040279","0","0","0","0"
"FBgn0037424","0","0","0","0"
"FBgn0051561","1","0","3","0"
"FBgn0051560","1","0","0","0"
"FBgn0037427","2","0","1","0"
"FBgn0037428","0","0","0","0"
"FBgn0037420","0","0","0","0"
"FBgn0037418","0","0","0","0"
"FBgn0037412","15","0","4","0"
"FBgn0051559","0","0","0","0"
"FBgn0046875","0","0","0","1"
"FBgn0046876","13","7","11","12"
"FBgn0026077","47","13","50","9"
"FBgn0037399","0","0","0","0"
"FBgn0037398","2","0","1","1"
"FBgn0037396","8","2","6","7"
"FBgn0037374","84","27","58","15"
"FBgn0037375","101","53","71","33"
"FBgn0028690","156","51","84","30"
"FBgn0037377","14","3","13","2"
"FBgn0037379","125","62","97","35"
"FBgn0037384","43","19","22","7"
"FBgn0037386","21","7","13","3"
"FBgn0037387","329","120","168","99"
"FBgn0037388","0","0","0","0"
"FBgn0037389","0","0","0","0"
"FBgn0028436","13","8","10","4"
"FBgn0037395","0","0","0","0"
"FBgn0003261","2260","831","1464","498"
"FBgn0010403","7","1","18","6"
"FBgn0011281","8","6","40","18"
"FBgn0040679","1","0","0","0"
"FBgn0037391","105","59","95","41"
"FBgn0029088","192","91","118","61"
"FBgn0037383","19","4","8","4"
"FBgn0037382","66","25","52","15"
"FBgn0037378","37","15","19","7"
"FBgn0037376","27","3","10","1"
"FBgn0037372","15","8","10","4"
"FBgn0037329","70","28","41","20"
"FBgn0011715","41","14","16","8"
"FBgn0037332","133","77","98","44"
"FBgn0051550","341","143","253","103"
"FBgn0010051","1016","507","577","329"
"FBgn0037338","24","6","17","2"
"FBgn0037341","100","33","39","23"
"FBgn0041191","145","38","80","26"
"FBgn0037345","8","2","2","1"
"FBgn0037347","74","29","73","15"
"FBgn0019637","0","0","0","0"
"FBgn0037351","2322","649","1560","391"
"FBgn0051551","0","0","0","0"
"FBgn0051549","25","5","15","8"
"FBgn0037354","51","21","41","14"
"FBgn0037356","32","19","27","16"
"FBgn0037359","5","2","11","0"
"FBgn0046222","49","16","32","10"
"FBgn0037363","551","254","310","159"
"FBgn0037368","5","2","3","2"
"FBgn0037370","18","6","25","6"
"FBgn0027497","150","108","91","37"
"FBgn0037371","56","28","37","22"
"FBgn0037369","12","6","8","3"
"FBgn0004878","2","0","0","0"
"FBgn0037365","12","2","9","6"
"FBgn0037364","9","5","8","2"
"FBgn0010772","726","298","499","154"
"FBgn0037360","159","59","125","40"
"FBgn0037358","126","49","82","17"
"FBgn0027951","413","169","261","96"
"FBgn0051548","129","28","78","12"
"FBgn0051546","2","1","1","0"
"FBgn0044823","41","20","27","7"
"FBgn0037350","21","4","4","3"
"FBgn0017550","142","60","107","29"
"FBgn0014366","57","14","26","13"
"FBgn0037344","690","364","452","208"
"FBgn0037342","36","17","23","9"
"FBgn0037340","14","3","5","3"
"FBgn0037339","224","124","128","70"
"FBgn0037336","607","306","473","167"
"FBgn0010399","219","75","140","64"
"FBgn0051547","319","134","171","93"
"FBgn0015402","253","126","162","77"
"FBgn0025825","0","0","0","0"
"FBgn0037330","28","6","27","4"
"FBgn0037328","1070","262","874","204"
"FBgn0037327","318","117","323","83"
"FBgn0037295","46","19","28","11"
"FBgn0037294","8","3","4","4"
"FBgn0037297","89","26","52","15"
"FBgn0037299","48","19","36","14"
"FBgn0037301","51","23","31","19"
"FBgn0037304","11","2","8","0"
"FBgn0037310","27","9","24","11"
"FBgn0051542","0","0","0","0"
"FBgn0003275","32","6","22","7"
"FBgn0011965","0","0","0","0"
"FBgn0037325","16","4","16","6"
"FBgn0037324","31","3","47","7"
"FBgn0037323","2","1","4","0"
"FBgn0037322","0","0","0","0"
"FBgn0001311","50","11","22","3"
"FBgn0037320","1","0","1","0"
"FBgn0037315","313","116","289","72"
"FBgn0037312","36","20","43","12"
"FBgn0051538","138","77","107","36"
"FBgn0037307","11","5","4","2"
"FBgn0037305","27","4","16","4"
"FBgn0260462","533","257","422","187"
"FBgn0053293","12","2","6","3"
"FBgn0040208","158","58","103","52"
"FBgn0037298","547","164","383","106"
"FBgn0037296","3","0","2","0"
"FBgn0004913","68","33","42","26"
"FBgn0037290","137","52","55","44"
"FBgn0037293","43","24","23","17"
"FBgn0040684","0","0","0","0"
"FBgn0010313","1131","519","591","238"
"FBgn0037292","17","11","12","6"
"FBgn0037291","2","2","0","1"
"FBgn0037288","200","146","101","68"
"FBgn0004436","274","84","170","47"
"FBgn0004183","4","3","2","0"
"FBgn0020280","0","0","0","0"
"FBgn0037262","31","15","23","14"
"FBgn0037263","6","3","2","1"
"FBgn0022981","0","0","0","1"
"FBgn0037265","43","29","25","11"
"FBgn0010750","86","23","40","15"
"FBgn0037279","60","25","40","16"
"FBgn0037280","6","3","8","0"
"FBgn0037284","0","0","0","0"
"FBgn0037283","0","0","0","0"
"FBgn0037282","104","39","82","27"
"FBgn0026417","22","8","23","7"
"FBgn0037276","4","3","0","1"
"FBgn0037275","12","6","9","4"
"FBgn0027570","75","53","48","37"
"FBgn0037270","384","115","246","84"
"FBgn0040466","23","5","9","2"
"FBgn0037261","296","109","168","74"
"FBgn0052945","0","0","0","0"
"FBgn0027930","0","0","0","0"
"FBgn0037232","65","19","44","19"
"FBgn0040687","0","0","0","0"
"FBgn0037235","21","7","13","7"
"FBgn0037238","578","234","310","118"
"FBgn0037239","355","143","304","99"
"FBgn0037240","413","151","241","94"
"FBgn0003882","78","45","64","18"
"FBgn0037241","38","23","19","6"
"FBgn0037244","40","15","14","7"
"FBgn0051528","15","10","11","7"
"FBgn0051525","8","2","3","1"
"FBgn0037250","7","2","5","0"
"FBgn0037252","186","79","132","56"
"FBgn0037254","2","1","2","1"
"FBgn0037255","63","38","51","18"
"FBgn0051526","3","9","6","1"
"FBgn0037260","6","2","1","2"
"FBgn0051523","604","253","376","122"
"FBgn0051522","406","188","206","97"
"FBgn0037251","0","1","0","0"
"FBgn0037249","685","313","497","206"
"FBgn0037248","138","35","58","12"
"FBgn0052944","90","42","57","23"
"FBgn0037242","8","3","4","6"
"FBgn0037236","8","7","8","2"
"FBgn0037231","19","6","15","3"
"FBgn0037230","470","215","347","238"
"FBgn0037213","358","199","193","88"
"FBgn0037215","173","80","136","51"
"FBgn0037218","295","140","154","80"
"FBgn0015331","64","22","40","14"
"FBgn0010225","1734","642","1136","498"
"FBgn0037223","2","0","1","0"
"FBgn0037224","0","1","0","1"
"FBgn0037227","0","3","1","0"
"FBgn0041621","8","9","8","10"
"FBgn0037228","24","20","17","14"
"FBgn0037229","43","31","30","16"
"FBgn0037225","26","7","18","5"
"FBgn0037220","63","37","34","10"
"FBgn0051516","1","2","1","0"
"FBgn0037217","13","7","3","4"
"FBgn0000500","86","28","66","13"
"FBgn0031670","80","28","43","12"
"FBgn0000299","421","163","254","126"
"FBgn0260470","0","0","0","0"
"FBgn0031676","22","3","9","5"
"FBgn0031682","52","14","30","8"
"FBgn0031683","190","79","124","42"
"FBgn0031684","115","25","59","28"
"FBgn0031681","391","137","248","74"
"FBgn0028694","88","37","51","28"
"FBgn0031678","6","2","7","2"
"FBgn0031677","1","0","0","0"
"FBgn0022023","496","197","322","107"
"FBgn0031675","99","31","43","20"
"FBgn0031673","117","71","89","29"
"FBgn0016075","389","179","255","118"
"FBgn0031668","0","0","0","0"
"FBgn0053113","1207","474","739","271"
"FBgn0051971","0","0","0","0"
"FBgn0046776","7","5","6","0"
"FBgn0031693","154","64","122","44"
"FBgn0031694","68","26","67","25"
"FBgn0031695","68","24","36","9"
"FBgn0031696","104","57","64","32"
"FBgn0016076","1377","470","487","211"
"FBgn0015031","220","79","172","35"
"FBgn0031701","18","0","9","13"
"FBgn0016920","37","14","16","9"
"FBgn0016660","4","3","4","3"
"FBgn0031703","141","76","59","60"
"FBgn0031702","133","59","46","24"
"FBgn0031700","15","4","14","4"
"FBgn0031698","932","479","603","245"
"FBgn0031697","83","29","46","17"
"FBgn0000228","415","207","324","120"
"FBgn0003716","315","109","156","59"
"FBgn0051914","0","0","0","0"
"FBgn0031707","1","2","4","1"
"FBgn0000318","77","47","47","19"
"FBgn0031711","33","14","15","15"
"FBgn0051989","28","13","21","5"
"FBgn0051648","16","4","9","3"
"FBgn0051915","53","19","29","15"
"FBgn0002525","123","54","69","22"
"FBgn0031717","34","12","24","10"
"FBgn0031719","0","0","0","0"
"FBgn0031721","0","0","0","0"
"FBgn0004620","24","6","13","5"
"FBgn0041719","0","0","0","0"
"FBgn0031724","0","0","2","0"
"FBgn0031728","0","0","0","0"
"FBgn0031729","2","0","0","0"
"FBgn0051646","54","15","47","8"
"FBgn0031725","61","29","35","17"
"FBgn0031723","0","0","0","0"
"FBgn0031722","0","0","0","0"
"FBgn0031720","0","0","0","0"
"FBgn0031718","0","0","0","0"
"FBgn0014189","176","69","141","49"
"FBgn0031716","53","26","34","19"
"FBgn0031715","0","1","2","0"
"FBgn0031713","69","54","53","26"
"FBgn0031710","39","25","34","15"
"FBgn0031708","47","29","29","11"
"FBgn0051647","0","0","0","0"
"FBgn0031730","13","6","9","4"
"FBgn0024191","19","6","19","2"
"FBgn0031736","107","36","76","13"
"FBgn0031735","28","10","20","10"
"FBgn0051912","2","2","1","0"
"FBgn0051913","29","23","20","6"
"FBgn0031740","38","6","19","10"
"FBgn0031741","11","2","11","16"
"FBgn0031746","0","0","0","0"
"FBgn0043362","781","460","593","304"
"FBgn0015381","6","5","2","0"
"FBgn0001128","852","373","377","262"
"FBgn0031752","242","138","197","69"
"FBgn0031753","20","9","22","5"
"FBgn0031751","1","4","0","0"
"FBgn0031749","14","4","5","2"
"FBgn0031747","0","0","0","0"
"FBgn0002855","0","0","0","0"
"FBgn0002856","0","0","0","0"
"FBgn0031745","60","24","56","15"
"FBgn0051644","0","0","0","0"
"FBgn0031739","34","18","31","20"
"FBgn0031738","234","52","146","36"
"FBgn0031737","82","25","48","19"
"FBgn0031734","257","140","143","71"
"FBgn0031733","14","7","17","5"
"FBgn0031732","0","0","0","0"
"FBgn0031731","0","0","0","0"
"FBgn0003980","0","0","1","0"
"FBgn0031757","4","0","1","0"
"FBgn0031758","0","0","0","0"
"FBgn0001942","3401","978","2154","653"
"FBgn0001941","123","47","72","26"
"FBgn0031760","33","18","26","9"
"FBgn0031763","0","1","1","0"
"FBgn0051643","31","12","10","9"
"FBgn0031768","44","16","21","12"
"FBgn0031769","73","15","64","18"
"FBgn0031770","255","89","202","65"
"FBgn0031772","12","5","6","3"
"FBgn0031774","20","10","16","6"
"FBgn0031776","16","3","9","4"
"FBgn0051642","31","15","20","6"
"FBgn0031784","0","0","0","0"
"FBgn0031785","1","0","0","1"
"FBgn0040950","0","0","0","0"
"FBgn0031786","0","0","0","0"
"FBgn0051639","0","0","0","0"
"FBgn0031782","18","12","12","8"
"FBgn0031779","109","41","55","26"
"FBgn0031777","14","6","7","3"
"FBgn0031775","0","8","0","1"
"FBgn0031773","39","29","33","17"
"FBgn0031771","797","333","531","206"
"FBgn0029161","1","0","2","0"
"FBgn0000052","1130","314","1424","268"
"FBgn0031766","4","2","1","3"
"FBgn0025742","55","37","42","14"
"FBgn0031764","21","9","10","0"
"FBgn0001170","1","1","0","1"
"FBgn0001089","7","5","2","4"
"FBgn0031759","824","312","491","190"
"FBgn0000308","672","206","392","89"
"FBgn0031756","7","2","1","1"
"FBgn0003979","0","0","0","0"
"FBgn0040949","0","0","0","0"
"FBgn0026755","0","0","2","0"
"FBgn0031791","10","8","15","5"
"FBgn0260452","4","1","0","0"
"FBgn0015623","749","252","373","182"
"FBgn0031803","0","0","0","0"
"FBgn0031805","140","28","23","8"
"FBgn0043854","10","9","8","4"
"FBgn0031808","38","45","29","26"
"FBgn0031811","19","15","17","7"
"FBgn0031815","264","114","164","59"
"FBgn0031820","370","170","194","96"
"FBgn0027496","48","16","24","19"
"FBgn0051638","133","64","133","44"
"FBgn0031824","72","20","82","33"
"FBgn0031822","12","4","10","3"
"FBgn0031818","86","43","56","21"
"FBgn0031817","39","10","21","8"
"FBgn0031816","56","35","39","7"
"FBgn0031814","405","190","284","92"
"FBgn0011722","1461","522","505","389"
"FBgn0031804","0","0","0","0"
"FBgn0031801","115","50","89","56"
"FBgn0031800","76","55","92","40"
"FBgn0031799","133","65","90","35"
"FBgn0031792","2","2","1","2"
"FBgn0031826","1","1","0","1"
"FBgn0051637","233","88","146","59"
"FBgn0031830","247","56","150","53"
"FBgn0031831","0","0","0","0"
"FBgn0031836","424","131","226","62"
"FBgn0028467","89","42","66","27"
"FBgn0000392","0","0","0","0"
"FBgn0031851","44","8","17","8"
"FBgn0046704","378","158","262","92"
"FBgn0031853","0","6","1","1"
"FBgn0031855","84","27","39","12"
"FBgn0051910","8","1","6","0"
"FBgn0031854","13","5","6","3"
"FBgn0025777","303","99","236","56"
"FBgn0025595","153","108","88","49"
"FBgn0031850","239","158","179","89"
"FBgn0031849","3","1","0","1"
"FBgn0028703","816","370","555","196"
"FBgn0031848","2","0","2","0"
"FBgn0000351","5","2","8","1"
"FBgn0028990","335","98","150","76"
"FBgn0031844","0","0","0","0"
"FBgn0051636","6","5","7","5"
"FBgn0051633","27","13","19","4"
"FBgn0051635","1101","463","667","249"
"FBgn0051634","2","1","3","0"
"FBgn0031837","13","5","7","3"
"FBgn0031834","37","14","18","9"
"FBgn0031832","28","8","20","6"
"FBgn0031829","1","0","2","0"
"FBgn0031858","247","147","143","72"
"FBgn0051631","0","0","0","0"
"FBgn0031860","42","8","19","13"
"FBgn0051632","27","22","13","6"
"FBgn0017551","35","10","33","11"
"FBgn0031866","487","196","294","98"
"FBgn0031868","61","27","44","10"
"FBgn0004838","2145","760","1349","445"
"FBgn0020616","104","60","61","29"
"FBgn0031875","5","2","6","2"
"FBgn0031877","14","3","4","0"
"FBgn0021944","28","5","25","9"
"FBgn0031879","453","379","275","223"
"FBgn0016978","170","67","117","39"
"FBgn0031878","2","1","2","0"
"FBgn0031876","7","1","4","5"
"FBgn0031874","6","1","14","2"
"FBgn0031873","17","0","7","3"
"FBgn0031872","21","10","12","4"
"FBgn0031871","38","21","42","8"
"FBgn0031869","144","58","90","33"
"FBgn0028554","94","46","55","18"
"FBgn0026196","120","24","39","22"
"FBgn0052829","5","1","3","1"
"FBgn0011737","192","103","150","38"
"FBgn0042092","13","4","4","2"
"FBgn0031865","27","25","10","12"
"FBgn0031861","0","0","0","0"
"FBgn0042189","0","0","0","0"
"FBgn0015776","552","193","372","106"
"FBgn0031857","481","244","244","122"
"FBgn0031856","5","5","0","2"
"FBgn0003046","13","3","20","2"
"FBgn0031881","32","9","20","4"
"FBgn0031885","402","164","297","102"
"FBgn0031887","1","1","1","0"
"FBgn0031893","113","45","73","23"
"FBgn0051909","2","0","0","0"
"FBgn0031900","0","1","0","0"
"FBgn0031897","835","327","406","214"
"FBgn0031896","160","52","88","32"
"FBgn0031895","41","34","32","16"
"FBgn0031894","8","4","2","3"
"FBgn0031888","12","3","8","7"
"FBgn0031886","4","2","1","0"
"FBgn0051907","3","4","5","2"
"FBgn0031882","44","24","28","8"
"FBgn0051908","162","46","104","26"
"FBgn0031902","24","11","20","4"
"FBgn0031903","4","2","3","2"
"FBgn0002938","7362","2356","4086","1263"
"FBgn0031905","5","0","0","0"
"FBgn0031907","70","23","48","15"
"FBgn0031908","90","34","45","19"
"FBgn0031910","0","0","0","0"
"FBgn0028387","65","33","45","16"
"FBgn0031914","295","61","180","39"
"FBgn0031918","1","0","1","2"
"FBgn0031920","29","12","15","4"
"FBgn0011283","9","7","16","7"
"FBgn0045495","7","1","7","0"
"FBgn0041247","1","0","0","0"
"FBgn0025697","250","91","238","48"
"FBgn0031913","234","102","60","95"
"FBgn0031909","25","7","16","3"
"FBgn0031906","19","5","10","7"
"FBgn0031904","97","32","81","19"
"FBgn0083141","1","0","2","2"
"FBgn0031925","26","6","8","1"
"FBgn0031926","9","10","2","5"
"FBgn0040299","71","25","44","28"
"FBgn0041181","107","53","51","38"
"FBgn0031941","0","0","0","0"
"FBgn0003961","0","0","0","0"
"FBgn0031946","0","0","0","0"
"FBgn0031947","72","34","32","21"
"FBgn0031951","32","11","15","6"
"FBgn0031952","541","249","384","108"
"FBgn0031950","207","89","198","51"
"FBgn0031948","210","61","113","42"
"FBgn0031942","29","9","25","6"
"FBgn0031940","3","3","2","0"
"FBgn0014454","3","6","3","2"
"FBgn0031939","19","12","13","5"
"FBgn0031937","76","30","54","24"
"FBgn0031936","123","13","95","19"
"FBgn0031935","15","6","4","3"
"FBgn0053296","13","7","15","6"
"FBgn0041182","935","618","610","501"
"FBgn0031929","3","0","1","0"
"FBgn0027515","109","39","63","16"
"FBgn0004177","428","167","283","86"
"FBgn0031954","1","0","0","0"
"FBgn0011861","0","0","0","0"
"FBgn0031968","42","9","24","8"
"FBgn0031975","88","21","40","19"
"FBgn0031977","39","9","22","4"
"FBgn0044323","439","173","266","111"
"FBgn0031979","9","5","2","2"
"FBgn0031981","302","167","211","108"
"FBgn0010287","5","1","3","2"
"FBgn0013531","9","7","3","2"
"FBgn0011230","3532","1686","2652","1005"
"FBgn0031980","481","136","405","68"
"FBgn0031976","3","3","1","2"
"FBgn0031974","39","3","36","2"
"FBgn0031973","187","57","140","78"
"FBgn0031972","60","31","79","10"
"FBgn0031970","11","5","8","1"
"FBgn0031969","271","107","145","56"
"FBgn0053121","3","0","0","1"
"FBgn0051902","1","1","0","0"
"FBgn0031961","6","3","4","0"
"FBgn0031959","22","8","12","11"
"FBgn0045038","121","37","98","17"
"FBgn0031957","1","0","1","0"
"FBgn0031955","183","58","125","40"
"FBgn0020618","4842","1554","3219","962"
"FBgn0031986","7","4","8","0"
"FBgn0031988","114","32","70","27"
"FBgn0051606","19","2","11","6"
"FBgn0031996","16","6","10","7"
"FBgn0031997","23","11","18","6"
"FBgn0031999","73","9","50","6"
"FBgn0015299","23","4","8","4"
"FBgn0032002","11","5","3","3"
"FBgn0032003","3","0","1","1"
"FBgn0032008","176","30","108","21"
"FBgn0011902","0","0","0","0"
"FBgn0032013","53","19","29","6"
"FBgn0032014","21","6","15","6"
"FBgn0032016","13","6","19","8"
"FBgn0032018","99","46","75","33"
"FBgn0032020","22","13","5","5"
"FBgn0032022","64","28","36","13"
"FBgn0032024","1","0","0","0"
"FBgn0032025","103","36","33","20"
"FBgn0051901","0","0","3","0"
"FBgn0032026","200","92","128","51"
"FBgn0032021","298","153","179","63"
"FBgn0032017","18","10","17","3"
"FBgn0032015","53","31","61","22"
"FBgn0003502","214","92","207","57"
"FBgn0032010","962","606","682","282"
"FBgn0028987","0","0","0","0"
"FBgn0032006","555","246","330","130"
"FBgn0032005","187","95","128","72"
"FBgn0032004","4","2","4","0"
