Geneid,ORE_male_1,CHD_male_1,ORE_male_2,CHD_male_2 ,ORE_fem_1 ,CHD_fem_1 ,ORE_fem_2 ,CHD_fem_2 
FBgn0031238,74,35,70,9,48,21,37,18
FBgn0031239,544,265,434,64,310,137,201,61
FBgn0031232,17,8,15,4,7,3,8,2
FBgn0031227,17,6,14,3,25,2,7,2
FBgn0051974,77,57,67,16,96,25,51,15
FBgn0051975,0,0,0,0,0,0,0,0
FBgn0051976,0,0,0,0,0,0,0,0
FBgn0031219,4,5,7,2,2,0,10,1
FBgn0026787,112,82,89,19,53,29,46,14
FBgn0002931,36,45,43,14,31,21,16,10
FBgn0051973,462,436,383,71,248,216,188,120
FBgn0031209,1,7,3,0,4,2,1,0
FBgn0002121,478,235,432,56,407,162,301,72
FBgn0036970,5,5,10,1,3,0,5,2
FBgn0036974,701,270,584,49,495,115,266,79
FBgn0036975,360,174,278,41,317,89,222,57
FBgn0024887,22,17,15,3,21,13,21,5
FBgn0036977,0,1,2,0,1,0,0,1
FBgn0001259,18,7,14,5,5,11,3,6
FBgn0036979,5,6,4,1,5,2,0,1
FBgn0036980,559,275,444,54,359,125,197,93
FBgn0036985,21,22,21,3,18,8,11,4
FBgn0036991,101,38,82,10,58,27,33,8
FBgn0036993,135,83,110,16,132,34,61,21
FBgn0036996,16,21,14,0,3,3,19,0
FBgn0036997,293,122,227,12,189,28,225,29
FBgn0036998,17,14,21,4,10,1,7,2
FBgn0036999,47,28,40,3,29,10,17,5
FBgn0037001,776,410,650,113,513,185,346,110
FBgn0052425,416,287,381,62,235,174,104,109
FBgn0037003,27,18,17,7,18,5,4,3
FBgn0037004,13,5,9,0,9,1,4,2
FBgn0037005,31,24,11,2,14,6,4,2
FBgn0037009,25,18,26,5,21,9,20,5
FBgn0037011,43,21,35,7,41,7,29,5
FBgn0037013,7,1,7,0,7,1,2,1
FBgn0001323,68,44,49,5,61,36,27,15
FBgn0037012,46,17,31,12,44,16,33,9
FBgn0037008,43,20,19,6,26,11,16,5
FBgn0037007,557,305,499,98,460,154,261,91
FBgn0037000,32,25,29,6,16,11,18,9
FBgn0052428,110,65,91,12,70,22,56,17
FBgn0036995,280,141,191,35,39,21,187,25
FBgn0036994,57,28,41,10,29,8,18,11
FBgn0036992,514,339,396,60,194,91,158,60
FBgn0036990,32,22,40,5,20,12,18,8
FBgn0029158,86,65,71,15,63,35,35,21
FBgn0036988,61,38,66,10,33,17,30,13
FBgn0036987,42,20,35,13,22,11,16,9
FBgn0036986,148,95,111,21,57,36,60,26
FBgn0036984,280,166,228,38,133,64,83,33
FBgn0028978,392,90,281,26,197,63,172,33
FBgn0027565,82,30,78,8,64,20,48,9
FBgn0001247,509,365,409,97,296,167,212,86
FBgn0036978,0,2,0,0,2,1,1,1
FBgn0036973,28,22,22,3,19,8,10,4
FBgn0037014,8,7,9,1,8,4,4,0
FBgn0037016,83,41,53,4,71,26,27,12
FBgn0040634,6,1,5,2,4,1,1,1
FBgn0016696,1397,744,1088,148,865,406,525,235
FBgn0037020,91,45,74,7,62,22,39,19
FBgn0037024,109,52,99,10,84,24,44,17
FBgn0037025,21,9,12,2,18,7,9,4
FBgn0037027,354,181,273,35,207,75,160,37
FBgn0037030,1,0,1,0,0,0,1,1
FBgn0040636,34,11,34,7,29,5,13,0
FBgn0037031,55,50,73,16,50,17,34,8
FBgn0040637,0,0,1,0,2,1,0,0
FBgn0037035,16,6,10,1,9,6,4,2
FBgn0011591,224,125,186,30,122,54,51,31
FBgn0052432,2272,1037,1763,245,1063,509,774,259
FBgn0027055,103,55,81,8,72,25,45,23
FBgn0037026,153,58,116,18,66,35,44,16
FBgn0037023,2,0,1,0,0,0,0,0
FBgn0027364,5,1,6,1,4,2,0,0
FBgn0037022,0,0,0,0,0,0,0,0
FBgn0037021,602,303,426,65,310,141,163,85
FBgn0037019,55,32,44,5,33,14,18,11
FBgn0037018,25,18,25,2,21,4,11,6
FBgn0037017,30,18,15,2,8,12,14,5
FBgn0045474,14,8,6,1,14,4,4,2
FBgn0037015,163,105,154,30,90,39,59,22
FBgn0001320,67,41,43,4,57,18,27,12
FBgn0037037,0,1,1,0,0,0,0,0
FBgn0053283,0,0,0,0,0,0,0,0
FBgn0037042,1,6,1,0,5,1,2,1
FBgn0037044,68,42,51,9,29,18,26,10
FBgn0028402,49,23,39,4,35,12,18,5
FBgn0026179,2035,876,1555,174,1085,379,559,189
FBgn0053284,13,4,6,2,3,1,3,2
FBgn0037050,93,48,83,18,54,16,30,10
FBgn0037057,193,114,167,28,130,35,114,50
FBgn0037060,371,302,269,59,186,122,122,81
FBgn0028427,173,75,126,18,75,25,57,18
FBgn0004865,297,139,220,36,146,64,85,34
FBgn0037061,15,12,16,3,9,5,12,7
FBgn0037059,4,2,1,0,0,1,2,0
FBgn0053056,174,95,135,19,105,40,95,25
FBgn0053054,14,7,8,2,10,2,9,2
FBgn0041100,13,11,13,3,10,8,5,0
FBgn0024150,182,92,165,23,128,47,102,31
FBgn0037051,211,122,196,24,193,61,109,47
FBgn0020294,253,126,207,28,137,74,97,34
FBgn0053285,5,1,4,3,2,1,2,1
FBgn0037045,30,15,29,9,25,13,11,4
FBgn0003415,2358,1391,1932,304,1355,669,801,373
FBgn0053286,0,1,0,0,0,0,0,0
FBgn0053287,0,1,0,0,0,0,0,0
FBgn0037040,1,0,0,0,0,0,1,0
FBgn0037039,0,1,0,0,0,0,0,0
FBgn0037038,1,0,0,0,0,1,1,0
FBgn0037036,0,0,0,0,1,0,0,0
FBgn0037068,5,3,3,0,1,1,1,1
FBgn0037069,9,5,10,0,5,2,3,1
FBgn0037071,40,29,38,7,46,8,17,12
FBgn0037073,93,64,77,6,88,38,55,12
FBgn0052436,4,3,0,0,1,1,1,0
FBgn0052437,0,0,0,0,0,1,0,0
FBgn0052440,0,0,1,0,0,0,1,0
FBgn0053288,49,24,31,3,23,9,22,8
FBgn0005694,367,188,275,35,240,96,135,53
FBgn0037087,22,11,25,1,20,5,13,6
FBgn0037090,182,104,148,18,126,50,107,32
FBgn0037092,116,70,89,15,62,24,46,14
FBgn0037093,389,278,280,40,216,106,143,83
FBgn0037094,500,262,363,54,305,167,200,104
FBgn0053289,1,0,1,0,1,0,1,0
FBgn0015283,159,78,130,21,96,27,72,33
FBgn0028663,143,67,87,21,80,37,47,13
FBgn0053290,0,0,1,0,1,0,2,0
FBgn0037101,0,0,1,0,1,0,2,0
FBgn0052438,70,37,70,12,67,18,29,11
FBgn0052441,134,83,118,12,90,24,61,14
FBgn0037102,32,18,30,5,26,6,12,3
FBgn0037099,2,0,5,0,9,0,6,0
FBgn0037098,1527,1007,1280,196,973,488,488,237
FBgn0029152,248,167,207,39,155,53,114,37
FBgn0026371,36,18,36,4,26,9,14,6
FBgn0015239,151,92,111,26,110,58,82,36
FBgn0037086,9,0,1,0,0,0,4,0
FBgn0037085,9,2,4,0,3,1,3,0
FBgn0014143,29,10,19,2,14,5,5,0
FBgn0037082,36,33,34,7,19,11,14,9
FBgn0037081,158,118,110,35,96,58,78,30
FBgn0002842,11,7,17,0,13,6,7,2
FBgn0037078,0,0,0,1,0,0,0,0
FBgn0037076,9,12,21,4,9,3,7,3
FBgn0037074,785,462,706,111,471,210,368,133
FBgn0003042,165,117,127,18,108,47,63,24
FBgn0037070,3,1,1,1,5,1,2,0
FBgn0037067,2,3,2,0,1,2,0,1
FBgn0037065,2,2,0,0,0,1,1,0
FBgn0027945,148,95,125,23,143,54,70,42
FBgn0037064,33,36,27,4,31,3,15,5
FBgn0037063,205,117,178,33,161,60,98,38
FBgn0037106,30,16,24,4,30,13,13,2
FBgn0037108,199,92,177,28,110,42,91,27
FBgn0037110,32,19,26,2,29,10,18,4
FBgn0043783,76,106,51,10,33,34,62,47
FBgn0052445,0,4,0,0,1,0,0,0
FBgn0052446,92,74,91,15,64,12,38,19
FBgn0037115,0,1,0,0,0,0,0,0
FBgn0037117,143,106,110,28,63,27,61,25
FBgn0037121,26,13,21,1,15,3,12,4
FBgn0037125,3,0,2,0,2,0,0,0
FBgn0037128,1,0,0,1,0,0,0,3
FBgn0037131,27,17,19,4,27,10,8,8
FBgn0037133,0,0,2,1,0,0,0,1
FBgn0000560,1,3,2,0,3,0,2,1
FBgn0022936,24,8,14,0,14,8,11,5
FBgn0037134,39,25,47,9,19,10,12,5
FBgn0037135,1395,668,988,158,1004,421,615,247
FBgn0037139,1,0,0,0,1,0,0,0
FBgn0037138,1244,854,977,224,643,345,443,198
FBgn0046301,85,52,77,10,43,21,44,9
FBgn0052448,10,7,9,0,5,2,3,0
FBgn0037130,322,159,313,46,173,58,142,58
FBgn0037129,3,1,2,1,0,1,1,2
FBgn0037127,0,0,0,0,1,1,0,0
FBgn0037126,101,42,94,8,54,20,28,11
FBgn0037124,2,0,1,0,0,1,0,0
FBgn0037123,1,0,0,0,1,0,2,1
FBgn0037122,6,1,6,0,2,1,3,0
FBgn0037120,274,149,212,34,170,57,101,36
FBgn0052447,11,13,6,0,3,4,5,1
FBgn0037116,288,233,269,55,174,95,110,46
FBgn0037114,0,1,2,0,0,0,0,1
FBgn0037109,501,250,380,78,278,126,228,87
FBgn0037107,360,192,320,59,210,64,133,52
FBgn0037105,65,50,59,11,31,19,36,8
FBgn0037140,90,43,52,7,57,15,21,13
FBgn0037142,487,257,359,52,230,81,131,65
FBgn0037143,2,0,0,0,0,0,0,0
FBgn0037144,18,10,13,2,22,7,3,5
FBgn0029091,7,2,5,4,6,6,3,1
FBgn0037146,3125,1664,2395,476,1787,868,1643,561
FBgn0000045,107,28,89,3,91,14,53,4
FBgn0004514,117,64,114,13,72,39,27,15
FBgn0037149,19,10,19,1,6,6,11,2
FBgn0000100,3900,1554,2921,386,3613,1016,2439,629
FBgn0004414,0,0,0,0,0,0,0,0
FBgn0037151,29,10,16,1,15,6,15,1
FBgn0037150,86,39,59,13,50,19,42,19
FBgn0027532,451,234,352,52,282,108,221,64
FBgn0037147,4,2,2,2,2,3,0,0
FBgn0037141,38,22,32,6,24,11,12,3
FBgn0052449,3,1,2,1,1,0,1,0
FBgn0015075,68,36,55,8,35,21,22,10
FBgn0004179,779,389,715,105,463,146,279,100
FBgn0025702,538,239,429,53,309,134,171,68
FBgn0027086,255,142,194,31,241,75,169,46
FBgn0052450,43,29,34,1,28,8,26,4
FBgn0037162,103,41,84,7,51,19,63,10
FBgn0037164,242,106,180,24,120,37,90,31
FBgn0037165,34,14,38,3,13,13,29,1
FBgn0037166,117,75,108,18,79,23,85,8
FBgn0037167,156,38,126,5,75,16,108,28
FBgn0037163,425,261,321,67,313,137,197,79
FBgn0004449,3448,1768,2871,411,1944,837,1337,520
FBgn0011771,172,111,111,25,101,47,64,24
FBgn0037156,36,22,19,4,15,8,9,2
FBgn0028500,541,331,395,108,235,166,173,101
FBgn0037169,26,10,31,2,20,9,17,2
FBgn0037170,80,41,64,7,45,17,37,13
FBgn0037172,18,9,14,3,7,1,4,1
FBgn0037174,2,0,3,0,4,0,0,0
FBgn0037176,0,47,0,17,0,8,0,6
FBgn0037179,0,0,0,0,0,0,0,0
FBgn0037180,0,0,0,0,0,0,0,0
FBgn0052453,0,0,0,0,0,0,0,0
FBgn0037181,3,0,2,1,1,0,0,1
FBgn0052452,34,22,25,8,22,10,17,5
FBgn0037185,30,13,30,1,16,15,15,5
FBgn0260481,14,11,5,4,16,3,10,3
FBgn0037188,158,102,142,18,107,45,68,23
FBgn0052451,1879,988,1476,260,1037,370,657,218
FBgn0037191,12,3,10,1,4,5,3,4
FBgn0010830,178,69,143,15,95,37,53,17
FBgn0037186,153,68,121,18,74,43,51,18
FBgn0037184,31,28,30,6,14,13,20,8
FBgn0037183,2,0,1,0,0,1,0,0
FBgn0037182,230,145,219,43,170,80,159,48
FBgn0037178,0,0,0,0,0,0,0,0
FBgn0037177,0,0,0,0,0,0,0,0
FBgn0037175,0,0,0,0,0,0,0,0
FBgn0037171,325,216,275,52,248,96,159,58
FBgn0037195,8,7,1,0,4,1,1,4
FBgn0037197,0,2,0,0,1,0,0,1
FBgn0053169,3,2,2,0,7,0,5,0
FBgn0037200,0,0,1,0,0,0,1,0
FBgn0037202,4,7,4,1,11,4,1,2
FBgn0037203,53,41,50,6,25,13,12,10
FBgn0037204,1,0,1,1,1,1,1,0
FBgn0037205,0,0,4,0,1,2,0,0
FBgn0037206,82,53,60,12,44,23,26,16
FBgn0037207,86,37,61,12,66,18,40,9
FBgn0052457,1,2,11,2,3,1,4,3
FBgn0052461,5,0,3,0,1,1,1,0
FBgn0044324,422,244,396,70,283,144,262,77
FBgn0010348,547,358,501,82,483,150,311,92
FBgn0020518,3,1,0,0,0,0,0,0
FBgn0037199,200,62,127,17,95,27,68,23
FBgn0052459,1,1,1,0,1,0,1,0
FBgn0052462,0,0,0,0,0,0,0,0
FBgn0052460,0,0,0,0,0,0,0,0
FBgn0037397,0,0,0,0,0,0,0,0
FBgn0046878,6,2,4,0,5,6,8,3
FBgn0037402,0,1,1,0,1,0,0,0
FBgn0037405,3,2,1,0,0,0,0,0
FBgn0037406,0,0,0,0,0,0,0,0
FBgn0051562,0,0,0,0,0,0,0,0
FBgn0037408,38,21,25,6,23,7,12,8
FBgn0037409,11,11,6,4,7,4,1,4
FBgn0037410,2,11,1,1,1,7,0,1
FBgn0037411,0,0,0,0,0,1,0,0
FBgn0037413,3,0,1,0,2,0,0,0
FBgn0027527,1,0,3,0,0,0,1,0
FBgn0037414,39,5,33,0,23,0,13,0
FBgn0037415,6,3,5,1,5,1,6,1
FBgn0037416,45,3,33,1,25,0,24,0
FBgn0037419,0,0,0,0,1,0,0,1
FBgn0037421,0,0,0,0,0,0,1,0
FBgn0037422,0,0,1,0,1,0,0,0
FBgn0040279,0,0,0,0,0,0,0,0
FBgn0037424,0,1,0,0,0,0,0,0
FBgn0051561,1,0,1,0,1,0,3,0
FBgn0051560,0,1,0,0,1,0,0,0
FBgn0037427,0,1,1,0,2,0,1,0
FBgn0037428,0,0,0,0,0,0,0,0
FBgn0037420,0,0,0,0,0,0,0,0
FBgn0037418,0,0,0,0,0,0,0,0
FBgn0037412,14,0,8,0,15,0,4,0
FBgn0051559,4,2,2,0,0,0,0,0
FBgn0046875,1,0,1,0,0,0,0,1
FBgn0046876,16,3,8,3,13,7,11,12
FBgn0026077,110,53,64,16,47,13,50,9
FBgn0037399,0,0,0,0,0,0,0,0
FBgn0037398,5,1,3,0,2,0,1,1
FBgn0037396,7,17,9,3,8,2,6,7
FBgn0037374,104,69,109,14,84,27,58,15
FBgn0037375,265,144,212,37,101,53,71,33
FBgn0028690,195,96,136,33,156,51,84,30
FBgn0037377,33,25,25,4,14,3,13,2
FBgn0037379,216,143,209,26,125,62,97,35
FBgn0037384,47,22,35,8,43,19,22,7
FBgn0037386,29,20,25,4,21,7,13,3
FBgn0037387,465,223,363,29,329,120,168,99
FBgn0037388,1,1,0,0,0,0,0,0
FBgn0037389,0,1,0,0,0,0,0,0
FBgn0028436,27,17,21,3,13,8,10,4
FBgn0037395,5,1,0,0,0,0,0,0
FBgn0003261,3266,1640,2565,369,2260,831,1464,498
FBgn0010403,7,6,7,1,7,1,18,6
FBgn0011281,12,15,11,9,8,6,40,18
FBgn0040679,1,0,0,0,1,0,0,0
FBgn0037391,267,149,177,51,105,59,95,41
FBgn0029088,380,215,313,48,192,91,118,61
FBgn0037383,32,20,25,6,19,4,8,4
FBgn0037382,120,59,90,17,66,25,52,15
FBgn0037378,54,23,46,7,37,15,19,7
FBgn0037376,35,31,19,5,27,3,10,1
FBgn0037372,32,27,28,5,15,8,10,4
FBgn0037329,132,63,105,15,70,28,41,20
FBgn0011715,75,31,60,12,41,14,16,8
FBgn0037332,307,188,265,35,133,77,98,44
FBgn0051550,572,329,527,62,341,143,253,103
FBgn0010051,1618,910,1191,216,1016,507,577,329
FBgn0037338,46,31,19,6,24,6,17,2
FBgn0037341,145,59,111,13,100,33,39,23
FBgn0041191,174,103,176,20,145,38,80,26
FBgn0037345,8,1,7,0,8,2,2,1
FBgn0037347,134,65,120,21,74,29,73,15
FBgn0019637,0,0,0,0,0,0,0,0
FBgn0037351,2231,870,1543,246,2322,649,1560,391
FBgn0051551,1,0,1,0,0,0,0,0
FBgn0051549,46,21,33,11,25,5,15,8
FBgn0037354,67,48,38,9,51,21,41,14
FBgn0037356,60,45,58,8,32,19,27,16
FBgn0037359,28,9,15,2,5,2,11,0
FBgn0046222,53,34,51,10,49,16,32,10
FBgn0037363,886,535,700,134,551,254,310,159
FBgn0037368,16,5,14,1,5,2,3,2
FBgn0037370,40,41,30,10,18,6,25,6
FBgn0027497,314,176,198,51,150,108,91,37
FBgn0037371,105,43,88,17,56,28,37,22
FBgn0037369,22,12,11,6,12,6,8,3
FBgn0004878,3,2,0,0,2,0,0,0
FBgn0037365,46,19,33,4,12,2,9,6
FBgn0037364,29,11,28,3,9,5,8,2
FBgn0010772,935,610,782,148,726,298,499,154
FBgn0037360,214,125,226,19,159,59,125,40
FBgn0037358,210,86,148,30,126,49,82,17
FBgn0027951,710,385,567,70,413,169,261,96
FBgn0051548,139,53,140,12,129,28,78,12
FBgn0051546,8,4,0,1,2,1,1,0
FBgn0044823,64,28,53,12,41,20,27,7
FBgn0037350,24,8,14,1,21,4,4,3
FBgn0017550,219,119,203,23,142,60,107,29
FBgn0014366,79,44,62,2,57,14,26,13
FBgn0037344,1195,668,944,132,690,364,452,208
FBgn0037342,67,43,50,7,36,17,23,9
FBgn0037340,12,13,19,4,14,3,5,3
FBgn0037339,393,237,286,64,224,124,128,70
FBgn0037336,1143,648,857,149,607,306,473,167
FBgn0010399,449,231,326,70,219,75,140,64
FBgn0051547,545,252,420,64,319,134,171,93
FBgn0015402,478,223,351,78,253,126,162,77
FBgn0025825,0,0,0,0,0,0,0,0
FBgn0037330,38,26,51,2,28,6,27,4
FBgn0037328,994,440,808,116,1070,262,874,204
FBgn0037327,630,264,436,51,318,117,323,83
FBgn0037295,104,69,82,10,46,19,28,11
FBgn0037294,14,8,6,2,8,3,4,4
FBgn0037297,148,72,106,18,89,26,52,15
FBgn0037299,55,49,65,15,48,19,36,14
FBgn0037301,110,61,65,11,51,23,31,19
FBgn0037304,17,4,18,2,11,2,8,0
FBgn0037310,59,28,37,2,27,9,24,11
FBgn0051542,0,0,0,0,0,0,0,0
FBgn0003275,31,17,25,7,32,6,22,7
FBgn0011965,0,0,0,0,0,0,0,0
FBgn0037325,34,14,37,1,16,4,16,6
FBgn0037324,11,12,19,7,31,3,47,7
FBgn0037323,4,1,7,0,2,1,4,0
FBgn0037322,0,0,0,0,0,0,0,0
FBgn0001311,54,25,58,2,50,11,22,3
FBgn0037320,0,1,0,0,1,0,1,0
FBgn0037315,602,315,473,74,313,116,289,72
FBgn0037312,84,38,76,16,36,20,43,12
FBgn0051538,272,161,178,33,138,77,107,36
FBgn0037307,16,5,15,4,11,5,4,2
FBgn0037305,24,13,29,1,27,4,16,4
FBgn0260462,945,694,772,177,533,257,422,187
FBgn0053293,5,7,12,1,12,2,6,3
FBgn0040208,203,126,166,20,158,58,103,52
FBgn0037298,1097,371,837,106,547,164,383,106
FBgn0037296,10,4,8,0,3,0,2,0
FBgn0004913,107,66,90,8,68,33,42,26
FBgn0037290,141,103,106,36,137,52,55,44
FBgn0037293,72,49,55,14,43,24,23,17
FBgn0040684,0,0,0,0,0,0,0,0
FBgn0010313,1689,1040,1381,220,1131,519,591,238
FBgn0037292,26,14,17,5,17,11,12,6
FBgn0037291,3,2,4,0,2,2,0,1
FBgn0037288,279,284,201,72,200,146,101,68
FBgn0004436,346,190,325,39,274,84,170,47
FBgn0004183,4,6,1,5,4,3,2,0
FBgn0020280,0,0,0,0,0,0,0,0
FBgn0037262,47,30,39,3,31,15,23,14
FBgn0037263,5,7,3,0,6,3,2,1
FBgn0022981,0,0,0,0,0,0,0,1
FBgn0037265,66,68,57,16,43,29,25,11
FBgn0010750,159,104,90,10,86,23,40,15
FBgn0037279,94,61,74,4,60,25,40,16
FBgn0037280,6,10,4,1,6,3,8,0
FBgn0037284,0,0,0,0,0,0,0,0
FBgn0037283,0,0,0,0,0,0,0,0
FBgn0037282,175,117,154,26,104,39,82,27
FBgn0026417,43,11,49,4,22,8,23,7
FBgn0037276,6,2,1,0,4,3,0,1
FBgn0037275,26,9,19,3,12,6,9,4
FBgn0027570,127,109,115,31,75,53,48,37
FBgn0037270,647,247,444,71,384,115,246,84
FBgn0040466,25,8,14,4,23,5,9,2
FBgn0037261,414,225,315,64,296,109,168,74
FBgn0052945,0,0,0,0,0,0,0,0
FBgn0027930,0,0,0,0,0,0,0,0
FBgn0037232,121,68,88,15,65,19,44,19
FBgn0040687,0,0,0,0,0,0,0,0
FBgn0037235,32,16,27,7,21,7,13,7
FBgn0037238,1254,662,982,129,578,234,310,118
FBgn0037239,351,265,290,50,355,143,304,99
FBgn0037240,666,353,606,84,413,151,241,94
FBgn0003882,137,89,106,12,78,45,64,18
FBgn0037241,47,25,35,3,38,23,19,6
FBgn0037244,40,29,34,6,40,15,14,7
FBgn0051528,32,21,32,1,15,10,11,7
FBgn0051525,4,1,3,0,8,2,3,1
FBgn0037250,2,2,2,1,7,2,5,0
FBgn0037252,310,157,259,43,186,79,132,56
FBgn0037254,2,2,1,0,2,1,2,1
FBgn0037255,115,58,89,20,63,38,51,18
FBgn0051526,21,13,10,0,3,9,6,1
FBgn0037260,10,6,13,0,6,2,1,2
FBgn0051523,702,351,592,118,604,253,376,122
FBgn0051522,585,301,508,93,406,188,206,97
FBgn0037251,2,0,0,0,0,1,0,0
FBgn0037249,917,529,752,148,685,313,497,206
FBgn0037248,134,49,123,17,138,35,58,12
FBgn0052944,148,95,119,19,90,42,57,23
FBgn0037242,27,7,8,4,8,3,4,6
FBgn0037236,14,4,11,7,8,7,8,2
FBgn0037231,37,15,33,4,19,6,15,3
FBgn0037230,979,527,633,104,470,215,347,238
FBgn0037213,511,357,402,68,358,199,193,88
FBgn0037215,291,150,209,23,173,80,136,51
FBgn0037218,472,269,368,40,295,140,154,80
FBgn0015331,91,65,63,25,64,22,40,14
FBgn0010225,2297,1768,1889,398,1734,642,1136,498
FBgn0037223,0,1,1,0,2,0,1,0
FBgn0037224,1,0,0,0,0,1,0,1
FBgn0037227,4,2,5,2,0,3,1,0
FBgn0041621,6,15,7,0,8,9,8,10
FBgn0037228,54,37,40,12,24,20,17,14
FBgn0037229,101,76,87,18,43,31,30,16
FBgn0037225,50,23,42,2,26,7,18,5
FBgn0037220,97,54,74,19,63,37,34,10
FBgn0051516,2,2,2,0,1,2,1,0
FBgn0037217,21,13,16,0,13,7,3,4
FBgn0000500,166,67,127,15,86,28,66,13
FBgn0031670,86,46,74,12,80,28,43,12
FBgn0000299,576,283,400,72,421,163,254,126
FBgn0260470,0,0,0,0,0,0,0,0
FBgn0031676,33,17,23,2,22,3,9,5
FBgn0031682,55,43,41,4,52,14,30,8
FBgn0031683,410,192,339,53,190,79,124,42
FBgn0031684,126,55,116,24,115,25,59,28
FBgn0031681,576,292,526,80,391,137,248,74
FBgn0028694,141,67,120,18,88,37,51,28
FBgn0031678,20,14,14,3,6,2,7,2
FBgn0031677,0,0,0,0,1,0,0,0
FBgn0022023,664,291,458,74,496,197,322,107
FBgn0031675,197,94,147,23,99,31,43,20
FBgn0031673,242,103,179,40,117,71,89,29
FBgn0016075,660,382,486,85,389,179,255,118
FBgn0031668,0,0,0,0,0,0,0,0
FBgn0053113,1848,1079,1629,262,1207,474,739,271
FBgn0051971,0,0,0,0,0,0,0,0
FBgn0046776,21,5,17,4,7,5,6,0
FBgn0031693,113,146,126,29,154,64,122,44
FBgn0031694,112,74,93,21,68,26,67,25
FBgn0031695,109,45,97,16,68,24,36,9
FBgn0031696,151,108,121,20,104,57,64,32
FBgn0016076,2485,695,1773,199,1377,470,487,211
FBgn0015031,334,189,237,31,220,79,172,35
FBgn0031701,6,5,6,0,18,0,9,13
FBgn0016920,50,43,41,5,37,14,16,9
FBgn0016660,12,5,3,4,4,3,4,3
FBgn0031703,190,100,153,37,141,76,59,60
FBgn0031702,143,142,142,33,133,59,46,24
FBgn0031700,14,8,8,1,15,4,14,4
FBgn0031698,1585,902,1249,205,932,479,603,245
FBgn0031697,169,62,136,14,83,29,46,17
FBgn0000228,766,421,665,120,415,207,324,120
FBgn0003716,463,225,384,66,315,109,156,59
FBgn0051914,0,0,2,0,0,0,0,0
FBgn0031707,7,3,9,1,1,2,4,1
FBgn0000318,116,79,99,27,77,47,47,19
FBgn0031711,45,28,42,7,33,14,15,15
FBgn0051989,76,42,57,15,28,13,21,5
FBgn0051648,37,13,17,4,16,4,9,3
FBgn0051915,90,41,52,12,53,19,29,15
FBgn0002525,196,110,151,24,123,54,69,22
FBgn0031717,34,41,43,5,34,12,24,10
FBgn0031719,0,0,0,0,0,0,0,0
FBgn0031721,0,0,0,0,0,0,0,0
FBgn0004620,45,22,37,2,24,6,13,5
FBgn0041719,0,0,0,0,0,0,0,0
FBgn0031724,2,0,0,0,0,0,2,0
FBgn0031728,0,0,1,0,0,0,0,0
FBgn0031729,0,0,0,0,2,0,0,0
FBgn0051646,113,65,98,8,54,15,47,8
FBgn0031725,111,70,114,10,61,29,35,17
FBgn0031723,1,0,0,1,0,0,0,0
FBgn0031722,1,0,1,0,0,0,0,0
FBgn0031720,0,0,0,0,0,0,0,0
FBgn0031718,1,0,0,0,0,0,0,0
FBgn0014189,238,153,201,36,176,69,141,49
FBgn0031716,136,69,81,23,53,26,34,19
FBgn0031715,1,2,3,1,0,1,2,0
FBgn0031713,123,102,99,33,69,54,53,26
FBgn0031710,90,69,72,18,39,25,34,15
FBgn0031708,90,49,82,12,47,29,29,11
FBgn0051647,0,1,0,0,0,0,0,0
FBgn0031730,13,5,11,3,13,6,9,4
FBgn0024191,43,34,34,10,19,6,19,2
FBgn0031736,158,114,157,28,107,36,76,13
FBgn0031735,66,18,33,9,28,10,20,10
FBgn0051912,3,2,2,3,2,2,1,0
FBgn0051913,55,23,41,9,29,23,20,6
FBgn0031740,71,39,53,11,38,6,19,10
FBgn0031741,36,27,35,3,11,2,11,16
FBgn0031746,0,0,0,0,0,0,0,0
FBgn0043362,1763,1134,1310,270,781,460,593,304
FBgn0015381,15,3,11,0,6,5,2,0
FBgn0001128,887,846,796,176,852,373,377,262
FBgn0031752,444,268,354,61,242,138,197,69
FBgn0031753,65,20,46,7,20,9,22,5
FBgn0031751,5,2,4,0,1,4,0,0
FBgn0031749,13,11,22,0,14,4,5,2
FBgn0031747,1,0,0,0,0,0,0,0
FBgn0002855,0,0,0,0,0,0,0,0
FBgn0002856,0,0,0,0,0,0,0,0
FBgn0031745,91,15,65,6,60,24,56,15
FBgn0051644,0,0,2,0,0,0,0,0
FBgn0031739,71,37,53,9,34,18,31,20
FBgn0031738,261,164,262,42,234,52,146,36
FBgn0031737,112,56,65,12,82,25,48,19
FBgn0031734,605,358,455,96,257,140,143,71
FBgn0031733,57,21,31,7,14,7,17,5
FBgn0031732,0,0,0,0,0,0,0,0
FBgn0031731,0,0,0,0,0,0,0,0
FBgn0003980,0,2,1,0,0,0,1,0
FBgn0031757,5,1,3,0,4,0,1,0
FBgn0031758,0,0,0,0,0,0,0,0
FBgn0001942,4255,1824,3383,464,3401,978,2154,653
FBgn0001941,182,106,158,25,123,47,72,26
FBgn0031760,77,33,76,14,33,18,26,9
FBgn0031763,2,2,2,0,0,1,1,0
FBgn0051643,37,21,22,6,31,12,10,9
FBgn0031768,95,43,71,13,44,16,21,12
FBgn0031769,113,67,93,18,73,15,64,18
FBgn0031770,486,244,387,56,255,89,202,65
FBgn0031772,16,10,17,0,12,5,6,3
FBgn0031774,46,22,34,4,20,10,16,6
FBgn0031776,14,9,15,8,16,3,9,4
