"id","length","S2_Ctrl1","S2_Auxin1","S2_Ctrl2","S2_Auxin2","Chd1_Ctrl1","Chd1_Auxin1","Chd1_Ctrl2","Chd1_Auxin2"
"FBgn0034433",3219,107,221,118,112,411,353,358,381
"FBgn0034435",3946,3,5,2,2,11,16,15,14
"FBgn0034436",5593,1147,2128,1192,970,4406,3966,4681,4052
"FBgn0034437",3654,5,12,7,11,28,25,25,22
"FBgn0034438",6455,265,543,243,211,389,353,546,359
"FBgn0034439",4862,69,124,60,62,112,26,122,23
"FBgn0034440",4423,31,58,27,17,95,26,84,41
"FBgn0034441",3396,6,6,3,2,12,16,7,7
"FBgn0034442",1773,50,92,38,46,146,172,207,207
"FBgn0034443",558,46,90,57,63,175,175,212,223
"FBgn0034446",880,72,141,64,72,179,215,193,232
"FBgn0034447",3024,517,986,452,419,713,899,785,831
"FBgn0034451",1344,282,620,289,268,569,548,509,612
"FBgn0034452",4801,45,102,43,66,53,112,55,105
"FBgn0034454",2621,1,3,0,2,9,6,7,8
"FBgn0034455",1527,88,205,98,104,229,262,260,281
"FBgn0034456",1487,1,1,3,0,2,4,7,3
"FBgn0034457",1704,3,4,4,1,0,5,3,9
"FBgn0034458",1899,3,5,1,1,5,0,7,8
"FBgn0034459",3077,4,10,1,3,22,13,20,11
"FBgn0034462",1163,1,0,2,2,3,7,7,3
"FBgn0034463",2027,0,4,1,1,3,2,5,3
"FBgn0034464",1303,9,24,12,16,81,98,79,95
"FBgn0034467",2465,4,11,4,4,26,17,22,22
"FBgn0034468",786,0,1,2,0,8,7,6,4
"FBgn0034470",992,2,0,1,0,5,6,2,0
"FBgn0034472",793,2,3,0,3,8,2,10,5
"FBgn0034473",1773,1,1,3,6,3,0,3,4
"FBgn0034476",6396,579,1848,910,780,2155,2558,2543,2815
"FBgn0034477",2085,3,8,3,4,4,6,6,7
"FBgn0034478",606,1,5,1,1,1,71,2,2
"FBgn0034479",5654,5,13,7,7,8,8,11,14
"FBgn0034484",3099,0,2,0,0,9,6,7,2
"FBgn0034487",2938,47,94,65,72,151,153,144,169
"FBgn0034488",2637,257,426,246,211,508,605,606,662
"FBgn0034489",1865,2,3,2,2,2,10,1,5
"FBgn0034490",6541,25,36,18,24,64,95,75,122
"FBgn0034491",4077,427,765,399,378,928,1107,1013,1381
"FBgn0034493",6075,476,913,524,543,912,873,992,827
"FBgn0034494",2847,683,1240,778,672,1665,1780,1757,1709
"FBgn0034495",1546,91,149,77,94,173,203,170,195
"FBgn0034497",2062,8,7,4,4,14,17,14,15
"FBgn0034498",5466,362,729,343,337,809,887,915,947
"FBgn0034500",4155,27,74,22,27,152,142,160,135
"FBgn0034501",8141,1081,2238,1226,1137,4513,3572,4989,3353
"FBgn0034502",1717,1,1,0,0,3,2,4,2
"FBgn0034503",963,136,272,148,160,456,518,442,592
"FBgn0034504",3452,379,779,354,377,620,581,648,673
"FBgn0034506",2174,1,0,0,3,1,2,1,5
"FBgn0034512",1591,1,5,1,1,6,11,7,4
"FBgn0034520",3077,33,55,24,34,84,93,93,117
"FBgn0034521",3176,141,223,106,123,269,353,297,340
"FBgn0034523",1017,53,89,44,43,131,143,112,120
"FBgn0034527",2579,297,557,330,272,723,836,807,982
"FBgn0034528",2516,246,440,201,190,341,363,354,445
"FBgn0034529",4769,155,312,156,141,520,514,524,551
"FBgn0034530",5321,66,129,57,66,167,214,149,196
"FBgn0034532",2032,117,197,82,98,167,204,168,177
"FBgn0034534",693,95,136,82,88,149,155,136,203
"FBgn0034535",817,112,196,98,105,979,916,1054,829
"FBgn0034537",1830,123,224,101,115,346,343,390,404
"FBgn0034538",2540,12,25,12,11,121,230,114,198
"FBgn0034540",14711,12,30,19,24,81,96,74,85
"FBgn0034541",1011,14,40,14,25,70,69,74,86
"FBgn0034542",4833,435,787,406,385,962,1233,1196,1376
"FBgn0034543",2860,369,624,337,300,971,1218,1054,1403
"FBgn0034552",1960,0,4,0,0,0,4,3,6
"FBgn0034553",1980,3,1,0,1,6,4,4,4
"FBgn0034554",3296,3,1,0,2,1,1,1,2
"FBgn0034558",2734,7,7,4,8,26,19,28,20
"FBgn0034563",1102,5,20,5,6,38,38,41,38
"FBgn0034564",545,57,115,60,47,179,193,182,209
"FBgn0034565",1224,62,123,66,60,132,167,158,165
"FBgn0034566",5143,4,1,6,1,4,13,8,5
"FBgn0034567",2663,4,6,1,2,6,12,10,4
"FBgn0034568",4339,18,28,13,21,61,50,43,46
"FBgn0034569",2106,143,252,120,141,417,485,439,469
"FBgn0034570",11521,621,1239,587,603,1338,1596,1480,1689
"FBgn0034572",3659,174,339,187,192,497,534,511,567
"FBgn0034573",1853,112,242,113,138,405,542,464,634
"FBgn0034576",1009,85,155,84,79,235,233,279,288
"FBgn0034577",2097,676,1300,626,663,1256,1263,1389,1370
"FBgn0034578",768,73,101,60,74,289,324,322,327
"FBgn0034579",799,33,56,29,36,73,74,74,104
"FBgn0034580",1567,22,58,25,34,48,71,66,75
"FBgn0034582",1295,0,1,3,3,2,4,3,2
"FBgn0034583",2422,398,975,462,386,2056,2434,2549,2686
"FBgn0034585",2619,416,854,472,428,569,744,574,851
"FBgn0034588",2312,1,5,2,5,13,18,11,11
"FBgn0034590",12799,1266,2370,1177,1129,6949,7478,7174,6966
"FBgn0034592",894,9,12,16,9,77,79,105,118
"FBgn0034595",676,130,257,134,118,411,450,469,503
"FBgn0034598",6947,817,1363,740,708,1460,1513,1711,1624
"FBgn0034599",1081,240,407,229,221,483,519,498,560
"FBgn0034601",883,2,3,1,1,9,1,6,8
"FBgn0034602",5861,41,88,65,63,209,233,267,303
"FBgn0034605",2345,8,10,1,3,13,20,14,26
"FBgn0034606",33295,5,13,3,4,26,46,32,46
"FBgn0034611",3382,188,370,175,188,638,645,715,679
"FBgn0034612",5096,44,62,49,37,195,188,181,160
"FBgn0034614",1187,711,1339,651,675,796,777,739,803
"FBgn0034617",1987,143,259,117,128,337,430,368,442
"FBgn0034618",7171,121,253,135,127,441,753,503,757
"FBgn0034622",3637,33,81,37,40,149,192,178,180
"FBgn0034623",1009,3,5,7,3,5,9,5,9
"FBgn0034624",1634,4,3,1,0,3,5,5,4
"FBgn0034626",1165,495,979,390,421,1395,1391,1906,1805
"FBgn0034627",1670,215,413,158,136,1049,804,1247,1109
"FBgn0034628",2968,481,852,434,399,3072,2816,3593,3284
"FBgn0034629",3035,74,133,60,46,451,360,466,354
"FBgn0034631",2830,281,552,281,293,661,764,748,815
"FBgn0034634",2352,119,257,109,129,358,435,377,435
"FBgn0034636",15790,42,76,57,47,228,358,243,404
"FBgn0034638",2450,228,446,215,232,2254,2142,2625,2242
"FBgn0034639",4679,146,225,145,174,587,525,617,585
"FBgn0034641",6393,808,1518,690,765,1477,1707,1685,1925
"FBgn0034642",2356,2,6,0,7,25,37,21,34
"FBgn0034643",3721,545,986,490,541,1409,1576,1444,1450
"FBgn0034644",11759,788,1264,703,722,3814,3349,3287,3179
"FBgn0034645",700,146,247,105,123,566,566,604,616
"FBgn0034646",1238,317,610,307,311,978,1044,1060,1151
"FBgn0034647",2029,1951,3918,2373,2056,7092,4668,7601,5218
"FBgn0034650",1442,248,447,208,221,688,844,853,998
"FBgn0034651",1146,6,15,8,10,71,79,79,86
"FBgn0034654",919,444,875,410,408,871,986,989,1002
"FBgn0034655",1481,143,215,123,122,282,417,316,391
"FBgn0034657",3561,641,1245,553,572,1087,1105,1048,1047
"FBgn0034659",1582,1,2,0,0,1,3,2,2
"FBgn0034660",1958,0,1,1,0,4,4,1,3
"FBgn0034661",1575,1,1,0,1,5,6,2,1
"FBgn0034662",10748,6,6,4,1,17,22,24,17
"FBgn0034667",1990,0,2,2,0,6,6,2,1
"FBgn0034670",971,21,51,31,21,35,43,45,55
"FBgn0034674",3265,216,385,190,177,498,486,543,541
"FBgn0034684",2614,2,2,0,3,4,5,3,1
"FBgn0034687",1562,21,55,30,20,86,111,94,90
"FBgn0034688",2210,561,1143,508,456,811,878,822,862
"FBgn0034689",1771,94,188,79,102,225,274,254,307
"FBgn0034691",5592,300,553,249,262,638,709,726,811
"FBgn0034692",2946,37,72,31,37,124,127,113,153
"FBgn0034693",8046,4,3,5,4,5,16,6,9
"FBgn0034694",2787,286,543,246,276,649,789,698,786
"FBgn0034697",2936,254,541,248,259,504,504,514,545
"FBgn0034700",401,3,5,4,7,9,7,8,6
"FBgn0034703",1889,130,236,115,129,248,243,300,275
"FBgn0034704",2507,34,88,30,45,63,88,99,85
"FBgn0034705",5461,55,89,50,44,141,141,155,136
"FBgn0034706",2948,69,145,84,84,362,722,436,765
"FBgn0034707",2755,128,209,107,102,362,379,431,459
"FBgn0034708",3915,262,490,272,251,893,1254,888,1072
"FBgn0034709",12855,246,546,318,303,3004,3968,2718,3490
"FBgn0034710",1900,0,3,1,2,9,6,9,10
"FBgn0034712",2302,2,5,2,2,8,10,6,10
"FBgn0034713",1334,3,4,0,1,13,7,7,5
"FBgn0034715",2320,1,2,1,1,2,2,3,2
"FBgn0034716",4894,1,0,1,2,2,8,3,6
"FBgn0034717",3556,4,2,2,2,3,6,4,10
"FBgn0034718",13724,798,1333,665,686,3655,3621,4151,4004
"FBgn0034720",39610,37,56,31,21,220,245,259,327
"FBgn0034722",3395,369,699,308,259,672,739,669,810
"FBgn0034723",10882,273,635,328,256,851,803,969,987
"FBgn0034724",8184,56,105,52,45,506,237,452,177
"FBgn0034725",4364,8,16,6,4,24,29,40,29
"FBgn0034726",794,98,201,117,103,332,443,359,426
"FBgn0034727",1440,157,318,153,141,341,430,420,415
"FBgn0034728",4470,217,413,198,195,687,929,745,1030
"FBgn0034729",1245,64,121,87,70,452,519,567,600
"FBgn0034730",2106,5,1,0,1,7,14,9,9
"FBgn0034731",18255,2,7,2,0,3,8,6,16
"FBgn0034733",4676,5,12,3,8,109,88,142,142
"FBgn0034734",8731,449,847,371,458,471,576,501,539
"FBgn0034735",2099,140,255,120,108,238,283,260,280
"FBgn0034736",2020,235,468,230,223,659,663,840,776
"FBgn0034737",825,3,2,0,2,19,18,31,40
"FBgn0034739",1672,1,0,3,1,4,2,7,6
"FBgn0034740",3040,2,18,9,12,13,27,9,22
"FBgn0034741",3451,60,103,56,64,804,821,884,924
"FBgn0034742",5263,316,670,325,355,1125,1245,1140,1346
"FBgn0034743",2251,545,1044,495,543,1305,1373,1470,1464
"FBgn0034744",1110,194,414,189,188,477,522,589,597
"FBgn0034745",4043,141,275,115,135,283,325,351,325
"FBgn0034748",1924,114,181,76,76,190,178,183,230
"FBgn0034750",1395,127,248,107,128,239,296,251,310
"FBgn0034753",1699,830,1309,659,910,3576,4068,3908,4202
"FBgn0034755",756,3,5,4,2,6,13,12,6
"FBgn0034756",1958,28,38,21,24,28,95,27,117
"FBgn0034761",783,308,566,221,193,649,348,691,565
"FBgn0034763",2626,196,390,202,218,565,557,630,633
"FBgn0034766",1092,2,2,2,1,2,2,1,0
"FBgn0034768",936,0,6,1,2,1,2,3,4
"FBgn0034776",1717,3,3,1,1,1,2,1,6
"FBgn0034782",2055,1,2,1,2,4,1,0,2
"FBgn0034783",1931,0,3,0,1,3,2,1,5
"FBgn0034784",2239,1,1,2,2,3,4,8,4
"FBgn0034785",1935,19,33,17,14,41,49,28,32
"FBgn0034786",5996,179,423,172,177,333,465,395,463
"FBgn0034788",3238,3,4,2,1,8,10,9,7
"FBgn0034789",6668,57,97,58,64,154,151,170,144
"FBgn0034791",1369,97,188,104,123,282,342,337,367
"FBgn0034792",3501,350,584,301,316,900,1162,988,1330
"FBgn0034793",1181,158,328,161,158,520,819,690,936
"FBgn0034795",5498,124,267,122,141,388,431,400,480
"FBgn0034796",1311,99,226,81,87,322,761,362,851
"FBgn0034797",20546,111,226,126,143,828,1226,875,1231
"FBgn0034800",2043,95,163,88,82,201,178,217,180
"FBgn0034802",2509,1214,2418,1034,994,1409,1606,1540,1608
"FBgn0034803",1747,196,436,211,207,775,921,890,1041
"FBgn0034804",2183,348,701,305,315,616,928,739,1031
"FBgn0034808",5216,383,717,342,201,731,1039,896,1364
"FBgn0034814",1514,181,357,160,192,349,366,413,376
"FBgn0034816",2035,87,132,65,65,143,152,136,143
"FBgn0034817",2351,118,225,90,113,229,272,258,312
"FBgn0034824",2120,0,3,1,0,1,2,3,2
"FBgn0034829",8224,1,1,0,3,2,4,1,2
"FBgn0034833",1312,0,0,0,2,2,3,3,3
"FBgn0034834",1410,0,2,0,0,12,2,12,1
"FBgn0034835",1302,1,3,0,0,15,8,5,7
"FBgn0034837",1284,0,0,0,0,7,4,4,0
"FBgn0034838",1275,2,0,0,1,6,3,2,1
"FBgn0034840",1371,3,4,2,1,2,0,1,1
"FBgn0034841",1595,1,0,2,0,4,2,2,0
"FBgn0034844",3087,0,3,2,0,7,3,2,1
"FBgn0034849",1194,111,191,94,104,248,344,313,394
"FBgn0034850",849,3,10,9,11,39,103,65,148
"FBgn0034853",4594,510,1004,475,456,714,769,751,807
"FBgn0034854",5686,489,975,488,456,697,840,791,1012
"FBgn0034856",1395,82,157,72,67,108,183,153,171
"FBgn0034858",2532,254,501,225,269,704,909,835,1019
"FBgn0034859",5540,116,233,102,111,176,219,179,212
"FBgn0034860",7365,1,0,2,1,3,1,7,4
"FBgn0034861",11834,73,142,36,66,156,122,194,184
"FBgn0034866",1454,0,1,1,3,3,2,2,2
"FBgn0034870",870,86,167,93,109,97,14,89,24
"FBgn0034871",940,3,6,3,4,5,1,5,1
"FBgn0034876",3329,245,489,196,224,576,669,622,721
"FBgn0034877",744,257,523,244,251,503,630,593,688
"FBgn0034878",5746,467,875,406,427,797,985,901,942
"FBgn0034879",1200,177,318,141,154,391,465,465,542
"FBgn0034880",3592,120,204,104,108,112,181,122,168
"FBgn0034883",13033,2,1,1,1,5,2,1,3
"FBgn0034885",7119,2,6,1,1,11,8,12,5
"FBgn0034887",1330,18,48,25,14,108,150,121,146
"FBgn0034893",910,54,138,50,67,208,240,206,267
"FBgn0034894",3458,212,352,173,191,593,776,669,923
"FBgn0034897",20947,25,48,26,31,72,94,99,79
"FBgn0034898",1139,24,37,15,19,28,31,22,19
"FBgn0034899",918,2,1,1,1,1,3,2,5
"FBgn0034901",581,1,2,2,1,3,4,2,0
"FBgn0034902",762,97,171,73,86,270,367,323,406
"FBgn0034903",44919,16,21,15,18,127,133,107,114
"FBgn0034904",614,0,0,0,1,4,4,8,4
"FBgn0034906",1935,8,11,8,5,15,26,16,26
"FBgn0034907",1334,15,17,5,6,29,29,26,34
"FBgn0034908",2163,249,471,200,237,421,565,520,537
"FBgn0034909",6143,65,118,58,75,269,457,260,445
"FBgn0034910",1512,1,0,0,0,4,4,1,2
"FBgn0034911",19511,5,21,9,10,70,68,70,60
"FBgn0034913",1281,140,249,139,154,340,422,411,444
"FBgn0034914",2024,293,586,278,294,721,878,795,968
"FBgn0034915",1056,355,684,303,306,672,873,728,974
"FBgn0034918",983,328,597,337,277,708,975,839,1012
"FBgn0034919",1241,53,103,38,64,214,222,226,281
"FBgn0034920",1805,6,16,5,9,38,46,33,44
"FBgn0034921",1513,208,372,180,212,424,582,658,602
"FBgn0034923",1922,125,225,114,122,220,257,449,224
"FBgn0034924",1935,29,57,20,24,102,120,129,119
"FBgn0034925",1351,90,153,80,82,186,264,231,335
"FBgn0034928",1520,120,481,122,141,224,280,284,264
"FBgn0034933",2678,347,686,276,280,340,346,371,375
"FBgn0034935",2118,28,51,39,33,124,223,130,216
"FBgn0034936",3259,112,235,92,103,386,528,501,662
"FBgn0034937",1450,92,161,82,89,217,329,280,342
"FBgn0034938",1536,76,129,77,68,256,353,292,359
"FBgn0034939",2316,143,299,150,157,336,420,350,406
"FBgn0034940",1071,173,355,154,165,290,371,324,387
"FBgn0034942",1101,1,1,2,0,7,3,10,8
"FBgn0034943",1686,4,2,4,6,47,26,56,44
"FBgn0034945",1133,128,275,111,114,313,370,315,371
"FBgn0034946",1929,408,758,326,393,1001,1214,1101,1363
"FBgn0034948",1657,220,417,215,210,588,688,626,825
"FBgn0034950",3312,14,27,9,16,86,101,108,115
"FBgn0034951",2918,75,131,60,66,269,287,279,337
"FBgn0034956",2282,3,4,1,1,7,13,7,9
"FBgn0034957",2476,52,109,53,47,209,274,237,260
"FBgn0034958",2401,426,785,388,369,861,1116,1045,1328
"FBgn0034959",1639,156,253,159,148,409,428,423,506
"FBgn0034961",1239,101,202,86,75,242,283,301,333
"FBgn0034962",2734,176,342,181,172,453,700,478,751
"FBgn0034963",1196,86,197,93,109,203,315,236,325
"FBgn0034964",6516,639,1246,651,755,1909,2633,1959,2613
"FBgn0034965",4221,8,13,4,9,38,38,41,47
"FBgn0034966",2294,3,19,7,5,45,57,67,56
"FBgn0034968",1483,1072,1998,1014,1090,1484,1763,1514,1654
"FBgn0034970",2511,181,416,205,193,388,606,384,645
"FBgn0034971",4796,160,273,110,119,480,740,504,773
"FBgn0034972",2294,0,6,0,1,4,1,3,5
"FBgn0034974",4506,0,7,2,1,6,6,7,16
"FBgn0034975",7823,544,1097,584,619,1004,1443,1072,1538
"FBgn0034976",7206,184,330,135,149,453,648,468,707
"FBgn0034978",6472,2,13,6,3,5,7,12,11
"FBgn0034982",2871,221,454,217,227,429,633,535,685
"FBgn0034985",11172,36,59,24,35,71,113,86,107
"FBgn0034986",777,53,102,54,35,132,190,161,238
"FBgn0034988",1530,287,558,306,349,647,1156,741,1297
"FBgn0034989",4364,305,565,317,335,561,815,618,896
"FBgn0034990",6113,49,76,42,47,161,259,187,221
"FBgn0034994",2249,1,3,1,2,2,5,2,5
"FBgn0034996",2088,2,8,3,3,18,12,4,14
"FBgn0034997",7201,270,529,350,322,795,1585,1172,1519
"FBgn0034998",1803,1,3,2,0,4,5,0,4
"FBgn0034999",4015,1850,2984,2054,1668,3222,5198,3651,4487
"FBgn0035000",910,8,12,4,10,10,26,10,22
"FBgn0035001",10552,1031,2016,1202,1266,3217,3193,2825,2840
"FBgn0035004",1390,0,1,0,0,2,3,3,5
"FBgn0035005",1340,0,2,0,3,2,1,4,9
"FBgn0035006",1957,0,2,2,2,1,4,8,5
"FBgn0035007",1515,2,3,0,4,2,4,5,5
"FBgn0035008",963,0,4,1,1,0,4,1,1
"FBgn0035010",35365,4,4,3,1,9,13,12,8
"FBgn0035014",837,2,5,2,1,23,53,17,33
"FBgn0035016",4216,223,431,189,202,457,509,453,560
"FBgn0035019",1719,30,63,26,31,68,88,73,94
"FBgn0035020",1798,86,199,78,84,311,392,405,423
"FBgn0035021",22927,183,366,136,169,422,556,547,541
"FBgn0035023",21541,625,1077,556,445,2846,2647,3043,2834
"FBgn0035024",3452,238,467,214,214,681,786,818,828
"FBgn0035025",2529,163,305,130,167,370,510,404,478
"FBgn0035026",3835,170,333,157,189,298,307,305,347
"FBgn0035027",2877,137,255,114,104,230,285,267,274
"FBgn0035028",3118,71,148,87,80,245,335,290,312
"FBgn0035031",1097,168,343,154,208,324,361,343,342
"FBgn0035032",734,193,372,174,177,580,676,654,773
"FBgn0035033",2421,273,506,244,236,648,761,800,766
"FBgn0035034",1017,12,26,9,12,55,61,52,49
"FBgn0035035",1099,832,1487,814,774,1029,1577,1159,1838
"FBgn0035036",2429,114,212,108,109,234,301,246,313
"FBgn0035039",2204,53,107,41,47,122,152,164,206
"FBgn0035040",4358,53,92,49,43,114,154,156,164
"FBgn0035041",23166,22,45,21,24,115,135,111,153
"FBgn0035042",1069,0,1,1,2,2,7,3,2
"FBgn0035043",1557,2,5,3,3,19,15,10,6
"FBgn0035044",907,44,59,24,31,117,106,101,114
"FBgn0035046",1042,78,166,83,72,183,164,211,220
"FBgn0035047",2181,195,301,124,189,421,472,451,548
"FBgn0035049",16891,745,1404,798,699,2115,2051,2072,2463
"FBgn0035050",2965,4,8,0,6,8,7,8,8
"FBgn0035056",3089,24,38,23,18,64,64,68,58
"FBgn0035057",1942,70,145,75,86,156,173,151,161
"FBgn0035059",3584,331,612,282,291,939,1033,1011,1051
"FBgn0035060",6952,324,646,299,330,694,837,813,915
"FBgn0035063",863,194,352,195,173,245,236,225,283
"FBgn0035064",1775,137,295,132,128,165,184,199,201
"FBgn0035065",1988,129,262,146,117,311,372,346,403
"FBgn0035069",1979,2,4,4,4,6,10,3,4
"FBgn0035070",1207,0,4,2,5,4,3,2,8
"FBgn0035073",3506,243,413,191,231,500,556,546,564
"FBgn0035076",2396,182,300,142,126,562,544,644,555
"FBgn0035078",2833,59,159,64,76,104,91,112,80
"FBgn0035082",778,133,250,148,125,381,481,465,504
"FBgn0035083",1789,763,1614,831,755,2153,2641,2627,2833
"FBgn0035084",1810,72,145,72,82,326,270,342,306
"FBgn0035085",1498,231,395,201,203,869,945,978,880
"FBgn0035086",7033,134,299,155,161,208,293,217,309
"FBgn0035087",5236,2633,4920,2610,2829,3641,4292,3789,4423
"FBgn0035088",1178,138,286,136,123,392,530,508,587
"FBgn0035089",2365,36,67,30,34,80,107,100,141
"FBgn0035090",1911,3,9,4,7,12,18,12,15
"FBgn0035091",4446,240,401,185,212,556,473,559,513
"FBgn0035092",8001,4,22,7,3,51,58,59,65
"FBgn0035094",71691,101,160,63,65,177,220,213,297
"FBgn0035097",1388,12,24,12,10,101,81,107,76
"FBgn0035099",2624,79,157,69,74,295,366,310,421
"FBgn0035101",21634,539,1037,683,540,2825,2920,2905,3174
"FBgn0035102",1117,38,99,37,19,124,145,159,186
"FBgn0035103",2658,10,14,8,10,33,62,23,56
"FBgn0035104",2613,37,59,48,33,108,172,134,158
"FBgn0035106",12556,636,1283,696,690,1171,1338,1135,1380
"FBgn0035107",1979,177,380,172,166,451,569,442,605
"FBgn0035109",1394,207,359,165,217,382,631,452,658
"FBgn0035110",1052,154,303,141,127,310,444,336,519
"FBgn0035111",3771,169,302,154,158,425,508,466,568
"FBgn0035112",596,9,10,12,12,30,26,14,33
"FBgn0035113",5138,126,292,179,161,835,940,818,784
"FBgn0035120",922,187,327,173,193,493,634,535,621
"FBgn0035121",5338,1411,2475,1192,1391,2174,2539,2218,2654
"FBgn0035122",1154,75,170,90,66,241,319,264,364
"FBgn0035124",1513,16,17,9,6,54,58,66,65
"FBgn0035131",2488,125,192,85,91,82,166,91,174
"FBgn0035132",10115,199,455,219,219,372,548,392,630
"FBgn0035134",1243,18,29,13,20,61,81,88,93
"FBgn0035137",4210,138,213,117,112,252,314,294,364
"FBgn0035138",774,26,38,19,20,54,68,66,55
"FBgn0035139",761,30,75,34,47,83,78,91,89
"FBgn0035140",1297,142,267,129,120,286,320,319,337
"FBgn0035141",810,88,140,76,76,194,186,210,275
"FBgn0035142",38040,1678,3528,1831,1870,4068,4876,3950,4453
"FBgn0035143",1474,49,110,51,46,229,492,258,516
"FBgn0035144",6451,922,1534,774,982,3671,7004,5521,8105
"FBgn0035145",5994,489,907,442,457,901,1103,986,1128
"FBgn0035146",4915,1526,2714,1469,1382,2148,2513,2863,3379
"FBgn0035147",2757,3652,6556,4207,3127,13557,8848,9628,10598
"FBgn0035148",1340,569,1082,527,594,1556,2035,1737,2102
"FBgn0035149",1103,317,687,307,343,1007,1334,1157,1512
"FBgn0035150",3609,390,744,359,333,1017,1496,1194,1598
"FBgn0035151",2448,36,70,35,29,159,201,183,192
"FBgn0035152",2035,294,486,225,247,1064,1076,1271,1226
"FBgn0035153",2665,399,809,384,346,1707,1568,1798,1682
"FBgn0035154",2017,62,120,41,46,197,317,268,351
"FBgn0035155",1435,113,198,78,96,397,462,477,425
"FBgn0035157",6062,18,36,15,18,326,499,331,514
"FBgn0035158",2258,563,1067,544,589,1624,1573,1607,1827
"FBgn0035159",1031,128,281,135,139,357,450,370,517
"FBgn0035160",17810,50,118,51,48,109,234,132,255
"FBgn0035161",625,13,25,16,13,10,16,6,19
"FBgn0035162",6666,963,1940,1001,942,2094,2124,2150,1961
"FBgn0035164",1155,64,90,53,57,141,210,167,195
"FBgn0035165",2071,375,767,332,343,1626,1885,1913,2070
"FBgn0035166",1381,108,224,114,121,569,593,625,732
"FBgn0035167",2251,36,31,18,21,43,69,37,73
"FBgn0035168",7155,17,26,13,18,46,38,24,24
"FBgn0035169",1328,87,176,70,81,226,363,254,424
"FBgn0035170",4529,15,14,7,8,41,67,51,63
"FBgn0035171",6306,9,9,5,9,24,25,38,24
"FBgn0035173",4723,902,1716,875,874,1793,1281,1941,1532
"FBgn0035176",913,3,3,2,0,8,10,6,7
"FBgn0035179",1721,29,74,34,28,57,63,47,32
"FBgn0035181",1602,119,199,81,106,214,212,259,245
"FBgn0035186",885,6,19,9,8,69,61,65,79
"FBgn0035187",2790,7,10,4,3,13,17,13,14
"FBgn0035189",1480,6,6,4,3,18,11,12,21
"FBgn0035192",6300,43,101,66,69,142,195,134,156
"FBgn0035193",1187,4,7,5,5,25,17,22,19
"FBgn0035194",692,79,149,77,77,126,155,151,162
"FBgn0035196",1083,4,8,2,2,28,18,31,29
"FBgn0035199",18050,3,8,0,5,13,9,14,5
"FBgn0035203",1774,92,187,93,115,376,488,413,493
"FBgn0035204",2569,462,866,494,466,486,652,448,667
"FBgn0035205",4582,320,575,298,316,504,620,569,630
"FBgn0035206",1659,114,216,144,122,168,232,221,256
"FBgn0035207",4635,226,485,266,333,344,380,382,451
"FBgn0035208",1015,118,197,108,96,60,50,72,64
"FBgn0035209",583,108,239,103,94,311,377,301,405
"FBgn0035210",840,83,195,86,71,200,255,174,241
"FBgn0035211",2121,105,226,81,107,210,315,240,335
"FBgn0035213",2944,547,1128,478,486,1021,1281,1048,1428
"FBgn0035216",2033,131,323,129,135,199,397,178,366
"FBgn0035217",1703,37,84,30,39,34,93,34,91
"FBgn0035218",2273,41,73,34,40,45,159,62,164
"FBgn0035227",10621,143,265,119,135,374,444,418,464
"FBgn0035228",1907,325,609,301,282,582,681,694,760
"FBgn0035229",7687,305,670,247,263,829,965,917,1132
"FBgn0035231",1823,142,282,145,170,468,525,421,491
"FBgn0035232",3122,312,652,279,325,457,520,455,517
"FBgn0035233",1636,84,122,64,66,131,226,184,220
"FBgn0035234",2411,295,546,219,222,440,532,454,538
"FBgn0035235",8796,409,720,345,362,989,1109,1006,1178
"FBgn0035236",7150,351,722,322,375,1065,1209,1276,1361
"FBgn0035237",24147,1179,2375,1340,1275,3863,4081,4440,4656
"FBgn0035238",1949,321,684,358,321,627,852,752,868
"FBgn0035241",5106,14,45,18,18,51,66,49,56
"FBgn0035243",811,6,14,7,11,4,1,3,7
"FBgn0035244",5000,59,145,64,69,147,210,194,221
"FBgn0035245",6123,9,28,13,10,62,79,62,78
"FBgn0035246",2587,7,11,8,4,31,33,37,38
"FBgn0035247",1294,161,265,159,129,282,356,293,346
"FBgn0035248",517,28,69,44,31,86,114,105,137
"FBgn0035249",1534,94,182,90,89,216,276,234,308
"FBgn0035251",1469,197,351,174,200,371,401,391,428
"FBgn0035252",1489,109,231,127,119,221,249,298,301
"FBgn0035253",10818,331,699,277,341,652,671,644,741
"FBgn0035254",1457,129,248,98,110,239,216,208,197
"FBgn0035255",1208,1,1,0,0,1,6,5,5
"FBgn0035256",2321,3,5,2,1,5,5,4,5
"FBgn0035257",1796,1,3,4,3,12,3,10,6
"FBgn0035258",1452,1,6,1,0,19,8,17,6
"FBgn0035260",40833,450,888,535,515,2982,2833,3675,3090
"FBgn0035262",2538,29,66,22,30,78,78,103,122
"FBgn0035263",1258,59,107,68,82,763,244,875,246
"FBgn0035264",4775,10,11,7,10,30,24,35,24
"FBgn0035265",2254,1,6,3,4,8,10,9,9
"FBgn0035266",7015,165,299,138,173,697,690,697,696
"FBgn0035267",5484,47,84,42,47,230,255,255,243
"FBgn0035268",3050,105,224,104,117,246,278,284,291
"FBgn0035270",3339,55,101,54,65,127,162,163,177
"FBgn0035271",402,72,121,74,67,118,169,152,179
"FBgn0035272",909,47,102,44,48,100,138,119,170
