Geneid,S2_Ctrl1,S2_Auxin1,S2_Ctrl2,S2_Auxin2,Chd1_Ctrl1,Chd1_Auxin1,Chd1_Ctrl2,Chd1_Auxin2
FBgn0086533,74,113,47,80,93,76,127,90
FBgn0086558,809,1572,835,866,4130,4105,4103,4075
FBgn0086600,13,44,20,15,39,48,29,45
FBgn0086601,60,131,60,66,67,102,86,98
FBgn0086602,34,67,18,43,82,119,57,94
FBgn0086603,0,0,0,0,0,0,0,0
FBgn0086604,8,14,8,10,55,25,61,18
FBgn0086605,215,429,210,226,583,710,623,755
FBgn0086608,15,29,14,14,36,70,58,56
FBgn0086610,0,0,1,0,0,1,2,2
FBgn0086611,0,0,0,0,0,0,0,0
FBgn0086655,1485,2594,1560,1285,3042,3791,3362,4422
FBgn0086656,427,901,419,434,706,757,701,874
FBgn0086657,148,309,143,138,441,473,543,524
FBgn0086658,122,298,215,182,886,985,998,1045
FBgn0086659,1030,1942,1210,1132,4505,4402,5910,4777
FBgn0086660,39,91,42,54,46,54,58,47
FBgn0086661,41,126,52,48,201,521,245,540
FBgn0086662,64,123,53,60,126,133,146,122
FBgn0086663,141,248,155,145,245,236,289,208
FBgn0086664,100,185,76,102,108,98,138,123
FBgn0086665,82,121,67,71,69,74,72,57
FBgn0086666,66,133,62,60,85,90,67,80
FBgn0086667,837,1583,972,951,3871,2870,4241,2731
FBgn0086668,54,76,33,34,58,103,65,68
FBgn0086669,29,69,33,35,42,37,56,40
FBgn0086670,278,568,353,353,2448,2064,3014,1913
FBgn0086671,23,35,22,22,38,40,50,32
FBgn0086672,204,355,184,208,288,370,344,333
FBgn0086673,4,13,3,3,10,18,16,13
FBgn0086674,38,56,28,23,60,57,70,72
FBgn0086675,4,6,2,4,6,9,7,9
FBgn0086676,1746,3105,1708,1659,6146,5950,6668,6260
FBgn0086677,12,11,7,4,13,14,12,12
FBgn0086679,232,476,234,273,1014,844,1107,941
FBgn0086680,22,32,13,11,38,40,39,39
FBgn0086681,40,62,31,28,96,135,90,134
FBgn0086683,342,738,344,351,1049,1116,1212,1259
FBgn0085407,360,799,352,329,2681,1710,2745,1824
FBgn0086686,526,1070,459,457,1822,1529,1988,1664
FBgn0086687,654,1344,628,709,3503,3031,3979,3187
FBgn0086690,1513,2820,1530,1381,4126,3997,4328,4312
FBgn0086691,35,59,36,22,155,164,139,160
FBgn0086693,105,196,75,119,242,391,253,416
FBgn0086694,705,1281,575,633,770,838,786,902
FBgn0086695,315,606,296,300,443,524,517,501
FBgn0086698,215,371,184,228,627,538,682,563
FBgn0086704,6,8,4,8,27,29,35,49
FBgn0086706,553,935,431,453,944,1079,964,1149
FBgn0086707,514,1002,486,437,752,929,773,979
FBgn0086708,388,650,428,330,1015,1574,1133,1851
FBgn0086710,778,1417,680,770,2940,3490,3317,3567
FBgn0086711,239,448,264,234,1249,749,1415,884
FBgn0086712,274,544,251,269,552,690,550,746
FBgn0086757,160,296,141,132,414,533,481,579
FBgn0086758,2194,3941,2212,2394,12162,10596,12684,11385
FBgn0086768,76,142,62,63,216,268,231,274
FBgn0086778,5,6,2,6,21,36,17,25
FBgn0086779,883,1762,944,961,3511,3546,4031,3880
FBgn0086782,678,1264,569,627,2622,3343,2878,3029
FBgn0086784,398,755,362,377,878,1082,940,1099
FBgn0086785,110,166,103,108,190,227,195,227
FBgn0086855,426,764,377,406,978,1043,961,1117
FBgn0086856,107,207,101,99,278,329,300,350
FBgn0086895,187,405,188,176,369,381,361,436
FBgn0086898,13,37,11,18,89,124,79,161
FBgn0086900,0,0,0,0,0,0,0,0
FBgn0086904,608,1141,480,570,1133,1173,1232,1132
FBgn0086906,123,378,129,163,969,1489,620,956
FBgn0086907,1,0,4,2,14,10,12,6
FBgn0086908,170,259,140,152,260,273,273,274
FBgn0086909,139,245,111,106,398,566,434,527
FBgn0086912,468,961,406,469,1025,1284,1111,1261
FBgn0086913,2,1,2,2,6,11,9,17
FBgn0086915,26,61,16,23,45,66,43,72
FBgn0086916,2,0,2,0,1,3,1,2
FBgn0086917,4,5,0,4,17,5,14,5
FBgn0087002,13,21,9,12,21,22,33,22
FBgn0087005,56,91,46,45,179,194,153,218
FBgn0087007,368,686,366,308,1227,1609,1350,1765
FBgn0087008,975,1794,882,909,2046,2096,2061,2131
FBgn0087011,14,21,12,14,32,40,33,38
FBgn0087012,8,17,8,4,27,17,22,17
FBgn0087013,1080,2009,934,1047,1885,2019,2213,2155
FBgn0087021,161,332,127,117,517,441,533,404
FBgn0087035,616,1262,565,620,1615,1705,1718,1936
FBgn0087039,78,153,74,64,176,266,200,324
FBgn0087040,54,110,51,54,264,235,264,228
FBgn0087041,0,0,0,0,0,0,0,0
FBgn0243486,16,39,18,13,63,15,65,12
FBgn0243511,209,398,226,244,356,362,370,379
FBgn0243512,1293,2297,1112,1242,8295,7038,8580,6892
FBgn0243513,75,121,65,81,256,426,268,518
FBgn0243514,109,253,140,101,712,332,779,353
FBgn0243516,1128,2408,1112,1089,1770,2107,1842,2130
FBgn0243586,1,2,0,0,0,2,0,0
FBgn0250731,0,0,0,0,0,0,0,0
FBgn0250732,351,633,328,305,764,822,805,823
FBgn0250746,454,821,411,379,880,1122,1145,1268
FBgn0250753,1904,3809,1839,1892,3565,3741,3714,3935
FBgn0250754,880,1814,758,773,1775,1854,1809,1736
FBgn0250755,37,86,38,50,103,165,80,142
FBgn0250757,3,4,3,3,16,8,26,19
FBgn0250785,638,1212,720,676,4756,3863,5227,4434
FBgn0250786,951,1781,963,985,2122,3193,2272,3450
FBgn0250788,650,1278,604,617,1638,1632,1733,1810
FBgn0250789,543,1079,559,575,1051,817,1094,906
FBgn0250791,222,419,191,201,610,705,678,798
FBgn0250814,400,712,366,393,865,993,1042,1124
FBgn0250815,1,1,1,0,0,0,3,0
FBgn0250816,34,82,34,45,144,154,140,140
FBgn0250817,2,4,2,1,0,1,1,0
FBgn0250819,83,180,80,92,283,476,344,379
FBgn0250820,414,827,401,403,712,826,886,1046
FBgn0250821,10,12,6,5,14,15,10,15
FBgn0250822,0,1,3,1,0,0,0,2
FBgn0250823,584,1131,510,606,2418,2330,2617,2183
FBgn0250824,38,66,23,35,63,129,99,119
FBgn0250825,0,0,0,0,0,1,3,2
FBgn0250826,0,0,0,0,0,3,1,0
FBgn0250827,0,1,0,1,4,2,2,3
FBgn0250830,197,414,172,229,611,743,679,684
FBgn0250831,0,2,0,0,4,9,1,6
FBgn0250832,0,0,0,1,0,13,0,12
FBgn0250833,2,7,3,1,2,5,2,6
FBgn0250834,0,0,0,0,2,1,0,15
FBgn0250835,1,1,0,1,5,2,4,0
FBgn0250836,0,0,0,1,2,2,1,0
FBgn0250837,0,0,0,0,0,0,0,0
FBgn0250838,317,494,236,256,673,679,673,689
FBgn0250839,5,8,3,2,13,12,28,9
FBgn0250841,2,0,0,0,0,1,2,0
FBgn0250842,5,6,4,6,15,16,16,15
FBgn0250843,314,692,316,300,1347,1484,1609,1753
FBgn0250844,1,1,0,0,2,3,2,3
FBgn0250845,3,2,3,1,6,2,3,8
FBgn0250846,0,1,0,0,0,4,2,0
FBgn0250847,14,25,15,13,32,46,36,56
FBgn0250848,466,804,479,444,1969,2439,1878,2602
FBgn0250849,0,0,0,0,0,0,0,0
FBgn0250850,338,618,284,292,648,896,734,765
FBgn0250851,0,0,0,0,0,0,0,0
FBgn0250862,32,56,25,30,166,133,151,140
FBgn0250867,755,1428,787,756,2905,2549,2953,2948
FBgn0250868,84,143,78,87,237,270,262,320
FBgn0250869,565,1087,742,514,1112,1117,1156,861
FBgn0250871,266,488,257,313,725,833,753,769
FBgn0250874,196,375,180,176,236,278,280,297
FBgn0250903,0,0,0,0,0,0,0,0
FBgn0250904,6,8,1,5,18,28,23,38
FBgn0250906,562,998,496,525,1899,1880,2315,1997
FBgn0250907,21,52,26,23,85,78,92,73
FBgn0250908,2,4,1,4,5,6,10,7
FBgn0250910,20,33,128,131,41,27,57,47
FBgn0250911,0,0,0,0,0,0,0,0
FBgn0259098,0,1,0,0,0,1,1,0
FBgn0259099,3,6,2,3,5,13,8,11
FBgn0259101,2,7,1,1,7,5,5,8
FBgn0259108,33,73,33,25,78,88,79,83
FBgn0259110,8,17,7,9,40,42,27,41
FBgn0259111,704,967,769,642,4114,3591,4048,4191
FBgn0259112,33,44,28,25,210,202,192,177
FBgn0259113,386,825,290,360,433,463,361,424
FBgn0259139,529,1061,467,492,1052,995,1128,1017
FBgn0259140,4,10,7,5,16,14,14,20
FBgn0259143,230,424,242,206,570,567,590,604
FBgn0259145,5,12,8,8,15,23,23,19
FBgn0259146,2,6,1,5,7,8,15,14
FBgn0259148,5,7,2,4,3,5,0,3
FBgn0259149,15,38,18,23,36,35,28,34
FBgn0259150,24,54,33,27,165,141,207,186
FBgn0259151,5,15,10,8,45,51,49,37
FBgn0259152,113,217,97,84,210,316,242,361
FBgn0259162,4,0,0,0,4,1,2,2
FBgn0259163,14,17,10,17,38,47,21,41
FBgn0259164,28,34,24,14,35,43,49,61
FBgn0259166,264,456,250,256,613,599,655,629
FBgn0259167,297,568,219,228,766,710,774,673
FBgn0259168,512,1060,458,465,1131,976,1113,1089
FBgn0259170,171,273,132,167,646,534,532,547
FBgn0259171,241,444,217,209,993,863,1226,1076
FBgn0259173,76,179,80,75,672,371,731,397
FBgn0259174,814,1652,760,819,2864,3285,3063,3307
FBgn0259175,673,1186,653,598,4782,4267,5219,4787
FBgn0259176,2232,4221,2555,2314,8670,7901,8565,8449
FBgn0259178,306,605,296,310,798,931,895,1000
FBgn0259179,0,1,3,1,3,0,3,2
FBgn0259183,15,32,16,19,40,28,31,20
FBgn0259184,22,53,23,30,47,32,38,26
FBgn0259185,1,8,5,1,7,10,11,12
FBgn0259186,0,6,2,2,5,3,5,5
FBgn0259187,1,3,2,3,2,5,7,9
FBgn0259188,81,210,99,91,181,176,206,153
FBgn0259189,94,158,84,96,133,133,157,141
FBgn0259190,0,9,2,5,11,7,7,11
FBgn0259192,598,1077,499,543,157,223,180,206
FBgn0259193,1,2,2,3,5,0,5,5
FBgn0259194,1,1,2,2,6,3,2,4
FBgn0259195,2,0,0,1,0,1,0,4
FBgn0259196,1,1,2,0,5,17,6,14
FBgn0259198,0,0,0,0,0,1,0,0
FBgn0259199,0,0,0,0,0,0,0,0
FBgn0259200,0,0,0,0,0,0,0,0
FBgn0259201,0,0,0,0,0,0,0,0
FBgn0259202,0,0,0,0,0,0,0,0
FBgn0259203,3,4,2,3,4,2,4,5
FBgn0259204,0,0,0,0,0,0,0,0
FBgn0259209,5,9,6,4,16,30,26,35
FBgn0259210,10,16,14,15,28,55,52,47
FBgn0259211,35,42,16,27,40,47,59,43
FBgn0259212,1035,1854,1016,964,3470,4780,5160,4925
FBgn0259213,0,5,3,2,2,1,3,5
FBgn0259214,346,695,264,310,1093,1235,1191,1256
FBgn0259215,329,637,364,366,516,544,555,543
FBgn0259216,44,106,25,59,38,23,33,33
FBgn0259219,4,9,2,3,11,9,16,3
FBgn0259221,117,274,138,148,365,469,371,472
FBgn0259222,17,15,10,13,84,102,89,80
FBgn0259223,0,1,0,1,1,2,3,1
FBgn0259224,587,1113,499,489,2384,649,3042,757
FBgn0259226,14,45,16,11,54,66,52,51
FBgn0259227,509,838,473,459,1781,1920,2002,1662
FBgn0259228,620,1228,532,576,1698,2488,1745,2537
FBgn0259229,5,7,2,2,8,5,3,5
FBgn0259230,151,325,138,144,72,106,101,79
FBgn0259231,3,2,0,2,1,3,3,3
FBgn0259233,93,175,81,92,267,498,342,503
FBgn0259236,6,4,6,4,5,6,4,10
FBgn0259237,6,8,9,1,16,16,7,13
FBgn0259238,298,649,265,275,473,660,488,719
FBgn0259239,72,184,63,77,353,504,358,502
FBgn0259241,1,0,2,2,2,4,3,4
FBgn0259242,303,442,318,278,380,396,456,497
FBgn0259243,218,436,186,202,565,578,567,629
FBgn0259244,31,37,35,25,187,234,221,281
FBgn0259245,22,40,16,17,32,31,33,29
FBgn0259246,105,189,76,101,579,514,562,574
FBgn0259481,859,1502,787,844,3600,3040,3497,3034
FBgn0259482,86,161,61,72,372,384,335,415
FBgn0259483,292,473,237,221,462,560,484,581
FBgn0259676,149,284,119,127,171,189,143,158
FBgn0259677,131,241,110,136,303,361,324,381
FBgn0259678,50,89,50,70,124,167,112,120
FBgn0259682,56,95,69,48,493,442,510,490
FBgn0259683,22,41,20,107,191,179,191,95
FBgn0259685,114,215,137,131,912,972,1046,1065
FBgn0259699,0,0,0,0,0,0,0,0
FBgn0259700,21,39,19,15,152,142,183,172
FBgn0259701,2,0,1,1,0,0,0,1
FBgn0259702,0,0,0,0,0,2,2,1
FBgn0259703,2,1,0,0,0,1,4,1
FBgn0259704,128,250,153,150,240,279,205,217
FBgn0259705,66,176,85,83,124,159,148,120
FBgn0259707,47,88,47,37,66,58,50,59
FBgn0259708,0,0,0,0,0,0,0,0
FBgn0259709,0,0,0,0,0,0,0,0
FBgn0259710,12,34,11,13,53,55,37,64
FBgn0259711,156,333,144,161,753,1043,817,1206
FBgn0259712,5,10,2,10,12,13,10,21
FBgn0259713,0,0,2,3,2,0,0,4
FBgn0259714,570,1103,616,543,2467,1544,2668,1788
FBgn0259715,18,23,14,10,144,31,199,42
FBgn0259716,2,5,3,5,42,9,70,17
FBgn0259717,0,0,0,0,0,0,0,0
FBgn0259718,0,0,0,0,0,0,0,0
FBgn0259720,0,0,0,0,0,0,0,0
FBgn0259721,0,0,0,0,0,0,0,0
FBgn0259722,27,57,38,23,62,65,62,116
FBgn0259725,0,0,0,0,0,0,0,0
FBgn0259726,0,0,0,0,0,0,0,0
FBgn0259727,0,0,0,0,0,0,0,0
FBgn0259728,0,0,1,0,1,5,3,5
FBgn0259729,1,0,2,2,2,2,2,3
FBgn0259730,0,0,0,0,0,0,0,0
FBgn0259731,0,0,0,0,0,0,0,0
FBgn0259732,0,0,0,0,0,0,0,0
FBgn0259733,0,0,0,0,0,0,0,0
FBgn0259734,946,1852,1084,902,2736,2478,3306,2631
FBgn0259735,2085,4200,2240,2069,8679,7755,8947,7816
FBgn0259736,0,11,5,5,62,101,67,94
FBgn0259737,28,51,19,29,71,80,77,86
FBgn0259738,1,4,3,1,0,8,2,5
FBgn0259739,0,0,0,1,5,5,3,8
FBgn0259740,197,380,153,152,2014,1123,1673,1381
FBgn0259741,27,37,15,24,95,97,88,95
FBgn0259742,98,171,73,93,159,158,180,203
FBgn0259745,701,1331,728,714,1770,1933,1712,2306
FBgn0259748,0,0,0,0,1,0,0,0
FBgn0259749,520,1048,483,490,1571,1556,1689,1632
FBgn0259785,793,1418,729,714,1031,1441,1110,1478
FBgn0259789,39,66,49,38,72,70,80,58
FBgn0259791,133,233,115,132,199,274,173,180
FBgn0259794,9,24,18,12,51,73,49,62
FBgn0259795,0,0,1,1,0,8,4,4
FBgn0259817,0,0,0,0,0,0,0,0
FBgn0259818,214,419,187,207,706,942,813,850
FBgn0259821,8,16,7,4,85,40,110,58
FBgn0259823,15,31,19,14,119,137,107,125
FBgn0259824,305,595,306,278,965,1077,1124,1273
FBgn0259831,1,0,0,0,3,8,5,5
FBgn0259832,21,50,35,25,79,135,91,112
FBgn0259834,463,766,453,464,1434,1972,1554,1548
FBgn0259837,0,0,0,0,0,0,0,0
FBgn0259838,0,1,1,0,0,0,0,0
FBgn0259839,0,0,0,0,0,0,0,0
FBgn0259840,0,0,0,0,0,0,0,0
FBgn0259841,1,1,0,1,0,1,1,0
FBgn0259842,0,0,0,0,0,0,0,0
FBgn0259843,0,1,0,0,0,1,1,0
FBgn0259845,0,5,1,1,0,1,1,1
FBgn0259846,0,0,0,0,0,0,0,0
FBgn0259847,0,0,0,0,0,1,0,0
FBgn0259848,0,0,0,0,0,0,0,0
FBgn0259849,0,0,0,0,0,0,0,0
FBgn0259850,1,1,1,0,0,0,4,0
FBgn0259851,0,0,0,0,416,0,0,0
FBgn0259852,2,2,0,5,0,0,0,0
FBgn0259853,1,1,0,0,0,3,0,2
FBgn0259855,0,0,0,0,0,0,0,0
FBgn0259856,0,1,1,0,0,2,2,2
FBgn0259857,12,2,1,5,2,0,0,2
FBgn0259858,0,1,2,0,2,1,2,1
FBgn0259859,0,0,0,0,1,1,0,0
FBgn0259860,0,0,0,0,0,0,0,0
FBgn0259861,1,2,1,0,0,1,1,0
FBgn0259862,0,0,0,0,0,0,0,0
FBgn0259863,0,0,0,0,1,0,0,0
FBgn0259864,0,0,0,0,0,0,0,0
FBgn0259869,0,0,0,1,0,0,1015,0
FBgn0259870,0,0,0,0,0,0,0,0
FBgn0259875,1,0,1,0,1,0,1,1
FBgn0259876,581,1083,499,563,1381,1575,1486,1479
FBgn0259878,415,899,400,403,2908,2638,2476,2659
FBgn0259896,1,7,2,2,19,14,38,29
FBgn0259916,17,53,12,18,92,118,79,136
FBgn0259917,0,0,0,0,1,2,3,0
FBgn0259918,1,0,0,1,1,2,2,4
FBgn0259922,1,1,2,0,2,0,1,0
FBgn0259923,207,311,215,177,1319,1218,1369,1501
FBgn0259926,18,26,28,11,64,86,59,60
FBgn0259927,7,11,5,4,17,19,27,26
FBgn0259932,0,0,0,0,0,0,0,0
FBgn0259933,0,0,0,0,0,0,0,0
FBgn0259935,3,10,5,6,94,127,79,98
FBgn0259936,367,688,308,337,717,889,872,967
FBgn0259937,1593,2995,1434,1470,2604,3457,2844,3391
FBgn0259938,2622,4981,2696,2571,11077,11914,12829,7311
FBgn0259949,0,1,0,0,0,0,0,0
FBgn0259950,0,0,0,0,0,0,0,0
FBgn0259951,0,5,0,2,0,17,1,0
FBgn0259952,0,0,0,0,0,4,0,0
FBgn0259953,0,1,0,0,0,0,1,2
FBgn0259954,0,0,0,1,3,1,1,0
FBgn0259955,0,1,1,0,0,0,0,0
FBgn0259956,0,0,0,0,1,0,1,2
FBgn0259957,0,0,0,0,1,0,0,2
FBgn0259958,0,2,0,0,4,3,0,0
FBgn0259959,1,0,0,0,0,1,0,1
FBgn0259960,0,2,0,2,0,0,1,1
FBgn0259961,0,1,0,0,0,0,1,1
FBgn0259962,0,0,0,0,3,0,0,1
FBgn0259963,1,3,0,0,0,0,0,0
FBgn0259964,1,0,3,1,0,3,0,0
FBgn0259965,0,0,0,0,0,1,0,0
FBgn0259966,0,1,0,2,3,1,2,5
FBgn0259967,0,0,1,0,0,0,2,3
FBgn0259968,0,0,0,0,0,0,0,0
FBgn0259969,0,0,0,0,0,0,0,0
FBgn0259970,1,0,0,0,0,0,0,0
FBgn0259971,1,0,0,0,0,0,0,0
FBgn0259972,1,0,0,1,0,5,1,2
FBgn0259973,1,0,0,2,0,0,0,1
FBgn0259974,0,0,0,0,1,2,1,1
FBgn0259975,0,0,0,0,0,0,0,0
FBgn0259977,83,186,68,67,138,203,151,178
FBgn0259978,429,859,379,419,1998,3002,2292,2824
FBgn0259982,28,82,27,29,88,118,102,89
FBgn0259984,870,1594,914,811,3857,3556,3825,3719
FBgn0259985,100,164,83,79,212,275,256,300
FBgn0259986,4,15,9,4,7,13,8,12
FBgn0259989,0,0,0,1,0,0,0,0
FBgn0259990,0,0,0,0,0,0,0,0
FBgn0259991,0,0,0,0,0,0,0,0
FBgn0259992,98,154,92,107,501,417,542,431
FBgn0259993,234,418,219,241,200,210,190,197
FBgn0259994,14,23,9,12,41,469,72,571
FBgn0259996,2,1,2,4,2,3,1,4
FBgn0259998,2,8,4,2,3,1,7,8
FBgn0260000,2,4,3,6,8,7,4,8
FBgn0260002,52,74,45,75,70,98,101,70
FBgn0260003,1210,2326,1225,871,5352,4916,5497,5012
FBgn0260004,61,109,63,51,128,147,136,193
FBgn0260005,75,163,70,77,196,255,215,203
FBgn0260006,54,88,52,62,149,221,134,232
FBgn0260007,0,4,1,0,8,23,5,16
FBgn0260008,214,432,224,240,1003,958,1106,927
FBgn0260011,18,35,6,6,110,57,272,121
FBgn0260012,533,1059,453,492,1002,1228,1140,1275
FBgn0260026,30,68,19,45,82,91,90,84
FBgn0260027,24,42,23,18,103,124,106,107
FBgn0260049,477,1011,515,505,1345,1441,1482,1502
FBgn0260222,0,0,0,0,0,0,0,0
FBgn0260223,0,0,0,0,0,0,0,0
FBgn0260224,0,0,0,0,0,0,0,0
FBgn0260225,0,0,1,0,0,0,0,0
FBgn0260226,1,0,1,0,0,2,1,0
FBgn0260228,0,0,0,0,0,0,0,0
FBgn0260229,0,0,0,0,0,0,0,0
FBgn0260230,0,0,0,0,0,0,0,0
FBgn0260231,0,0,0,0,0,0,0,0
FBgn0260233,0,0,0,0,0,0,0,0
FBgn0260234,2,7,2,4,29,22,17,30
FBgn0260237,0,0,0,0,0,0,0,0
FBgn0260238,0,0,1,0,0,1,0,1
FBgn0260243,307,471,205,209,873,825,810,900
FBgn0260386,44,70,39,61,179,168,182,199
FBgn0260388,179,363,163,154,301,328,325,369
FBgn0260390,0,0,0,0,0,0,0,0
FBgn0260392,0,1,1,1,0,4,1,2
FBgn0260393,1,6,3,1,9,5,5,2
FBgn0260396,0,2,1,0,2,0,0,2
FBgn0260397,147,291,133,128,347,385,368,409
FBgn0260398,0,0,0,0,0,0,0,0
FBgn0260399,230,466,199,236,532,562,486,560
FBgn0260400,302,580,266,279,821,1220,973,1188
FBgn0260401,0,0,0,0,0,0,0,0
FBgn0260407,130,251,115,113,291,323,320,337
FBgn0260428,2,0,2,1,0,1,0,0
FBgn0260429,267,583,239,268,891,1138,1072,1179
FBgn0260430,2,10,4,4,25,25,17,21
FBgn0260431,147,225,109,102,444,588,491,696
FBgn0260434,0,0,0,0,0,0,0,0
FBgn0260435,2,1,3,2,10,4,7,3
FBgn0260436,0,0,0,0,0,0,0,0
FBgn0260437,18,28,17,18,25,26,27,38
FBgn0260486,2628,5484,2982,2700,10344,11264,11515,11456
FBgn0260487,6,10,6,5,18,12,6,14
FBgn0260499,8,10,2,10,27,25,39,20
FBgn0260632,1624,2958,1820,1739,5933,5104,6211,5798
FBgn0260634,349,561,326,327,614,750,616,721
FBgn0260635,2810,5637,2275,2518,5776,5691,6574,6045
FBgn0260639,124,239,118,124,487,645,461,694
FBgn0260642,23,43,26,23,45,60,42,49
FBgn0260643,1,1,0,2,0,0,2,0
FBgn0260644,0,0,0,0,0,0,0,0
FBgn0260645,3,1,0,2,1,1,1,5
FBgn0260646,3,7,5,3,8,12,11,13
FBgn0260648,89,182,89,79,142,147,171,174
FBgn0260653,2,9,3,3,29,17,23,14
FBgn0260655,266,454,207,241,694,814,724,931
FBgn0260657,65,148,51,52,67,49,76,40
FBgn0260658,16,24,22,24,72,94,62,89
FBgn0260659,300,463,225,227,514,634,570,668
FBgn0260660,904,1606,932,787,892,1393,1240,1658
FBgn0260713,0,1,1,0,1,3,2,3
FBgn0260718,11,30,12,14,136,111,112,104
FBgn0260719,0,0,0,0,2,1,2,0
FBgn0260720,27,41,22,21,104,150,117,142
FBgn0260721,0,0,1,0,3,1,1,1
FBgn0260722,171,334,141,145,725,655,783,721
FBgn0260741,242,401,520,569,216,246,297,272
FBgn0260742,176,357,184,216,579,562,616,564
FBgn0260743,107,211,110,99,370,277,347,277
FBgn0260744,100,196,113,90,409,445,532,474
FBgn0260745,623,1048,630,536,2853,1928,2846,1889
FBgn0260746,960,2010,1042,861,3565,2906,3886,3200
FBgn0260747,577,1089,467,535,2021,1764,2093,1747
FBgn0260748,890,1832,872,919,3001,2431,3187,2720
FBgn0260749,152,316,142,154,592,722,638,785
FBgn0260750,91,168,91,90,204,228,217,261
FBgn0260753,12,24,11,16,98,108,110,69
FBgn0260755,73,144,75,77,433,702,593,802
FBgn0260756,92,188,104,102,265,320,284,347
FBgn0260758,43,75,30,30,125,116,135,125
FBgn0260759,0,0,0,0,0,0,0,0
FBgn0260760,0,0,0,0,0,0,0,0
FBgn0260761,0,1,0,0,3,1,1,0
FBgn0260762,0,0,0,0,1,0,2,0
FBgn0260763,9,10,10,9,33,31,25,20
FBgn0260764,1,11,1,4,36,26,36,26
FBgn0260766,34,61,44,38,106,105,112,100
FBgn0260767,0,0,0,0,0,0,0,0
FBgn0260768,176,338,140,145,829,549,806,494
FBgn0260770,0,0,0,0,0,0,0,0
FBgn0260771,133,268,151,145,217,295,273,283
FBgn0260775,0,0,0,0,0,0,0,0
FBgn0260776,2,2,1,0,5,3,5,4
FBgn0260777,0,1,0,1,2,3,4,2
FBgn0260779,119,234,105,119,262,293,279,334
FBgn0260780,80,135,53,54,212,260,203,230
FBgn0260789,340,656,328,301,405,452,497,486
FBgn0260793,66,147,67,46,138,129,128,120
FBgn0260794,984,1933,950,961,2718,3048,2864,3118
FBgn0260795,22,34,18,19,45,79,42,79
FBgn0260798,161,310,154,185,523,580,533,622
FBgn0260799,152,267,126,132,596,685,659,736
FBgn0260812,1,7,2,1,12,14,16,7
FBgn0260817,45,81,25,36,133,319,176,351
FBgn0260855,564,1003,458,538,694,1067,782,1344
FBgn0260856,225,423,227,243,326,396,380,395
FBgn0260857,157,267,137,133,577,612,642,722
FBgn0260858,224,447,208,243,369,426,437,479
FBgn0260859,27,44,28,35,43,53,56,61
FBgn0260860,40,85,41,37,115,148,127,154
FBgn0260861,67,145,49,56,203,305,252,285
FBgn0260862,118,182,98,106,477,514,463,575
FBgn0260866,258,449,181,202,1684,1413,1627,1628
FBgn0260867,0,1,0,1,0,1,0,1
FBgn0260868,0,1,0,0,1,1,0,0
FBgn0260869,0,0,0,0,0,0,0,0
FBgn0260870,0,0,0,0,0,0,0,0
FBgn0260871,0,4,2,0,4,7,8,4
FBgn0260873,0,0,0,0,1,1,1,0
FBgn0260874,37,80,32,47,140,166,152,148
FBgn0260932,50,109,73,84,206,302,271,284
FBgn0260933,187,394,183,203,632,580,786,771
FBgn0260934,1279,2327,1162,1195,4885,4778,5198,4894
FBgn0260935,142,289,131,148,380,385,450,435
FBgn0260936,993,1890,931,901,1896,1859,2024,2113
FBgn0260938,331,641,321,332,935,882,1035,954
FBgn0260940,43,81,37,34,74,104,79,118
FBgn0260941,768,1396,711,602,1383,1677,1532,1790
FBgn0260942,3,1,0,2,6,5,3,4
FBgn0260943,52,113,63,62,228,370,280,412
FBgn0260944,203,389,214,188,586,564,588,568
FBgn0260945,251,561,309,303,1644,1661,1713,1698
FBgn0260953,0,0,0,0,0,0,0,0
FBgn0260954,0,0,0,0,0,0,0,0
FBgn0260955,0,1,0,0,0,2,1,0
FBgn0260959,378,763,331,380,789,1098,872,1105
FBgn0260960,801,1643,988,772,5427,5139,6268,5281
FBgn0260962,533,943,458,468,1324,838,1429,843
FBgn0260964,20,56,21,31,132,142,137,145
FBgn0260965,236,401,182,225,959,1125,1054,1194
FBgn0260967,2,7,1,4,8,5,3,8
FBgn0260968,4,4,1,2,4,11,6,7
FBgn0260969,3,6,4,6,7,10,11,10
FBgn0260970,606,1211,596,618,1402,1530,1635,1710
FBgn0260971,1,1,2,0,5,4,5,3
FBgn0260972,168,308,158,154,510,708,581,758
FBgn0260985,335,653,314,329,597,803,653,930
FBgn0260986,263,517,242,244,471,567,505,521
FBgn0260987,373,636,338,295,1191,995,1197,1113
FBgn0260990,1506,2863,1315,1406,4586,6788,4615,6357
FBgn0260991,610,1194,598,551,883,1029,890,954
FBgn0260995,4,11,10,5,19,16,23,15
FBgn0260996,1,5,0,1,3,2,4,4
FBgn0260997,1,0,4,0,1,0,2,2
FBgn0261004,167,383,163,184,353,420,323,376
FBgn0261006,0,2,0,0,1,2,1,2
FBgn0261015,4,6,7,4,31,16,21,17
FBgn0261016,576,1055,519,591,892,1109,1017,1041
FBgn0261019,0,0,0,0,0,0,0,0
FBgn0261020,176,348,161,197,383,383,459,458
FBgn0261041,401,828,396,441,465,755,487,836
FBgn0261046,5,11,8,3,16,12,16,11
FBgn0261049,104,224,98,99,344,352,314,404
FBgn0261053,127,259,151,86,691,398,694,481
