Geneid,S2_Ctrl1,S2_Auxin1,S2_Ctrl2,S2_Auxin2
FBgn0259959,1,0,0,0
FBgn0259960,0,2,0,2
FBgn0259961,0,1,0,0
FBgn0259962,0,0,0,0
FBgn0259963,1,3,0,0
FBgn0259964,1,0,3,1
FBgn0259965,0,0,0,0
FBgn0259966,0,1,0,2
FBgn0259967,0,0,1,0
FBgn0259968,0,0,0,0
FBgn0259969,0,0,0,0
FBgn0259970,1,0,0,0
FBgn0259971,1,0,0,0
FBgn0259972,1,0,0,1
FBgn0259973,1,0,0,2
FBgn0259974,0,0,0,0
FBgn0259975,0,0,0,0
FBgn0259977,83,186,68,67
FBgn0259978,429,859,379,419
FBgn0259982,28,82,27,29
FBgn0259984,870,1594,914,811
FBgn0259985,100,164,83,79
FBgn0259986,4,15,9,4
FBgn0259989,0,0,0,1
FBgn0259990,0,0,0,0
FBgn0259991,0,0,0,0
FBgn0259992,98,154,92,107
FBgn0259993,234,418,219,241
FBgn0259994,14,23,9,12
FBgn0259996,2,1,2,4
FBgn0259998,2,8,4,2
FBgn0260000,2,4,3,6
FBgn0260002,52,74,45,75
FBgn0260003,1210,2326,1225,871
FBgn0260004,61,109,63,51
FBgn0260005,75,163,70,77
FBgn0260006,54,88,52,62
FBgn0260007,0,4,1,0
FBgn0260008,214,432,224,240
FBgn0260011,18,35,6,6
FBgn0260012,533,1059,453,492
FBgn0260026,30,68,19,45
FBgn0260027,24,42,23,18
FBgn0260049,477,1011,515,505
FBgn0260222,0,0,0,0
FBgn0260223,0,0,0,0
FBgn0260224,0,0,0,0
FBgn0260225,0,0,1,0
FBgn0260226,1,0,1,0
FBgn0260228,0,0,0,0
FBgn0260229,0,0,0,0
FBgn0260230,0,0,0,0
FBgn0260231,0,0,0,0
FBgn0260233,0,0,0,0
FBgn0260234,2,7,2,4
FBgn0260237,0,0,0,0
FBgn0260238,0,0,1,0
FBgn0260243,307,471,205,209
FBgn0260386,44,70,39,61
FBgn0260388,179,363,163,154
FBgn0260390,0,0,0,0
FBgn0260392,0,1,1,1
FBgn0260393,1,6,3,1
FBgn0260396,0,2,1,0
FBgn0260397,147,291,133,128
FBgn0260398,0,0,0,0
FBgn0260399,230,466,199,236
FBgn0260400,302,580,266,279
FBgn0260401,0,0,0,0
FBgn0260407,130,251,115,113
FBgn0260428,2,0,2,1
FBgn0260429,267,583,239,268
FBgn0260430,2,10,4,4
FBgn0260431,147,225,109,102
FBgn0260434,0,0,0,0
FBgn0260435,2,1,3,2
FBgn0260436,0,0,0,0
FBgn0260437,18,28,17,18
FBgn0260486,2628,5484,2982,2700
FBgn0260487,6,10,6,5
FBgn0260499,8,10,2,10
FBgn0260632,1624,2958,1820,1739
FBgn0260634,349,561,326,327
FBgn0260635,2810,5637,2275,2518
FBgn0260639,124,239,118,124
FBgn0260642,23,43,26,23
FBgn0260643,1,1,0,2
FBgn0260644,0,0,0,0
FBgn0260645,3,1,0,2
FBgn0260646,3,7,5,3
FBgn0260648,89,182,89,79
FBgn0260653,2,9,3,3
FBgn0260655,266,454,207,241
FBgn0260657,65,148,51,52
FBgn0260658,16,24,22,24
FBgn0260659,300,463,225,227
FBgn0260660,904,1606,932,787
FBgn0260713,0,1,1,0
FBgn0260718,11,30,12,14
FBgn0260719,0,0,0,0
FBgn0260720,27,41,22,21
FBgn0260721,0,0,1,0
FBgn0260722,171,334,141,145
FBgn0260741,242,401,520,569
FBgn0260742,176,357,184,216
FBgn0260743,107,211,110,99
FBgn0260744,100,196,113,90
FBgn0260745,623,1048,630,536
FBgn0260746,960,2010,1042,861
FBgn0260747,577,1089,467,535
FBgn0260748,890,1832,872,919
FBgn0260749,152,316,142,154
FBgn0260750,91,168,91,90
FBgn0260753,12,24,11,16
FBgn0260755,73,144,75,77
FBgn0260756,92,188,104,102
FBgn0260758,43,75,30,30
FBgn0260759,0,0,0,0
FBgn0260760,0,0,0,0
FBgn0260761,0,1,0,0
FBgn0260762,0,0,0,0
FBgn0260763,9,10,10,9
FBgn0260764,1,11,1,4
FBgn0260766,34,61,44,38
FBgn0260767,0,0,0,0
FBgn0260768,176,338,140,145
FBgn0260770,0,0,0,0
FBgn0260771,133,268,151,145
FBgn0260775,0,0,0,0
FBgn0260776,2,2,1,0
FBgn0260777,0,1,0,1
FBgn0260779,119,234,105,119
FBgn0260780,80,135,53,54
FBgn0260789,340,656,328,301
FBgn0260793,66,147,67,46
FBgn0260794,984,1933,950,961
FBgn0260795,22,34,18,19
FBgn0260798,161,310,154,185
FBgn0260799,152,267,126,132
FBgn0260812,1,7,2,1
FBgn0260817,45,81,25,36
FBgn0260855,564,1003,458,538
FBgn0260856,225,423,227,243
FBgn0260857,157,267,137,133
FBgn0260858,224,447,208,243
FBgn0260859,27,44,28,35
FBgn0260860,40,85,41,37
FBgn0260861,67,145,49,56
FBgn0260862,118,182,98,106
FBgn0260866,258,449,181,202
FBgn0260867,0,1,0,1
FBgn0260868,0,1,0,0
FBgn0260869,0,0,0,0
FBgn0260870,0,0,0,0
FBgn0260871,0,4,2,0
FBgn0260873,0,0,0,0
FBgn0260874,37,80,32,47
FBgn0260932,50,109,73,84
FBgn0260933,187,394,183,203
FBgn0260934,1279,2327,1162,1195
FBgn0260935,142,289,131,148
FBgn0260936,993,1890,931,901
FBgn0260938,331,641,321,332
FBgn0260940,43,81,37,34
FBgn0260941,768,1396,711,602
FBgn0260942,3,1,0,2
FBgn0260943,52,113,63,62
FBgn0260944,203,389,214,188
FBgn0260945,251,561,309,303
FBgn0260953,0,0,0,0
FBgn0260954,0,0,0,0
FBgn0260955,0,1,0,0
FBgn0260959,378,763,331,380
FBgn0260960,801,1643,988,772
FBgn0260962,533,943,458,468
FBgn0260964,20,56,21,31
FBgn0260965,236,401,182,225
FBgn0260967,2,7,1,4
FBgn0260968,4,4,1,2
FBgn0260969,3,6,4,6
FBgn0260970,606,1211,596,618
FBgn0260971,1,1,2,0
FBgn0260972,168,308,158,154
FBgn0260985,335,653,314,329
FBgn0260986,263,517,242,244
FBgn0260987,373,636,338,295
FBgn0260990,1506,2863,1315,1406
FBgn0260991,610,1194,598,551
FBgn0260995,4,11,10,5
FBgn0260996,1,5,0,1
FBgn0260997,1,0,4,0
FBgn0261004,167,383,163,184
FBgn0261006,0,2,0,0
FBgn0261015,4,6,7,4
FBgn0261016,576,1055,519,591
FBgn0261019,0,0,0,0
FBgn0261020,176,348,161,197
FBgn0261041,401,828,396,441
FBgn0261046,5,11,8,3
FBgn0261049,104,224,98,99
FBgn0261053,127,259,151,86
FBgn0261054,0,1,1,0
FBgn0261055,0,0,3,2
FBgn0261057,0,0,0,0
FBgn0261058,13,16,11,8
FBgn0261059,9,14,7,16
FBgn0261060,0,6,0,1
FBgn0261061,0,0,1,0
FBgn0261064,213,412,163,178
FBgn0261065,141,271,115,117
FBgn0261067,201,310,175,177
FBgn0261068,116,222,104,91
FBgn0261085,5,12,6,5
FBgn0261086,55,85,50,62
FBgn0261089,0,8,2,6
FBgn0261090,18,54,20,22
FBgn0261108,537,1015,462,483
FBgn0261109,184,393,166,186
FBgn0261111,257,521,224,230
FBgn0261112,143,276,138,144
FBgn0261113,3032,5892,3142,2995
FBgn0261119,292,606,225,262
FBgn0261238,420,806,391,405
FBgn0261239,388,824,456,488
FBgn0261243,384,706,373,362
FBgn0261244,1768,3292,2391,2018
FBgn0261245,25,63,36,32
FBgn0261258,1032,1712,839,768
FBgn0261260,670,1607,761,682
FBgn0261261,110,270,115,131
FBgn0261262,186,397,143,187
FBgn0261266,100,203,95,87
FBgn0261267,1,3,1,0
FBgn0261268,261,511,217,246
FBgn0261269,8,29,14,3
FBgn0261270,261,484,204,199
FBgn0261274,241,436,180,219
FBgn0261276,375,716,330,343
FBgn0261277,59,95,60,49
FBgn0261278,175,431,165,197
FBgn0261279,345,578,292,307
FBgn0261283,1723,3206,1553,1665
FBgn0261284,22,30,27,35
FBgn0261285,334,734,350,379
FBgn0261286,464,890,404,420
FBgn0261287,43,75,36,43
FBgn0261289,12,18,5,14
FBgn0261290,0,0,0,0
FBgn0261291,0,0,0,0
FBgn0261292,1,0,0,0
FBgn0261293,0,1,1,0
FBgn0261294,0,0,3,0
FBgn0261341,26,28,22,23
FBgn0261349,29,70,33,29
FBgn0261353,0,0,0,0
FBgn0261356,5,12,5,9
FBgn0261357,0,0,0,0
FBgn0261358,0,0,0,0
FBgn0261360,1,1,0,1
FBgn0261361,0,1,0,0
FBgn0261363,111,203,90,106
FBgn0261373,41,104,42,54
FBgn0261380,131,248,88,106
FBgn0261381,0,0,0,0
FBgn0261385,1023,1953,899,962
FBgn0261386,0,1,0,0
FBgn0261387,271,487,240,261
FBgn0261393,83,149,82,74
FBgn0261394,434,859,428,438
FBgn0261395,2,2,0,1
FBgn0261396,635,1105,426,526
FBgn0261397,298,580,281,298
FBgn0261399,0,1,1,2
FBgn0261401,1,2,1,2
FBgn0261402,1,2,3,0
FBgn0261403,236,467,198,229
FBgn0261429,17,35,15,19
FBgn0261434,8,13,2,7
FBgn0261436,221,372,195,177
FBgn0261437,158,306,132,164
FBgn0261439,154,338,145,168
FBgn0261444,738,1418,812,776
FBgn0261445,1880,3779,2158,1919
FBgn0261446,51,123,56,47
FBgn0261452,12,28,7,6
FBgn0261453,11,17,6,16
FBgn0261454,3,5,3,3
FBgn0261455,11,13,5,7
FBgn0261456,196,347,184,166
FBgn0261458,1593,2987,1599,1664
FBgn0261461,1798,3363,1807,1876
FBgn0261477,258,466,249,267
FBgn0261479,504,908,427,474
FBgn0261501,2,8,6,5
FBgn0261502,0,1,0,0
FBgn0261503,5,13,2,1
FBgn0261504,154,286,160,214
FBgn0261505,0,0,0,0
FBgn0261506,5,2,1,1
FBgn0261507,1,3,3,1
FBgn0261508,18,40,19,10
FBgn0261509,77,126,49,72
FBgn0261514,1,2,1,1
FBgn0261522,0,1,0,1
FBgn0261523,1,6,6,1
FBgn0261524,210,432,218,146
FBgn0261526,5,3,2,0
FBgn0261529,5,5,4,5
FBgn0261530,101,176,92,90
FBgn0261531,0,0,0,0
FBgn0261532,580,1105,521,507
FBgn0261534,0,1,0,0
FBgn0261535,186,336,180,166
FBgn0261536,0,0,0,0
FBgn0261537,0,0,0,0
FBgn0261538,0,0,0,0
FBgn0261545,1220,2100,1037,868
FBgn0261547,1097,1947,850,968
FBgn0261549,216,420,220,205
FBgn0261550,3980,8596,4161,3974
FBgn0261552,1592,2970,1574,1562
FBgn0261553,348,663,316,318
FBgn0261554,352,635,326,345
FBgn0261555,115,221,120,83
FBgn0261556,2256,4299,2280,2258
FBgn0261560,1715,3365,1560,1570
FBgn0261561,68,137,77,80
FBgn0261562,79,150,77,68
FBgn0261563,562,954,440,427
FBgn0261564,260,543,275,305
FBgn0261565,1093,2182,1312,1089
FBgn0261566,0,0,1,0
FBgn0261567,0,1,0,0
FBgn0261568,1,1,0,2
FBgn0261570,2090,4073,2172,1871
FBgn0261571,2,3,5,5
FBgn0261573,348,669,296,332
FBgn0261574,470,846,398,442
FBgn0261575,40,60,16,24
FBgn0261580,0,0,0,0
FBgn0261581,4,2,1,3
FBgn0261582,0,2,0,0
FBgn0261583,1,0,0,1
FBgn0261584,6,10,7,4
FBgn0261586,2,6,1,0
FBgn0261587,8,11,4,4
FBgn0261588,300,512,258,244
FBgn0261592,246,533,231,256
FBgn0261596,534,962,441,496
FBgn0261597,989,1905,910,1006
FBgn0261599,564,1103,555,574
FBgn0261602,1178,2244,1129,1191
FBgn0261608,288,511,223,236
FBgn0261609,221,411,199,195
FBgn0261610,111,226,119,125
FBgn0261611,8,6,3,4
FBgn0261612,3,8,2,2
FBgn0261614,0,0,1,0
FBgn0261615,1,2,0,0
FBgn0261616,1,0,1,1
FBgn0261617,1054,2050,1000,947
FBgn0261618,1944,3570,1958,2006
FBgn0261624,0,0,0,0
FBgn0261625,1084,2058,1477,1343
FBgn0261627,0,1,2,0
FBgn0261628,1,4,2,1
FBgn0261630,1,2,0,0
FBgn0261631,0,0,0,0
FBgn0261632,1,11,3,6
FBgn0261633,7,19,10,5
FBgn0261634,10,27,10,14
FBgn0261635,0,0,2,0
FBgn0261636,35,112,49,51
FBgn0261638,2,7,0,1
FBgn0261639,0,0,0,0
FBgn0261640,0,0,0,0
FBgn0261641,384,751,361,379
FBgn0261647,205,431,177,173
FBgn0261648,106,188,100,97
FBgn0261649,100,120,112,59
FBgn0261671,813,1582,707,725
FBgn0261673,255,499,308,332
FBgn0261674,636,1194,717,606
FBgn0261675,0,3,2,0
FBgn0261679,0,0,0,0
FBgn0261680,0,0,0,0
FBgn0261681,11,14,5,6
FBgn0261682,12,19,8,4
FBgn0261683,0,0,0,0
FBgn0261686,0,1,1,1
FBgn0261697,0,0,0,0
FBgn0261698,43,107,50,64
FBgn0261700,0,1,0,1
FBgn0261702,0,0,0,0
FBgn0261703,238,539,266,247
FBgn0261704,0,0,0,0
FBgn0261705,20,53,26,28
FBgn0261706,1,0,0,0
FBgn0261707,1,1,1,1
FBgn0261709,25,41,21,30
FBgn0261710,979,1885,921,1007
FBgn0261714,0,2,1,0
FBgn0261722,190,331,168,145
FBgn0261723,0,1,0,1
FBgn0261786,314,628,339,297
FBgn0261787,421,861,395,428
FBgn0261788,31,51,44,33
FBgn0261789,176,366,140,157
FBgn0261790,151,279,99,115
FBgn0261791,114,215,89,103
FBgn0261792,97,183,88,88
FBgn0261793,520,941,419,476
FBgn0261794,333,662,278,309
FBgn0261797,922,1722,862,839
FBgn0261799,32,74,37,43
FBgn0261800,890,1830,1048,945
FBgn0261801,156,308,170,128
FBgn0261802,685,1265,576,607
FBgn0261803,5,6,1,6
FBgn0261804,1,3,1,0
FBgn0261805,1,1,3,1
FBgn0261806,1,1,0,0
FBgn0261807,0,1,0,0
FBgn0261808,234,573,175,200
FBgn0261811,2191,3982,2129,1895
FBgn0261813,1,2,1,1
FBgn0261814,0,2,2,2
FBgn0261816,1,0,0,1
FBgn0261817,17,27,18,18
FBgn0261822,810,1630,748,764
FBgn0261823,525,1035,412,460
FBgn0261830,14,22,10,8
FBgn0261831,21,25,6,8
FBgn0261832,1,2,4,5
FBgn0261833,0,0,0,0
FBgn0261834,0,0,0,1
FBgn0261835,5,8,9,8
FBgn0261836,4340,7901,4227,4002
FBgn0261837,0,0,0,0
FBgn0261838,0,0,0,0
FBgn0261839,0,0,0,0
FBgn0261840,0,0,0,0
FBgn0261841,0,0,0,0
FBgn0261842,0,0,0,0
FBgn0261843,0,0,0,0
FBgn0261844,0,0,0,0
FBgn0261845,0,0,0,0
FBgn0261847,12,13,9,9
FBgn0261848,8,24,10,5
FBgn0261849,0,1,0,1
FBgn0261850,279,563,248,296
FBgn0261853,0,1,0,1
FBgn0261854,306,605,268,276
FBgn0261856,0,0,0,0
FBgn0261857,0,0,0,1
FBgn0261858,1,6,4,4
FBgn0261859,798,1553,1028,857
FBgn0261860,0,0,0,0
FBgn0261861,76,190,65,72
FBgn0261862,691,1149,667,604
FBgn0261871,1,3,2,2
FBgn0261872,357,785,352,335
FBgn0261873,368,762,408,404
FBgn0261881,115,194,81,104
FBgn0261885,2165,3997,1809,2020
FBgn0261924,0,0,0,0
FBgn0261925,0,1,0,1
FBgn0261927,0,0,0,1
FBgn0261928,11,41,22,16
FBgn0261929,11,17,8,8
FBgn0261930,27,42,17,29
FBgn0261931,197,366,156,176
FBgn0261932,0,0,0,0
FBgn0261933,209,407,172,206
FBgn0261934,800,1618,776,829
FBgn0261938,389,695,347,295
FBgn0261952,0,1,1,0
FBgn0261953,14,25,12,10
FBgn0261954,1059,2036,1036,971
FBgn0261955,734,1522,752,713
FBgn0261963,2,16,5,2
FBgn0261973,0,0,0,0
FBgn0261974,0,0,0,0
FBgn0261975,2043,4112,2143,2161
FBgn0261976,30,54,38,20
FBgn0261983,270,594,312,315
FBgn0261984,898,1839,956,884
FBgn0261985,246,403,205,194
FBgn0261986,190,378,173,200
FBgn0261987,4,7,10,5
FBgn0261988,362,697,341,376
FBgn0261989,15,38,20,21
FBgn0261990,2,4,1,2
FBgn0261991,1,2,0,0
FBgn0261992,0,0,0,0
FBgn0261993,0,0,0,0
FBgn0261994,0,0,1,0
FBgn0261995,74,148,74,76
FBgn0261996,15,31,6,12
FBgn0261997,0,0,0,0
FBgn0261998,30,52,32,37
FBgn0261999,60,89,43,46
FBgn0262000,116,230,110,117
FBgn0262001,49,134,47,74
FBgn0262002,7,10,5,11
FBgn0262003,2,2,0,0
FBgn0262004,4,0,0,1
FBgn0262005,1,0,0,0
FBgn0262006,0,0,0,0
FBgn0262007,2,1,2,2
FBgn0262008,0,1,2,1
FBgn0262009,1,0,3,0
FBgn0262010,0,0,0,0
FBgn0262017,0,21,0,2
FBgn0262018,13,22,6,8
FBgn0262020,1,1,1,0
FBgn0262021,1,0,0,3
FBgn0262022,0,5,0,1
FBgn0262023,0,1,0,0
FBgn0262024,0,0,0,1
FBgn0262025,1,0,0,0
FBgn0262026,0,0,0,0
FBgn0262027,0,0,0,0
FBgn0262028,24,59,29,19
FBgn0262029,26,32,19,15
FBgn0262030,1,0,0,1
FBgn0262031,0,1,0,0
FBgn0262033,0,2,0,0
FBgn0262035,231,433,210,221
FBgn0262036,5,19,9,7
FBgn0262057,54,110,55,44
FBgn0262081,468,913,402,448
FBgn0262097,0,0,0,2
FBgn0262098,1,1,0,3
FBgn0262099,0,0,0,0
FBgn0262100,3,8,6,2
FBgn0262101,2,6,1,3
FBgn0262102,5,11,2,9
FBgn0262103,225,399,216,206
FBgn0262104,0,1,0,0
FBgn0262105,0,0,0,1
FBgn0262106,2,6,3,3
FBgn0262107,0,2,0,1
FBgn0262108,37,97,21,41
FBgn0262109,1799,3485,1695,1862
FBgn0262111,8,12,1,1
FBgn0262112,211,380,172,167
FBgn0262114,327,553,260,288
FBgn0262115,370,784,349,399
FBgn0262116,342,585,308,308
FBgn0262117,555,1121,465,553
FBgn0262123,15,27,11,18
FBgn0262124,132,308,132,167
FBgn0262125,633,1218,612,623
FBgn0262126,357,717,344,375
FBgn0262127,1755,3044,1572,1621
FBgn0262139,30,54,25,32
FBgn0262140,2,5,0,6
FBgn0262141,24,32,12,7
FBgn0262142,9,12,8,5
FBgn0262143,1,1,1,2
FBgn0262144,0,2,0,0
FBgn0262146,31,72,37,43
FBgn0262148,26,46,30,34
FBgn0262149,6,2,4,1
FBgn0262150,1,0,0,1
FBgn0262160,2739,5059,2898,2460
FBgn0262163,10,19,12,14
FBgn0262166,96,249,91,105
FBgn0262167,269,524,228,256
FBgn0262169,124,205,144,117
FBgn0262170,0,1,0,1
FBgn0262351,0,2,0,0
FBgn0262352,5,15,5,7
FBgn0262353,25,72,25,36
FBgn0262354,15,37,11,22
FBgn0262355,1,1,0,0
FBgn0262356,0,0,0,0
FBgn0262357,1,1,2,2
FBgn0262358,0,0,0,1
FBgn0262359,1,4,0,1
FBgn0262360,0,1,0,0
FBgn0262361,0,0,0,0
FBgn0262362,3,6,4,13
FBgn0262363,13,6,3,5
FBgn0262364,45,77,33,33
FBgn0262365,1,0,0,0
FBgn0262366,1,3,0,2
FBgn0262467,86,182,79,82
FBgn0262473,756,1162,628,614
FBgn0262475,131,257,138,152
FBgn0262476,10,27,14,14
FBgn0262477,6,3,4,3
FBgn0262478,0,1,0,1
FBgn0262479,0,2,0,0
FBgn0262480,0,0,0,0
FBgn0262481,0,0,0,0
FBgn0262482,10,13,8,6
FBgn0262483,22,53,26,26
FBgn0262484,10,19,6,8
FBgn0262485,0,0,0,0
FBgn0262486,1,2,0,0
FBgn0262487,6,11,7,3
FBgn0262508,176,323,163,162
FBgn0262509,52,84,34,41
FBgn0262510,0,0,0,0
FBgn0262512,131,252,107,130
FBgn0262513,24,48,18,26
FBgn0262514,58,92,46,44
FBgn0262515,543,1062,444,490
FBgn0262516,0,0,1,0
FBgn0262517,419,834,444,402
FBgn0262518,295,622,289,289
FBgn0262519,598,1164,526,557
FBgn0262524,80,174,99,117
FBgn0262527,798,1341,642,671
FBgn0262528,0,0,0,1
FBgn0262529,0,1,0,0
FBgn0262530,0,1,0,0
FBgn0262531,7,9,6,7
FBgn0262532,0,0,0,1
FBgn0262533,0,0,0,0
FBgn0262534,124,224,106,129
FBgn0262535,2,3,0,0
FBgn0262536,0,1,0,0
FBgn0262537,14,35,10,9
FBgn0262538,15,33,11,13
FBgn0262539,13,21,9,5
FBgn0262540,6,15,4,6
FBgn0262541,6,20,6,16
FBgn0262542,0,0,0,0
FBgn0262543,1,3,0,1
FBgn0262544,2,3,1,0
FBgn0262546,0,2,0,0
FBgn0262547,7,2,3,1
FBgn0262559,315,525,270,279
FBgn0262560,211,409,203,202
FBgn0262562,56,107,56,53
FBgn0262563,119,235,128,95
FBgn0262564,0,1,0,1
FBgn0262565,2,7,9,12
FBgn0262566,0,1,0,0
FBgn0262567,0,2,0,2
FBgn0262568,4,3,1,0
FBgn0262569,4,16,10,6
FBgn0262570,58,138,49,52
FBgn0262571,1,1,0,3
FBgn0262572,1,0,0,0
FBgn0262574,1,2,1,2
FBgn0262575,1,3,1,2
FBgn0262576,6,17,9,10
FBgn0262577,19,46,14,10
FBgn0262579,4815,8852,4879,4372
FBgn0262580,0,0,0,1
FBgn0262581,1,6,0,1
FBgn0262582,1679,3431,1764,1769
FBgn0262583,26,36,23,21
FBgn0262587,46,74,54,59
FBgn0262588,24,29,19,16
FBgn0262592,1,0,0,1
FBgn0262593,14,27,25,19
FBgn0262594,0,1,1,0
FBgn0262595,24,42,22,26
FBgn0262598,104,236,107,99
FBgn0262599,30,65,34,23
FBgn0262601,324,562,305,322
FBgn0262604,40,83,30,46
FBgn0262605,1,0,0,0
FBgn0262606,2,0,0,0
FBgn0262607,5,1,4,2
FBgn0262608,1,2,0,1
FBgn0262609,1,3,1,0
FBgn0262610,0,1,0,1
FBgn0262611,1,3,1,1
FBgn0262612,0,0,3,1
FBgn0262613,0,0,0,1
FBgn0262614,3191,6234,3664,3297
FBgn0262616,3,1,0,1
FBgn0262617,2264,4156,2738,2243
FBgn0262619,315,556,134,131
FBgn0262620,25,58,19,32
FBgn0262621,0,0,1,0
FBgn0262622,1,3,10,0
FBgn0262623,0,0,0,0
FBgn0262624,15,34,20,18
FBgn0262631,41,57,35,39
FBgn0262636,75,128,73,61
FBgn0262647,267,492,236,245
FBgn0262656,382,769,372,404
FBgn0262679,0,4,1,1
FBgn0262680,1,1,0,0
FBgn0262681,4,0,3,3
FBgn0262682,0,0,0,0
FBgn0262683,4,18,9,13
FBgn0262685,4,7,4,1
FBgn0262686,2,4,2,6
FBgn0262687,1,5,0,3
FBgn0262688,0,2,1,0
FBgn0262689,13,49,22,23
FBgn0262690,0,1,2,0
FBgn0262699,202,428,196,221
FBgn0262714,310,601,299,246
FBgn0262716,520,936,457,444
FBgn0262717,8,4,7,9
FBgn0262719,190,346,170,155
FBgn0262721,0,4,2,0
FBgn0262722,0,3,3,3
FBgn0262728,27,49,23,23
FBgn0262730,348,647,308,329
FBgn0262731,82,162,68,75
FBgn0262732,452,881,479,477
FBgn0262733,155,263,95,123
FBgn0262734,238,529,226,280
FBgn0262736,2743,5564,3157,2865
FBgn0262737,728,1207,877,658
FBgn0262738,273,572,313,295
FBgn0262739,825,1564,767,753
FBgn0262740,183,358,219,184
FBgn0262741,2,2,1,3
FBgn0262743,1324,2415,1157,1238
FBgn0262782,176,332,164,148
FBgn0262786,0,1,0,0
FBgn0262787,1,2,1,1
FBgn0262788,2,3,3,2
FBgn0262789,4,7,3,6
FBgn0262790,0,0,0,0
FBgn0262791,0,0,0,0
FBgn0262794,184,315,144,125
FBgn0262795,1,0,0,0
FBgn0262801,187,402,162,201
FBgn0262806,1,1,0,0
FBgn0262807,0,0,0,0
FBgn0262808,17,37,22,18
FBgn0262810,3,6,2,2
FBgn0262811,1,1,0,0
FBgn0262812,7,7,2,1
FBgn0262813,0,0,0,0
FBgn0262814,0,0,0,0
FBgn0262815,18,35,20,31
FBgn0262816,2,5,1,5
FBgn0262817,119,230,112,105
FBgn0262819,0,0,0,1
FBgn0262820,21,27,10,14
FBgn0262821,7,13,5,0
FBgn0262822,1,0,1,1
FBgn0262823,0,0,0,0
FBgn0262824,0,0,0,0
FBgn0262825,6,14,2,2
FBgn0262827,1,1,0,0
FBgn0262828,3,2,0,1
FBgn0262836,0,0,0,0
FBgn0262837,0,0,0,0
FBgn0262838,0,3,3,0
FBgn0262839,0,0,0,1
FBgn0262840,27,54,33,29
FBgn0262842,0,2,0,1
FBgn0262843,2,1,0,1
FBgn0262844,1,2,1,0
FBgn0262845,1,1,0,1
FBgn0262846,0,0,0,0
FBgn0262847,0,0,0,0
FBgn0262848,5,4,2,2
FBgn0262849,0,0,0,0
FBgn0262850,0,0,0,0
FBgn0262851,0,0,0,0
FBgn0262852,0,0,0,0
FBgn0262853,0,0,0,0
FBgn0262854,1,0,0,1
FBgn0262855,3,3,2,2
FBgn0262856,0,0,0,0
FBgn0262857,0,0,0,0
FBgn0262858,30,89,29,28
FBgn0262866,333,649,364,338
FBgn0262867,46,90,54,63
FBgn0262869,7,20,9,7
FBgn0262870,129,237,145,140
FBgn0262871,301,589,279,276
FBgn0262872,1097,2088,902,977
FBgn0262873,0,0,0,1
FBgn0262874,0,0,0,1
FBgn0262875,0,0,0,0
FBgn0262876,1,0,0,0
FBgn0262877,2,3,2,1
FBgn0262878,0,1,0,2
FBgn0262879,2,5,2,3
FBgn0262880,15,37,28,26
FBgn0262881,12,26,13,18
FBgn0262882,3,1,0,0
FBgn0262883,1,2,3,1
FBgn0262885,7,12,3,6
FBgn0262886,26,43,20,38
FBgn0262887,82,136,68,60
FBgn0262888,12,15,6,24
FBgn0262889,0,0,0,0
FBgn0262890,13,21,12,7
FBgn0262891,2,4,0,2
FBgn0262892,0,0,0,0
FBgn0262893,7,20,4,5
FBgn0262894,0,0,0,0
FBgn0262895,1,3,4,1
FBgn0262896,1,0,0,0
FBgn0262897,0,2,0,0
FBgn0262898,0,0,0,0
FBgn0262899,0,0,0,0
FBgn0262900,2,7,1,1
FBgn0262901,21,43,14,18
FBgn0262902,25,75,26,38
FBgn0262903,0,1,0,0
FBgn0262904,2,1,0,0
FBgn0262905,21,26,21,19
FBgn0262937,516,928,446,468
FBgn0262943,1,4,0,0
FBgn0262944,0,1,1,3
FBgn0262945,28,54,21,25
FBgn0262947,4,9,9,12
FBgn0262948,9,22,4,14
FBgn0262951,4,7,6,5
FBgn0262952,36080,66591,31644,38332
FBgn0262954,136,233,116,109
FBgn0262955,434,769,428,447
FBgn0262960,0,0,0,2
FBgn0262961,1,6,0,10
FBgn0262962,8,14,7,9
FBgn0262963,0,1,0,1
FBgn0262964,7,24,6,6
FBgn0262965,6,15,2,8
FBgn0262966,0,0,2,0
FBgn0262967,1,3,3,1
FBgn0262968,0,0,0,1
FBgn0262969,0,1,0,0
FBgn0262970,72,128,57,74
FBgn0262971,0,1,0,3
FBgn0262972,2,3,5,5
FBgn0262974,2,3,1,1
FBgn0262975,2532,4922,2439,2374
FBgn0262976,888,1668,803,915
FBgn0262979,8,11,5,2
FBgn0262980,0,1,2,0
FBgn0262981,0,1,0,1
FBgn0262982,1,4,0,3
FBgn0262983,44,73,36,44
FBgn0262984,0,1,0,1
FBgn0262985,6,21,8,5
FBgn0262986,0,0,0,0
FBgn0262987,21,34,20,25
FBgn0262988,0,0,0,0
FBgn0262989,0,1,0,1
FBgn0262990,1,0,0,0
FBgn0262991,0,3,1,3
FBgn0262992,0,1,0,0
FBgn0262993,60,118,66,64
FBgn0262994,3,1,0,0
FBgn0262995,0,2,0,0
FBgn0262996,0,0,0,1
FBgn0262998,0,0,0,0
FBgn0262999,0,0,0,0
FBgn0263000,0,0,0,1
FBgn0263001,8,16,8,8
FBgn0263002,0,1,0,0
