Geneid,Chd1_Ctrl1,Chd1_Auxin1,Chd1_Ctrl2,Chd1_Auxin2
FBgn0039020,205,245,229,232
FBgn0038405,457,586,875,1126
FBgn0030863,1012,889,1087,882
FBgn0003687,749,836,790,948
FBgn0051007,4,3,2,2
FBgn0032157,854,999,976,1107
FBgn0043841,4122,4037,3736,4504
FBgn0034820,0,0,0,2
FBgn0010265,899,722,925,781
FBgn0022893,3982,3812,3996,3783
FBgn0037385,7,10,10,20
FBgn0052857,0,0,0,0
FBgn0032391,205,224,206,233
FBgn0045759,4,2,2,1
FBgn0036374,784,905,924,958
FBgn0034566,4,13,8,5
FBgn0031285,1025,1147,1235,1274
FBgn0004050,491,366,532,380
FBgn0004644,47,56,41,57
FBgn0031765,22,23,21,16
FBgn0030522,533,532,626,564
FBgn0038647,164,173,200,182
FBgn0028540,4438,4105,4676,4682
FBgn0000459,105,95,126,132
FBgn0038980,971,987,982,833
FBgn0000529,3,2,4,6
FBgn0010607,628,575,712,567
FBgn0003943,4854,5205,4473,5386
FBgn0050072,0,0,0,0
FBgn0052072,5,11,7,14
FBgn0052056,550,645,660,676
FBgn0035258,19,8,17,6
FBgn0040719,10,12,14,16
FBgn0015773,884,774,1229,915
FBgn0003002,29,34,33,32
FBgn0039369,0,5,1,4
FBgn0037326,94,79,103,76
FBgn0004087,162,188,153,202
FBgn0033631,251,351,281,478
FBgn0000370,3648,3394,3559,3316
FBgn0026433,465,530,466,500
FBgn0053969,970,1210,1050,1369
FBgn0039366,0,0,0,0
FBgn0004363,1234,1141,1276,1269
FBgn0036680,212,228,226,227
FBgn0039370,0,1,2,0
FBgn0013263,193,221,181,210
FBgn0036306,213,285,272,257
FBgn0260479,0,2,2,1
FBgn0038547,92,102,99,115
FBgn0024941,14,9,14,7
FBgn0053970,21,38,25,22
FBgn0014396,130,100,135,127
FBgn0013765,2419,2705,2725,3253
FBgn0031270,498,416,503,503
FBgn0016977,13436,14008,14584,14383
FBgn0016930,7079,8711,8236,8693
FBgn0031971,2746,2554,2848,2824
FBgn0031619,2,0,4,2
FBgn0010488,1821,2081,2081,2351
FBgn0033781,235,267,283,361
FBgn0011205,619,778,675,778
FBgn0053971,82,67,85,75
FBgn0020381,316,388,357,417
FBgn0035209,311,377,301,405
FBgn0037525,1488,1741,1383,1916
FBgn0031623,25,25,27,21
FBgn0004911,16,18,11,21
FBgn0053309,2,0,0,2
FBgn0011937,229,307,235,229
FBgn0011936,530,584,538,618
FBgn0000406,208,40,205,48
FBgn0004052,2,7,11,7
FBgn0039544,306,449,302,471
FBgn0014869,498,670,573,801
FBgn0013720,421,495,510,539
FBgn0003638,370,507,404,565
FBgn0000276,472,748,453,779
FBgn0041624,1,0,0,82
FBgn0041623,3,1,2,35
FBgn0010438,257,287,256,293
FBgn0021764,838,1246,914,1310
FBgn0040099,58,35,59,33
FBgn0004618,140,124,128,123
FBgn0029854,439,545,501,522
FBgn0000278,13,29,26,53
FBgn0038002,1,0,2,1
FBgn0051274,2,5,7,8
FBgn0038427,439,435,508,496
FBgn0035976,2675,3003,2391,3027
FBgn0039454,2,3,4,6
FBgn0027514,321,394,336,431
FBgn0038063,489,372,564,441
FBgn0053977,446,400,480,455
FBgn0053978,75,63,67,64
FBgn0000551,8,19,7,15
FBgn0032130,624,629,635,678
FBgn0035879,665,688,781,774
FBgn0035880,243,336,277,394
FBgn0038717,4,2,5,1
FBgn0001091,950,1570,1169,1905
FBgn0031261,0,0,0,0
FBgn0040795,6,5,5,7
FBgn0031859,4,1,0,2
FBgn0001125,2225,1793,2374,2006
FBgn0024983,264,287,352,319
FBgn0000640,14,15,12,11
FBgn0037764,3,4,3,0
FBgn0050087,0,0,0,0
FBgn0053460,457,296,536,335
FBgn0053461,71,51,83,63
FBgn0053462,587,518,821,569
FBgn0025741,1620,2222,1842,2562
FBgn0000044,20,31,26,27
FBgn0031504,4,4,1,2
FBgn0034495,173,203,170,195
FBgn0032898,6,11,5,4
FBgn0039925,111,165,152,144
FBgn0033104,205,265,185,280
FBgn0026086,277,331,268,345
FBgn0036203,3,0,0,2
FBgn0028741,0,0,0,0
FBgn0010339,329,401,378,468
FBgn0053983,39,37,52,21
FBgn0053985,13,14,12,19
FBgn0053986,10,7,13,12
FBgn0003300,22,13,12,10
FBgn0037635,485,461,499,414
FBgn0040508,15,20,13,21
FBgn0053987,1,1,1,5
FBgn0028979,24,61,33,60
FBgn0053988,38,29,35,24
FBgn0052176,160,139,164,184
FBgn0053082,180,271,202,248
FBgn0032023,10,19,16,14
FBgn0052088,49,36,46,29
FBgn0026575,2227,2409,2291,2528
FBgn0067905,18,13,13,9
FBgn0037812,38,26,38,29
FBgn0036793,0,0,0,0
FBgn0036799,0,0,0,0
FBgn0025637,810,1004,860,1017
FBgn0000552,2,0,2,1
FBgn0032151,133,644,182,663
FBgn0038575,9,12,9,8
FBgn0043791,55,52,59,51
FBgn0000055,1,2,3,0
FBgn0034978,5,7,12,11
FBgn0039229,999,1164,1040,1285
FBgn0032259,114,128,125,157
FBgn0032815,826,830,882,865
FBgn0052023,1,3,3,0
FBgn0030898,1,0,1,0
FBgn0052625,398,400,396,447
FBgn0010240,93,105,93,79
FBgn0051693,8,10,8,10
FBgn0029526,188,226,203,256
FBgn0003366,45,50,47,53
FBgn0041789,2626,2721,2791,2757
FBgn0035000,10,26,10,22
FBgn0013718,4144,3332,4563,3825
FBgn0030984,6,6,13,7
FBgn0039736,353,415,363,410
FBgn0022359,3421,2969,3082,3301
FBgn0024250,4927,6202,5068,6072
FBgn0020906,1,3,1,2
FBgn0030336,533,617,669,663
FBgn0031762,152,73,180,74
FBgn0000719,1707,1519,1731,1516
FBgn0032626,1,0,1,0
FBgn0029589,11,32,11,34
FBgn0030581,368,371,365,370
FBgn0050383,69,48,71,36
FBgn0030874,196,169,187,200
FBgn0030262,0,0,0,0
FBgn0004643,364,416,422,431
FBgn0034997,795,1585,1172,1519
FBgn0000320,600,775,654,1011
FBgn0029836,7,15,6,8
FBgn0036599,0,0,0,0
FBgn0045842,3601,3371,4326,3775
FBgn0053093,8,7,4,8
FBgn0027101,1012,1357,1163,1529
FBgn0039924,413,543,368,519
FBgn0053993,7,9,15,11
FBgn0034563,38,38,41,38
FBgn0040344,353,405,404,483
FBgn0034121,10,2,8,9
FBgn0004463,464,560,476,545
FBgn0031515,55,75,49,63
FBgn0053301,2,6,5,6
FBgn0030542,6,5,2,0
FBgn0014903,14,19,11,27
FBgn0037046,124,271,136,256
FBgn0053995,0,0,0,0
FBgn0034286,11,5,9,3
FBgn0032955,2508,1738,2537,2003
FBgn0050098,0,3,1,2
FBgn0032405,38,50,41,80
FBgn0029608,163,164,150,162
FBgn0031637,789,759,815,815
FBgn0034139,24,124,28,82
FBgn0030897,3,2,4,3
FBgn0031945,17,17,12,22
FBgn0015664,608,890,688,1056
FBgn0039592,2,3,2,2
FBgn0053679,27,25,23,32
FBgn0053258,68,51,82,72
FBgn0053544,2,0,1,0
FBgn0053998,1,3,2,2
FBgn0054001,69,95,83,84
FBgn0054002,3,3,1,1
FBgn0054003,23,17,32,36
FBgn0040658,504,508,585,609
FBgn0054005,0,1,2,4
FBgn0053772,3,0,0,1
FBgn0053294,594,607,698,617
FBgn0053773,2,2,2,1
FBgn0053775,22,51,19,45
FBgn0053658,1,1,0,1
FBgn0054006,1,2,0,2
FBgn0054007,7,2,12,4
FBgn0054008,211,297,224,246
FBgn0054010,12,4,13,4
FBgn0054011,0,1,3,7
FBgn0054012,0,4,1,4
FBgn0054015,91,128,119,166
FBgn0054021,63,44,73,49
FBgn0054024,0,0,0,0
FBgn0054025,2,3,1,1
FBgn0054026,1,0,1,1
FBgn0054027,32,36,25,35
FBgn0054028,11,2,11,1
FBgn0054029,0,0,0,0
FBgn0054030,0,3,1,6
FBgn0054031,89,64,88,69
FBgn0054033,35,31,33,42
FBgn0054034,35,54,25,53
FBgn0038156,302,400,305,283
FBgn0053635,422,481,485,556
FBgn0053465,8,10,12,9
FBgn0053798,50,11,46,6
FBgn0054038,1,2,2,1
FBgn0054039,36,35,24,32
FBgn0054040,6,18,11,12
FBgn0054041,4,3,1,6
FBgn0065110,31,40,36,28
FBgn0054043,19,26,32,32
FBgn0054044,0,2,5,2
FBgn0054045,3,7,5,8
FBgn0054046,2,3,3,2
FBgn0054047,3,2,6,6
FBgn0054049,3,0,1,8
FBgn0054051,186,205,245,193
FBgn0054052,5,6,3,5
FBgn0054054,27,20,48,28
FBgn0065108,0,0,0,0
FBgn0065109,0,0,0,0
FBgn0054056,103,133,107,102
FBgn0054057,17,22,22,22
FBgn0260453,0,0,0,0
FBgn0260454,0,0,0,0
FBgn0052529,5539,5298,5859,5274
FBgn0013696,208,302,223,291
FBgn0013703,215,391,231,309
FBgn0013700,156,231,163,149
FBgn0013680,3264,4455,3915,4198
FBgn0013709,90,100,114,76
FBgn0013690,172,236,227,213
FBgn0013710,464,593,617,525
FBgn0013674,8496,10919,10954,10419
FBgn0013699,60,66,85,70
FBgn0013675,2215,3104,2973,2947
FBgn0013697,56,65,97,82
FBgn0013691,7,20,11,12
FBgn0013673,172,253,178,208
FBgn0013672,1807,2466,2495,2333
FBgn0013676,2196,2910,3147,2780
FBgn0013694,115,142,130,120
FBgn0013681,752,1026,1004,1000
FBgn0013689,231,307,269,269
FBgn0013704,175,262,241,231
FBgn0013701,33,32,20,16
FBgn0013705,63,68,75,85
FBgn0013692,161,158,165,183
FBgn0013693,63,84,99,80
FBgn0013684,2063,2866,2869,2587
FBgn0013695,64,76,81,56
FBgn0013683,623,751,636,663
FBgn0013707,176,178,130,140
FBgn0013702,92,105,101,88
FBgn0013685,1085,1290,1240,1127
FBgn0013678,2750,3386,3477,2887
FBgn0013706,139,187,196,140
FBgn0013679,1471,1819,1672,1787
FBgn0013698,105,179,144,174
FBgn0013686,3260,4592,4029,4209
FBgn0013708,120,164,137,139
FBgn0013688,2012,2872,2307,2933
FBgn0041004,31,29,29,32
FBgn0058191,1220,1561,1499,1647
FBgn0040011,1077,866,1046,934
FBgn0040009,9,16,16,10
FBgn0039958,1051,837,1077,882
FBgn0040038,2,4,5,4
FBgn0058006,26,25,28,26
FBgn0000384,918,1099,1008,1205
FBgn0058005,8,8,6,15
FBgn0039966,356,311,347,365
FBgn0025837,1,3,0,0
FBgn0025836,8,11,9,7
FBgn0025835,8,2,2,3
FBgn0003559,638,660,682,709
FBgn0040514,61,53,56,54
FBgn0039943,234,229,234,247
FBgn0039942,304,306,326,358
FBgn0039941,207,229,181,213
FBgn0040031,10,22,15,17
FBgn0039965,297,250,340,260
FBgn0063670,866,672,933,745
FBgn0028697,3560,3045,3875,3249
FBgn0058002,82,85,100,93
FBgn0037549,822,865,926,898
FBgn0040022,2025,2025,2071,2032
FBgn0058160,79,18,81,11
FBgn0040056,543,438,582,519
FBgn0039955,1167,1021,1273,1120
FBgn0040045,63,28,79,20
FBgn0058198,5,2,4,8
FBgn0058298,11,12,12,10
FBgn0083936,6,2,2,0
FBgn0083992,30,23,29,24
FBgn0260451,0,0,0,0
FBgn0034389,4116,3710,4984,3119
FBgn0083938,1,7,0,3
FBgn0083940,924,813,844,858
FBgn0083941,2,3,2,3
FBgn0083942,0,0,0,0
FBgn0083943,5,2,4,1
FBgn0083945,8,38,8,9
FBgn0083946,5,1,1,1
FBgn0083949,86,73,105,91
FBgn0083950,7,15,16,17
FBgn0083951,172,200,130,185
FBgn0083952,0,0,0,0
FBgn0083953,199,213,221,232
FBgn0083956,32,33,35,34
FBgn0083960,37,35,36,33
FBgn0083961,597,506,622,577
FBgn0083962,1002,934,1164,985
FBgn0083963,7,9,9,12
FBgn0083965,1,2,4,2
FBgn0083966,3,3,2,3
FBgn0083967,0,0,0,0
FBgn0083968,615,352,616,394
FBgn0083969,1161,1137,1180,1106
FBgn0083970,263,452,293,328
FBgn0083971,0,0,0,0
FBgn0083972,2618,1935,3077,1899
FBgn0083973,121,149,147,107
FBgn0083974,29,28,20,35
FBgn0083975,34,28,31,25
FBgn0083976,0,0,0,0
FBgn0083977,172,219,204,185
FBgn0083978,7,3,6,4
FBgn0083979,3,0,2,1
FBgn0083981,2,7,1,3
FBgn0083983,336,366,389,384
FBgn0083984,50,62,72,67
FBgn0083985,148,144,160,164
FBgn0083986,113,156,118,188
FBgn0083987,1922,2040,2003,1742
FBgn0083988,47,39,42,52
FBgn0083989,88,87,91,87
FBgn0083990,6,6,3,3
FBgn0083991,7,9,6,9
FBgn0026401,2029,2546,2041,2571
FBgn0002566,1164,1219,1283,1269
FBgn0016976,0,0,0,0
FBgn0016975,0,0,0,0
FBgn0003256,904,953,852,980
FBgn0032997,519,662,583,703
FBgn0039979,8,4,7,10
FBgn0040759,65,87,49,76
FBgn0052218,346,374,362,385
FBgn0033000,715,847,783,926
FBgn0064225,6303,4575,6429,4608
FBgn0051144,33,20,29,23
FBgn0040007,1939,1681,1975,1698
FBgn0010247,225,198,262,195
FBgn0020908,26,8,26,9
FBgn0011288,61,43,35,51
FBgn0084001,10,2,8,9
FBgn0046692,226,264,300,301
FBgn0084017,0,0,1,0
FBgn0039994,630,791,789,889
FBgn0084008,5,6,5,5
FBgn0058439,8,13,15,21
FBgn0044872,37,45,49,31
FBgn0083994,1,0,3,1
FBgn0040005,341,508,390,587
FBgn0069973,18,19,24,23
FBgn0084049,85,115,84,111
FBgn0058053,16,7,15,7
FBgn0069938,0,5,6,5
FBgn0058470,94,15,88,10
FBgn0040010,1016,868,1060,840
FBgn0058045,522,401,527,496
FBgn0082968,28,20,23,17
FBgn0039987,0,0,0,1
FBgn0083048,89,97,106,80
FBgn0082999,65,60,74,43
FBgn0083121,0,0,0,0
FBgn0082924,0,0,0,0
FBgn0082966,204,214,227,206
FBgn0083018,26,29,26,24
FBgn0083036,13,28,39,21
FBgn0039946,194,178,190,185
FBgn0083010,41,29,52,21
FBgn0082927,49,55,58,56
FBgn0040799,1,1,1,1
FBgn0082944,0,0,0,0
FBgn0082970,26,39,32,25
FBgn0083034,26,22,33,24
FBgn0082997,120,137,123,130
FBgn0083009,31,35,45,37
FBgn0082974,55,51,54,67
FBgn0082933,0,0,0,0
FBgn0083015,187,183,206,191
FBgn0083124,1525,1776,1639,1910
FBgn0082960,110,121,115,116
FBgn0082990,5,14,10,13
FBgn0058182,22,22,20,13
FBgn0082936,0,0,0,0
FBgn0083041,20,22,29,17
FBgn0083031,33,37,43,30
FBgn0082967,140,132,158,164
FBgn0083022,29,26,26,39
FBgn0082961,116,127,152,128
FBgn0082987,95,96,118,74
FBgn0046706,505,521,505,502
FBgn0083017,38,47,42,17
FBgn0082947,20,19,24,23
FBgn0039944,285,236,258,253
FBgn0083123,6264,5389,6454,5287
FBgn0001313,133,117,103,93
FBgn0083057,62,51,44,41
FBgn0037997,0,0,0,0
FBgn0083003,75,89,83,64
FBgn0039977,337,347,367,348
FBgn0082963,54,39,55,49
FBgn0083053,33,54,51,37
FBgn0082931,148,195,199,156
FBgn0082943,89,67,82,53
FBgn0058354,37,10,26,16
FBgn0083040,31,42,35,27
FBgn0082949,30,31,32,24
FBgn0082928,134,151,143,143
FBgn0046323,7,11,7,8
FBgn0082973,78,88,101,76
FBgn0051514,383,355,376,345
FBgn0083045,19,31,27,21
FBgn0058461,212,195,172,174
FBgn0082923,173,162,166,147
FBgn0058469,1134,977,1351,1054
FBgn0082994,55,62,59,71
FBgn0083029,35,30,47,48
FBgn0082951,151,195,172,139
FBgn0082979,74,58,69,74
FBgn0082969,24,21,29,27
FBgn0058068,9,14,9,6
FBgn0039945,0,0,0,0
FBgn0082932,0,0,0,0
FBgn0040682,81,88,84,73
FBgn0082976,74,61,89,102
FBgn0082978,57,68,62,77
FBgn0082926,86,85,82,64
FBgn0024804,687,555,765,624
FBgn0083001,44,38,65,41
FBgn0063368,205,203,263,191
FBgn0069923,35,28,39,25
FBgn0083014,42,65,49,57
FBgn0082940,102,84,87,87
FBgn0083016,39,32,27,28
FBgn0058064,9,5,8,9
FBgn0032914,55,49,61,50
FBgn0083008,3,8,5,4
FBgn0083044,60,67,57,55
FBgn0083050,124,123,155,132
FBgn0083033,27,24,27,20
FBgn0083039,279,320,234,283
FBgn0082988,165,116,151,140
FBgn0082975,51,67,59,52
FBgn0083032,28,36,25,23
FBgn0082919,100,72,93,59
FBgn0083012,56,41,45,53
FBgn0260469,5,7,3,4
FBgn0083055,87,110,88,102
FBgn0083046,41,44,38,39
FBgn0082989,92,121,117,100
FBgn0082929,112,99,110,88
FBgn0082972,39,54,42,37
FBgn0082937,46,64,48,57
FBgn0082941,71,57,68,40
FBgn0082983,92,116,114,87
FBgn0082950,61,37,59,40
FBgn0083000,60,37,67,50
FBgn0040020,464,456,501,415
FBgn0083013,55,97,49,64
FBgn0040531,1,0,1,0
FBgn0083028,27,21,28,15
FBgn0082995,46,50,38,33
FBgn0083023,26,24,28,28
FBgn0082946,34,26,44,37
FBgn0058263,1029,1203,1178,1153
FBgn0083120,445,504,516,597
FBgn0083026,30,29,17,21
FBgn0082922,0,0,0,0
FBgn0082981,335,492,451,469
FBgn0083058,224,220,242,204
FBgn0082939,60,58,56,56
FBgn0083004,57,66,60,55
FBgn0046698,9,9,3,6
FBgn0040565,2,2,1,3
FBgn0063298,31,27,18,22
FBgn0058441,0,0,0,0
FBgn0040973,7,16,9,18
FBgn0082957,60,89,78,80
FBgn0083011,37,40,40,34
FBgn0083020,29,34,32,25
FBgn0082958,50,57,66,59
FBgn0082938,0,0,0,0
FBgn0039993,384,487,382,565
FBgn0083049,86,68,86,81
FBgn0033145,5,2,2,0
FBgn0082934,0,0,0,0
FBgn0083042,39,32,47,33
FBgn0082952,63,42,56,34
FBgn0083037,25,22,18,28
FBgn0082993,12,10,20,19
FBgn0082953,70,66,80,64
FBgn0082986,108,81,78,72
FBgn0082971,27,43,40,35
FBgn0032631,3,2,1,1
FBgn0046697,0,0,0,2
FBgn0082945,28,43,54,39
FBgn0082948,26,26,30,22
FBgn0082930,50,85,49,52
FBgn0082925,121,98,110,106
FBgn0083027,87,86,75,61
FBgn0082942,46,57,48,49
FBgn0083025,19,16,14,12
FBgn0083005,62,58,66,54
FBgn0061188,0,0,1,2
FBgn0083035,22,28,26,20
FBgn0082935,0,0,0,0
FBgn0083054,61,48,47,42
FBgn0083006,114,124,174,137
FBgn0082998,63,59,72,48
FBgn0083021,31,36,36,42
FBgn0083030,25,32,26,21
FBgn0069969,21,53,132,39
FBgn0083047,81,72,78,78
FBgn0082959,48,59,80,76
FBgn0083007,4,1,7,4
FBgn0082954,65,81,77,84
FBgn0058100,10,8,14,7
FBgn0083038,31,27,32,29
FBgn0020660,9,12,11,18
FBgn0083024,15,9,9,21
FBgn0082980,236,174,274,189
FBgn0082962,75,82,85,87
FBgn0085188,620,664,711,704
FBgn0085190,0,0,1,0
FBgn0085191,1,4,0,1
FBgn0085192,102,121,125,113
FBgn0085193,0,0,0,0
FBgn0085194,2,1,0,2
FBgn0085195,0,0,0,0
FBgn0085196,4,3,1,2
FBgn0085197,2,1,2,2
FBgn0085198,0,0,1,1
FBgn0085199,0,0,0,0
FBgn0085200,3,1,2,0
FBgn0085201,9,1,3,1
FBgn0085202,3,0,0,1
FBgn0085203,135,101,123,96
FBgn0085204,0,0,0,0
FBgn0085205,1,4,4,1
FBgn0085206,0,0,0,0
FBgn0085207,0,0,1,0
FBgn0085208,0,0,0,0
FBgn0085209,33,32,44,43
FBgn0085210,4,1,1,1
FBgn0085211,3,5,2,2
FBgn0085212,374,455,384,544
FBgn0085213,71,60,52,72
FBgn0085214,0,1,0,2
FBgn0085217,1,0,1,0
FBgn0085218,4,10,8,9
FBgn0085219,10,8,5,11
FBgn0085220,288,332,289,320
FBgn0085222,2,5,5,3
FBgn0085223,20,74,17,84
FBgn0085224,159,157,144,191
FBgn0085225,2,1,2,0
FBgn0085227,13,4,9,5
FBgn0085228,2,0,0,0
FBgn0085229,653,746,726,801
FBgn0085230,1,0,0,1
FBgn0085231,1,1,0,0
FBgn0085232,4,1,7,1
FBgn0085233,1,0,1,0
FBgn0085234,3,13,3,14
FBgn0085235,27,23,20,24
FBgn0085236,111,88,77,69
FBgn0085237,5,0,4,1
FBgn0085239,0,0,2,0
FBgn0085240,0,0,0,0
FBgn0085241,3,6,5,7
FBgn0085242,357,344,463,441
FBgn0085243,95,93,122,100
FBgn0085244,5,20,8,23
FBgn0085245,33,52,41,58
FBgn0085246,2,6,1,3
FBgn0085248,101,126,96,97
FBgn0085249,231,458,243,483
FBgn0085250,1,3,0,0
FBgn0085252,0,0,2,0
FBgn0085253,1,1,1,0
FBgn0085254,5,1,1,1
FBgn0085256,1,3,0,3
FBgn0085257,161,220,194,264
FBgn0085259,86,144,93,121
FBgn0085260,90,156,109,161
FBgn0085261,1334,1723,1414,1917
FBgn0085263,1,3,1,4
FBgn0085264,0,0,0,0
FBgn0085265,1,3,5,0
FBgn0085267,0,1,0,0
FBgn0085271,94,96,91,117
FBgn0085273,8,13,13,3
FBgn0085274,1,1,0,2
FBgn0085276,0,3,1,3
FBgn0085277,2,0,2,3
FBgn0085279,350,518,452,637
FBgn0085280,1,1,3,2
FBgn0085282,19,23,23,45
FBgn0085283,60,61,72,62
FBgn0085284,45,70,69,80
FBgn0085285,50,67,65,63
FBgn0085287,1,3,3,4
FBgn0085288,3,0,3,3
FBgn0085289,0,3,0,1
FBgn0085290,156,196,140,176
FBgn0085291,0,0,1,0
FBgn0085292,0,0,0,0
FBgn0085294,7,7,5,2
FBgn0085295,2,1,2,0
FBgn0085296,16,25,11,13
FBgn0085297,26,31,31,25
FBgn0085298,83,65,90,55
FBgn0085300,0,1,1,1
FBgn0085302,12,6,4,3
FBgn0085303,0,2,1,1
FBgn0085305,5,4,1,3
FBgn0085306,0,0,0,0
FBgn0085307,6,10,9,10
FBgn0085308,0,1,1,1
FBgn0085309,1,0,0,0
FBgn0085310,2,3,0,1
FBgn0085311,2,0,0,3
FBgn0085312,0,4,3,1
FBgn0085313,2,0,2,1
FBgn0085314,27,23,24,22
FBgn0085315,41,25,58,38
FBgn0085316,44,46,39,53
FBgn0085317,127,156,147,182
FBgn0085318,3,4,1,4
FBgn0085319,8,13,12,15
FBgn0085320,8,8,8,5
FBgn0085321,85,76,65,37
FBgn0085322,40,47,48,65
FBgn0085324,1,0,1,1
FBgn0085325,3,5,4,3
FBgn0085326,1,0,0,0
FBgn0085327,53,54,45,58
FBgn0085328,0,1,3,0
FBgn0085329,70,131,80,113
FBgn0085330,13,7,8,3
FBgn0085331,3,1,2,2
FBgn0085332,7,6,10,9
FBgn0085334,62,43,50,63
FBgn0085336,9,2,6,5
FBgn0085337,21,27,25,10
FBgn0085339,136,142,157,184
FBgn0085340,0,0,0,0
FBgn0085341,5,0,5,2
FBgn0085342,0,0,0,0
FBgn0085343,0,0,0,0
FBgn0085344,0,0,0,0
FBgn0085345,57,63,57,55
FBgn0085346,0,0,0,0
FBgn0085349,0,2,1,2
FBgn0085350,2,0,3,0
FBgn0085351,2,2,0,0
FBgn0085352,30,31,30,29
FBgn0085353,2,4,4,1
FBgn0085354,67,100,100,89
FBgn0085356,3,0,1,2
FBgn0085357,28,55,36,60
FBgn0085358,6,2,4,4
FBgn0085359,24,37,23,28
FBgn0085360,34,29,53,39
FBgn0085361,1,0,3,1
FBgn0085362,2,6,6,6
FBgn0085366,0,0,1,0
FBgn0085367,1,3,0,2
FBgn0085369,76,24,29,50
FBgn0085370,8456,9017,9709,9592
FBgn0085371,3,3,0,6
FBgn0085374,10,5,8,10
FBgn0085376,1131,1062,1294,1297
FBgn0085377,144,182,120,167
FBgn0085380,135,152,136,125
FBgn0085382,124,59,137,70
FBgn0085383,2,6,2,6
FBgn0085384,884,667,977,565
FBgn0085385,24,39,23,43
FBgn0085386,365,288,369,285
FBgn0085387,18,26,27,27
FBgn0085390,1526,1232,1784,1505
FBgn0085391,18,13,14,6
FBgn0085395,31,18,32,29
FBgn0085396,11,9,3,3
FBgn0085397,926,573,969,706
FBgn0085398,4,1,1,4
FBgn0085399,2357,1812,2926,2077
FBgn0085400,439,84,532,102
FBgn0085404,5,6,14,14
FBgn0085405,2023,1850,2374,1901
FBgn0085408,3785,3508,4104,4036
FBgn0085409,86,20,264,64
FBgn0085410,2,4,9,2
FBgn0085411,134,135,130,142
FBgn0085412,2730,2620,2831,2653
FBgn0085413,33,45,22,39
FBgn0085414,24,35,21,32
FBgn0085415,67,90,57,50
FBgn0085417,75,90,121,95
FBgn0085419,350,448,350,630
FBgn0085420,10,17,10,20
FBgn0085421,336,573,424,678
FBgn0085422,7,9,17,15
FBgn0085423,1473,2121,1729,2372
FBgn0085424,337,481,367,557
FBgn0085425,38,39,27,38
FBgn0085426,16,21,19,28
FBgn0085427,1211,185,1099,166
FBgn0085428,178,225,201,229
FBgn0085430,983,1068,1011,1066
FBgn0085431,96,73,98,60
FBgn0085432,3077,3420,3028,3399
FBgn0085433,328,342,344,323
FBgn0085434,345,316,388,368
FBgn0085436,2975,3808,3218,4109
FBgn0085437,247,255,258,252
FBgn0085438,294,249,286,279
FBgn0085440,28,46,28,30
FBgn0085442,1436,1808,1540,1817
FBgn0085443,10920,10061,12112,10225
FBgn0085444,1154,1364,1306,1276
FBgn0085446,937,630,1057,730
FBgn0085447,76,46,66,45
FBgn0085450,752,742,726,680
FBgn0085451,537,660,589,660
FBgn0085452,27,44,25,59
FBgn0085453,287,312,293,347
FBgn0085454,43,24,61,35
FBgn0085455,6,1,3,11
FBgn0085456,2,7,1,12
FBgn0085457,4,1,1,3
FBgn0085458,3,3,2,0
FBgn0085459,174,165,186,175
FBgn0085460,244,269,241,248
FBgn0085461,4,2,4,3
FBgn0085462,4,1,3,4
FBgn0085464,9,6,1,5
FBgn0085465,164,6,189,5
FBgn0085466,511,18,481,19
FBgn0085468,126,145,121,145
FBgn0085470,0,0,0,0
FBgn0085471,7,8,5,8
FBgn0085472,3,3,5,2
FBgn0085473,2,0,3,2
FBgn0085474,24,35,16,41
FBgn0085475,13,16,11,22
FBgn0085476,4,2,6,3
FBgn0085477,0,1,0,2
FBgn0085478,1019,879,1000,909
FBgn0085479,144,145,120,132
FBgn0085480,6,3,5,4
FBgn0085481,2,1,3,3
FBgn0085482,107,187,113,157
FBgn0085483,115,168,115,208
FBgn0085484,626,752,736,854
FBgn0085485,81,101,87,67
FBgn0085486,4,4,2,0
FBgn0085487,4,1,4,2
FBgn0085488,27,45,35,41
FBgn0085489,9,10,9,17
FBgn0085491,5,2,0,2
FBgn0085494,0,0,0,0
FBgn0085500,0,0,0,0
FBgn0085505,3,1,4,2
FBgn0085506,0,0,0,0
FBgn0085511,0,0,0,0
FBgn0085512,0,0,0,1
FBgn0085520,16,3,13,18
FBgn0085521,0,1,0,0
FBgn0085523,1,0,0,0
FBgn0085540,0,0,0,0
FBgn0085732,104,84,88,123
FBgn0085570,6,5,30,3
FBgn0085786,96,41,141,22
FBgn0085569,1,1,1,4
FBgn0085638,309,277,273,341
FBgn0085582,60,60,48,50
FBgn0085664,0,2,5,1
FBgn0085810,0,0,0,0
FBgn0085736,19,5,10,8
FBgn0085612,2,1,1,1
FBgn0085599,0,1,2,2
FBgn0085812,18,13,11,13
FBgn0085644,3,2,5,1
FBgn0085819,3293,5056,4314,4458
FBgn0085693,0,0,1,0
FBgn0085771,4501,4099,5334,4553
FBgn0085802,0,0,0,0
FBgn0085753,379,481,552,485
FBgn0085673,0,0,0,2
FBgn0085804,0,0,1,0
FBgn0085692,1,0,0,0
FBgn0085734,24,33,14,18
FBgn0085784,9,9,7,13
FBgn0085765,4,4,3,2
FBgn0085813,5207,6029,5520,6420
FBgn0085789,6,10,4,6
FBgn0085788,4,5,2,2
FBgn0085792,5,7,6,9
FBgn0085791,0,0,0,0
