"","id","chr","strand","gene_name","log2FoldChange","padj","group"
"573","FBgn0035173","chr3L","-","CG13907",-0.544967368258267,1.07311291316691e-05,"Autosome"
"574","FBgn0035216","chr3L","+","CG9168",0.816981710846082,0.00526824591615888,"Autosome"
"575","FBgn0035218","chr3L","-","CG9173",1.53242212460922,0.000174060304740985,"Autosome"
"576","FBgn0035263","chr3L","+","CG12035",-1.90526120229972,1.59715117532681e-36,"Autosome"
"577","FBgn0035346","chr3L","+","CG1146",-0.488449264764993,1.01025195505262e-09,"Autosome"
"578","FBgn0035348","chr3L","-","CG16758",-0.765756588358367,2.6389757020811e-13,"Autosome"
"579","FBgn0035379","chr3L","-","spz5",4.48403650606297,9.24101777837747e-06,"Autosome"
"580","FBgn0035383","chr3L","+","CPT2",-0.62883458289812,0.00119394204883015,"Autosome"
"581","FBgn0035398","chr3L","-","Cht7",-0.48340820664437,2.36196794630857e-07,"Autosome"
"582","FBgn0035424","chr3L","+","Larp4B",0.352693299035238,0.000135832728017385,"Autosome"
"583","FBgn0035425","chr3L","-","CG17746",0.393967140284628,0.00893643187407989,"Autosome"
"584","FBgn0035426","chr3L","-","CG12078",4.76998181236237,1.44841980347472e-21,"Autosome"
"585","FBgn0035444","chr3L","+","CG12012",-0.370189463953472,0.00487840970689676,"Autosome"
"586","FBgn0035445","chr3L","+","Ids",-1.09836716268554,8.48133864777401e-06,"Autosome"
"587","FBgn0035449","chr3L","-","CG14971",-0.587861874731265,0.000653877333361118,"Autosome"
"588","FBgn0035452","chr3L","+","CG10359",1.79011018337023,3.37559865180229e-19,"Autosome"
"589","FBgn0035539","chr3L","+","slow",0.583060299421061,0.000433493727383772,"Autosome"
"590","FBgn0035558","chr3L","+","CG11357",-0.435232654251975,1.25494321008994e-05,"Autosome"
"591","FBgn0035578","chr3L","-","CG13707",1.93024619178153,0.00502235048303813,"Autosome"
"592","FBgn0035608","chr3L","-","blanks",3.88280928328139,3.27177493184878e-66,"Autosome"
"593","FBgn0035626","chr3L","+","lin-28",-1.11486602174796,3.11606472407228e-07,"Autosome"
"594","FBgn0035656","chr3L","-","CG10479",-0.774265991465724,4.0390575125866e-12,"Autosome"
"595","FBgn0035699","chr3L","-","CG13300",0.742655025152657,0.00239596050810409,"Autosome"
"596","FBgn0035762","chr3L","+","Rint1",0.429362757500349,0.000640615291158281,"Autosome"
"597","FBgn0035802","chr3L","+","Pura",-1.22103870847558,1.00468969934532e-24,"Autosome"
"598","FBgn0035923","chr3L","+","CG6511",0.655347893426622,0.00032758170429556,"Autosome"
"599","FBgn0035968","chr3L","-","Slc45-1",0.774168734044828,2.47120699830298e-05,"Autosome"
"600","FBgn0036007","chr3L","-","path",-0.591224669272794,1.1741279554208e-10,"Autosome"
"601","FBgn0036030","chr3L","-","Prps",-0.590286568643092,3.20833089014026e-08,"Autosome"
"602","FBgn0036038","chr3L","+","defl",0.462485532935341,0.00328199946066801,"Autosome"
"603","FBgn0036043","chr3L","+","Ae2",-0.43362225846809,1.50686729250182e-07,"Autosome"
"604","FBgn0036101","chr3L","-","NijA",-0.734973999032679,2.8130732042784e-07,"Autosome"
"605","FBgn0036126","chr3L","-","Irbp18",1.17732206285454,8.99597550118503e-05,"Autosome"
"606","FBgn0036152","chr3L","-","Dyro",-0.4789961708466,0.000494916414893228,"Autosome"
"607","FBgn0036196","chr3L","-","CG11658",0.374338945831872,0.000287452279325118,"Autosome"
"608","FBgn0036211","chr3L","-","CG5946",-0.37517960678685,0.00195397283038524,"Autosome"
"609","FBgn0036260","chr3L","-","Rh7",8.14014845115428,2.29909778450716e-06,"Autosome"
"610","FBgn0036271","chr3L","-","Pbgs",0.674550468250913,9.24101777837747e-06,"Autosome"
"611","FBgn0036290","chr3L","-","CG10638",0.472265093984647,0.00896664960750096,"Autosome"
"612","FBgn0036323","chr3L","+","CG14118",1.70172641966296,4.0284613711901e-05,"Autosome"
"613","FBgn0036391","chr3L","-","CG17364",-1.62820100519959,5.74670987511236e-12,"Autosome"
"614","FBgn0036411","chr3L","-","Sox21a",-3.21263144835843,8.44974381951003e-05,"Autosome"
"615","FBgn0036487","chr3L","+","Prp31",0.439950503387898,0.00742148831197202,"Autosome"
"616","FBgn0036620","chr3L","+","CG4842",1.4208634814679,0.0048348714163254,"Autosome"
"617","FBgn0036697","chr3L","+","rogdi",0.606341224171005,3.2730211692102e-08,"Autosome"
"618","FBgn0036746","chr3L","-","Crtc",0.480243413937926,0.00582013507006181,"Autosome"
"619","FBgn0036764","chr3L","-","CG5535",-0.497217291597617,2.92723100339471e-07,"Autosome"
"620","FBgn0036765","chr3L","+","CG7408",-1.01311019751383,1.15969248633782e-16,"Autosome"
"621","FBgn0036770","chr3L","-","Prestin",-0.507329701641605,4.64967495738303e-06,"Autosome"
"622","FBgn0036801","chr3L","+","MYPT-75D",-0.529600194730959,1.19409565156154e-10,"Autosome"
"623","FBgn0036815","chr3L","+","HipHop",0.567407519589652,0.00116972376564446,"Autosome"
"624","FBgn0036834","chr3L","+","CG6836",-0.409344199156261,0.000615464909024737,"Autosome"
"625","FBgn0036837","chr3L","-","CG18135",-0.402000201001831,0.000177207763493037,"Autosome"
"626","FBgn0036839","chr3L","-","SmydA-2",-1.30833631606935,1.57035454401701e-06,"Autosome"
"627","FBgn0036857","chr3L","-","Aldh7A1",-1.63703797437645,5.07740721866361e-54,"Autosome"
"628","FBgn0036934","chr3L","-","sNPF-R",0.543697819137594,0.00075425491173769,"Autosome"
"629","FBgn0036984","chr3L","-","CG13248",1.17456622440585,3.76825401698287e-06,"Autosome"
"630","FBgn0036993","chr3L","+","CG5910",-1.06695634358605,6.45955019717039e-19,"Autosome"
"631","FBgn0037046","chr3L","-","CG10581",0.884811443272605,0.000466523515578694,"Autosome"
"632","FBgn0037057","chr3L","+","CG10512",-0.340055649419619,0.00124953947865353,"Autosome"
"633","FBgn0037063","chr3L","-","CG9391",0.545197758389378,0.000482387416441144,"Autosome"
"634","FBgn0037071","chr3L","+","CG7632",0.813382253020168,2.14733559205046e-09,"Autosome"
"635","FBgn0037074","chr3L","-","Tbc1d8-9",0.363837397827172,0.00672644452172204,"Autosome"
"636","FBgn0037076","chr3L","-","ebd2",0.697136537731767,4.27947725284813e-05,"Autosome"
"637","FBgn0037082","chr3L","-","CG5664",0.677028486686365,6.9215645597278e-05,"Autosome"
"638","FBgn0037094","chr3L","+","CG7611",0.435699631223869,0.000162267897076572,"Autosome"
"639","FBgn0037098","chr3L","-","Wnk",0.626070967887271,4.0797221556672e-08,"Autosome"
"640","FBgn0037108","chr3L","+","Alg11",0.487860644533213,0.00178208213408482,"Autosome"
"641","FBgn0037109","chr3L","-","MED1",0.361127625423224,0.00496873623959253,"Autosome"
"642","FBgn0037120","chr3L","-","CG11247",0.740157099503413,6.12251202774586e-05,"Autosome"
"643","FBgn0037126","chr3L","-","CG14567",-1.92791777952261,1.87681800744701e-15,"Autosome"
"644","FBgn0037134","chr3L","+","CG7407",0.571056328759392,0.0098870768996463,"Autosome"
"645","FBgn0037135","chr3L","+","eIF2A",0.562125250274439,7.38116732481437e-07,"Autosome"
"646","FBgn0037138","chr3L","-","P5CDh1",0.467497853422971,9.98028348636314e-05,"Autosome"
"647","FBgn0037141","chr3L","-","PolH",0.604852873580233,2.13882322060777e-05,"Autosome"
"648","FBgn0037142","chr3L","+","CG14562",0.578514282865518,0.00042907277468899,"Autosome"
"649","FBgn0037144","chr3L","+","CG7458",-0.764279472617739,4.41855007303385e-14,"Autosome"
"650","FBgn0037146","chr3L","+","P5CS",-3.24148256211857,0.0051523071469377,"Autosome"
"651","FBgn0037149","chr3L","+","CG14561",0.554386854311947,0.00016703867928725,"Autosome"
"652","FBgn0037150","chr3L","-","CG7133",0.710789512934751,3.20438935072231e-08,"Autosome"
"653","FBgn0037151","chr3L","-","CG7130",0.848194866094425,2.47722062674272e-11,"Autosome"
"654","FBgn0037153","chr3L","+","olf413",-3.77049298509182,1.77235814467278e-135,"Autosome"
"655","FBgn0037156","chr3L","-","CG11523",0.58698234497733,0.000862324207421909,"Autosome"
"656","FBgn0037163","chr3L","-","laza",-2.17278618031972,6.74410036558807e-13,"Autosome"
"657","FBgn0037166","chr3L","+","CG11426",-1.13141881202725,0.00679383273790341,"Autosome"
"658","FBgn0037185","chr3L","+","CG11367",0.330682606155475,0.00328199946066801,"Autosome"
"659","FBgn0037199","chr3L","-","EMC4",0.628464070768974,1.52807849387045e-05,"Autosome"
"660","FBgn0037200","chr3L","+","CG11109",0.872581174591023,0.00168060563818583,"Autosome"
"661","FBgn0037202","chr3L","+","Ssl1",1.01636083888296,0.00131781640942019,"Autosome"
"662","FBgn0037515","chr3R","+","Sp7",-0.43556961643012,7.60567881987346e-06,"Autosome"
"663","FBgn0037519","chr3R","-","CG3014",-1.71989178049258,6.02766615874252e-08,"Autosome"
"664","FBgn0037533","chr3R","-","CD98hc",-0.369026146927633,0.000136870116013435,"Autosome"
"665","FBgn0037546","chr3R","+","mAChR-B",-0.851934023033121,0.00161254203090575,"Autosome"
"666","FBgn0037607","chr3R","+","CG8036",-0.300572151432591,0.00110783859388987,"Autosome"
"667","FBgn0037632","chr3R","+","CCT7",-0.387521792047922,0.000240456810979117,"Autosome"
"668","FBgn0037633","chr3R","-","CG9839",-0.409085523918446,0.0015011281562376,"Autosome"
"669","FBgn0037646","chr3R","+","CAHbeta",-0.377945241366146,0.0034016402636535,"Autosome"
"670","FBgn0037657","chr3R","+","hyx",-0.528317288587056,0.000353854649895742,"Autosome"
"671","FBgn0037659","chr3R","+","Kdm2",-0.352848351851398,1.68105496655055e-05,"Autosome"
"672","FBgn0037676","chr3R","-","CG8861",1.9209696412277,0.00459333448040956,"Autosome"
"673","FBgn0037686","chr3R","-","RpL34b",-0.361457810979066,0.0035921406963841,"Autosome"
"674","FBgn0037710","chr3R","-","CG9393",-0.33921166951378,0.0026514846537773,"Autosome"
"675","FBgn0037720","chr3R","+","CG8312",-0.583367212415509,5.71892093990724e-05,"Autosome"
"676","FBgn0037723","chr3R","+","SpdS",-0.705087217412561,1.65013788001589e-07,"Autosome"
"677","FBgn0037753","chr3R","+","CG12947",1.48586034060342,3.56817140787452e-05,"Autosome"
"678","FBgn0037754","chr3R","+","CG8500",2.02057101966045,9.54567949228375e-26,"Autosome"
"679","FBgn0037760","chr3R","-","FBXO11",-0.430172371921465,0.000390911099494042,"Autosome"
"680","FBgn0037770","chr3R","-","Art4",-0.33082423233272,0.00502235048303813,"Autosome"
"681","FBgn0037807","chr3R","-","CG6293",-0.391146018030829,4.2524517646981e-06,"Autosome"
"682","FBgn0037817","chr3R","+","Cyp12e1",-0.386691607971416,0.00234186527396136,"Autosome"
"683","FBgn0037831","chr3R","+","Cap-H2",-0.701710268379562,2.88262086400072e-05,"Autosome"
"684","FBgn0037874","chr3R","+","Tctp",-0.298381980159728,0.00105535054773361,"Autosome"
"685","FBgn0037894","chr3R","+","Ipo9",-0.377651310813662,0.00504856504665615,"Autosome"
"686","FBgn0037906","chr3R","-","PGRP-LB",-0.767480105702685,0.00808043537124621,"Autosome"
"687","FBgn0037912","chr3R","-","sea",-0.474157123295182,0.00567426595852556,"Autosome"
"688","FBgn0037921","chr3R","-","Zaf1",-0.762220002732734,2.24098761694053e-05,"Autosome"
"689","FBgn0037936","chr3R","-","CG6908",-0.966648543512214,3.16386646131386e-08,"Autosome"
"690","FBgn0037939","chr3R","+","CG14718",-1.46624932067924,0.00459333448040956,"Autosome"
"691","FBgn0037960","chr3R","-","mthl5",-0.540474278408894,0.00519752162140772,"Autosome"
"692","FBgn0037963","chr3R","-","Cad87A",-0.533901926680131,3.31181156759614e-07,"Autosome"
"693","FBgn0037972","chr3R","-","CG10005",-1.03547361725159,0.00545959541329826,"Autosome"
"694","FBgn0037973","chr3R","-","CG18547",-0.859967253651038,1.30827230775063e-07,"Autosome"
"695","FBgn0037975","chr3R","-","CG3397",-1.00611792709478,2.39575268478834e-10,"Autosome"
"696","FBgn0037978","chr3R","-","KLHL18",-0.431552331433666,0.00805773061763912,"Autosome"
"697","FBgn0037989","chr3R","-","ATP8B",-1.5450415479502,1.13172588740516e-06,"Autosome"
"698","FBgn0038034","chr3R","-","Cyp9f3",-0.75514598814294,1.8707837910984e-21,"Autosome"
"699","FBgn0038037","chr3R","-","Cyp9f2",-0.957036258912555,1.13137460543645e-10,"Autosome"
"700","FBgn0038053","chr3R","+","CG18549",-0.712900764515822,8.84827162566361e-13,"Autosome"
"701","FBgn0038054","chr3R","+","CG5509",-1.15425028504395,0.000432944194719747,"Autosome"
"702","FBgn0038063","chr3R","-","Octbeta2R",-0.517863732100996,0.00326418828326875,"Autosome"
"703","FBgn0038098","chr3R","-","CG7381",-0.818305552200158,2.80583524267317e-05,"Autosome"
"704","FBgn0038105","chr3R","-","yellow-f2",-1.00171509966486,4.80074185236829e-18,"Autosome"
"705","FBgn0038108","chr3R","+","CG7518",-0.671945236665918,8.04679358574437e-18,"Autosome"
"706","FBgn0038114","chr3R","+","CG11670",-0.985901342003627,0.000456868916323963,"Autosome"
"707","FBgn0038115","chr3R","-","CG7966",-1.15291394765809,8.22619447102464e-19,"Autosome"
"708","FBgn0038143","chr3R","-","CG9813",-1.31095860460086,1.2252851754086e-11,"Autosome"
"709","FBgn0038145","chr3R","+","Droj2",-0.565370773735559,9.45502257129245e-09,"Autosome"
"710","FBgn0038148","chr3R","+","CG14377",-2.69578255114137,6.83948425224361e-11,"Autosome"
"711","FBgn0038149","chr3R","-","GILT1",-2.12644428037991,1.41038373156783e-19,"Autosome"
"712","FBgn0038197","chr3R","+","foxo",-0.330589739605468,0.00247411379619954,"Autosome"
"713","FBgn0038237","chr3R","-","Pde6",-0.891543919544475,3.91233957494459e-17,"Autosome"
"714","FBgn0038243","chr3R","-","CG8066",-1.44031916284901,0.000328754025420607,"Autosome"
"715","FBgn0038256","chr3R","-","CG7530",-0.345431491785065,0.00195397283038524,"Autosome"
"716","FBgn0038260","chr3R","+","CG14855",-0.69483686812545,5.26872087882087e-09,"Autosome"
"717","FBgn0038261","chr3R","+","CG14856",-1.98674743980075,0.000113777204812016,"Autosome"
"718","FBgn0038262","chr3R","+","CG14857",-2.13132888877736,1.03693850492009e-24,"Autosome"
"719","FBgn0038290","chr3R","-","CG6912",-0.523666119259871,0.000491087255380508,"Autosome"
"720","FBgn0038299","chr3R","-","Spn88Eb",0.990722604911555,3.6871457423041e-07,"Autosome"
"721","FBgn0038330","chr3R","-","CG14868",1.7824996788987,0.00037911745205082,"Autosome"
"722","FBgn0038337","chr3R","-","CG6125",-1.01896517120258,0.000139481863993609,"Autosome"
"723","FBgn0038349","chr3R","-","AOX3",-0.983768939529094,6.98716099712925e-13,"Autosome"
"724","FBgn0038414","chr3R","+","CG6901",-1.35185449295567,5.36369705953581e-05,"Autosome"
"725","FBgn0038415","chr3R","+","CG17929",-1.78035106252488,3.10477229874208e-06,"Autosome"
"726","FBgn0038416","chr3R","+","CG17930",-1.33489747137382,1.72405333139996e-05,"Autosome"
"727","FBgn0038419","chr3R","-","CG14879",0.396311985733866,6.5874932458853e-05,"Autosome"
"728","FBgn0038465","chr3R","+","Irc",-0.284189868299067,0.00226000504824232,"Autosome"
"729","FBgn0038504","chr3R","-","Sur-8",-0.381542226382005,0.00321267965015698,"Autosome"
"730","FBgn0038535","chr3R","-","alt",-0.29909307394963,0.00550844530616973,"Autosome"
"731","FBgn0038626","chr3R","+","CG7691",-1.49559720059862,0.00932563160037235,"Autosome"
"732","FBgn0038681","chr3R","+","Cyp12a4",-0.540355438473199,0.00142688026554122,"Autosome"
"733","FBgn0038734","chr3R","+","Acsx4",-10.2049451913801,0.00798014055812202,"Autosome"
"734","FBgn0038845","chr3R","-","Alp5",-2.05351457362564,0.00283361197589163,"Autosome"
"735","FBgn0038846","chr3R","+","CG5697",-2.43199449482286,8.41204252847204e-75,"Autosome"
"736","FBgn0038865","chr3R","-","cDIP",-0.39951377225119,6.20920390362446e-05,"Autosome"
"737","FBgn0038890","chr3R","+","sp3",0.331953143606345,0.00930462775913355,"Autosome"
"738","FBgn0038912","chr3R","+","CG6656",0.512600714442548,0.00150291651695727,"Autosome"
"739","FBgn0038966","chr3R","-","pinta",0.486027180102399,0.000264448084975198,"Autosome"
"740","FBgn0038975","chr3R","+","Nrx-1",1.98428293876439,2.97903521635057e-35,"Autosome"
"741","FBgn0039003","chr3R","-","wfs1",0.591131081467383,0.000124336788289902,"Autosome"
"742","FBgn0039098","chr3R","+","GILT3",-0.677588045403595,0.00141911252306934,"Autosome"
"743","FBgn0039106","chr3R","+","CG10301",1.88930714061264,3.95569841682907e-05,"Autosome"
"744","FBgn0039107","chr3R","+","CG10300",1.529008794771,8.77627719318955e-10,"Autosome"
"745","FBgn0039108","chr3R","-","CG10232",0.511690373785427,0.000178429379982501,"Autosome"
"746","FBgn0039114","chr3R","+","Lsd-1",1.22053642815241,3.84950709482423e-06,"Autosome"
"747","FBgn0039156","chr3R","+","CG6178",0.623672341713044,3.54468074408383e-08,"Autosome"
"748","FBgn0039178","chr3R","+","CG6356",0.377341062377543,0.00135641999833762,"Autosome"
"749","FBgn0039204","chr3R","+","CG6607",0.412665924623179,0.00968940647598277,"Autosome"
"750","FBgn0039209","chr3R","-","REPTOR",-0.471520596475371,1.88529864889482e-09,"Autosome"
"751","FBgn0039210","chr3R","-","CG13625",-1.13530541248534,1.40253559624599e-11,"Autosome"
"752","FBgn0039223","chr3R","-","CG5805",0.491008988907126,0.000137745927108898,"Autosome"
"753","FBgn0039226","chr3R","-","Ude",0.551641047740754,0.00163964516837408,"Autosome"
"754","FBgn0039265","chr3R","+","CG11790",0.480758299301558,0.000694859916378277,"Autosome"
"755","FBgn0039296","chr3R","-","Sil1",0.440661311886381,0.00781989098476581,"Autosome"
"756","FBgn0039321","chr3R","-","CG10550",-1.62096625320468,2.19150191289759e-50,"Autosome"
"757","FBgn0039463","chr3R","+","Spag1",1.15852693360846,1.71182653765328e-07,"Autosome"
"758","FBgn0039464","chr3R","-","CG6330",0.551139450705518,9.02557810911312e-10,"Autosome"
"759","FBgn0039525","chr3R","-","CG5646",1.11137613280739,2.04039703499581e-05,"Autosome"
"760","FBgn0039543","chr3R","-","CROT",0.567134074974531,0.00068130263684687,"Autosome"
"761","FBgn0039544","chr3R","+","CG12877",0.561171751426233,0.00379822881694111,"Autosome"
"762","FBgn0039576","chr3R","+","UQCR-14L",-6.69168100420761,0.000170156194825286,"Autosome"
"763","FBgn0039577","chr3R","-","CG12516",-6.43769347518549,0.000405488000477315,"Autosome"
"764","FBgn0039612","chr3R","-","Nepl19",-0.383226677269513,0.00156302477154156,"Autosome"
"765","FBgn0039640","chr3R","+","superdeath",1.11588426849087,1.20376196291043e-17,"Autosome"
"766","FBgn0039644","chr3R","+","rdog",-0.634320701823337,0.00210209920655341,"Autosome"
"767","FBgn0039690","chr3R","+","Gnpnat",0.515642206991278,0.000569786969133964,"Autosome"
"768","FBgn0039696","chr3R","-","Rnb",0.804331093650744,1.44442040340337e-07,"Autosome"
"769","FBgn0039705","chr3R","-","Atg16",0.440479817898339,0.00433809073740633,"Autosome"
"770","FBgn0039747","chr3R","-","AdoR",2.42270829088273,0.000426489411268146,"Autosome"
"771","FBgn0039756","chr3R","-","CG9743",-0.430362621250443,0.00574723252724815,"Autosome"
"772","FBgn0039844","chr3R","+","CG1607",-0.763342800779579,4.24508818955594e-20,"Autosome"
"773","FBgn0039881","chr3R","+","CG1971",0.888038027746498,0.000179616171795927,"Autosome"
"774","FBgn0039883","chr3R","+","RhoGAP100F",1.28141588020942,0.000293367602675778,"Autosome"
"775","FBgn0039896","chr4","+","yellow-h",-3.211972767117,1.64156483815561e-25,"Autosome"
"776","FBgn0039897","chr4","+","CG1674",-3.049076196638,3.07326590282275e-56,"Autosome"
"777","FBgn0039902","chr4","-","Zip102B",0.313742010282129,0.00500573935933148,"Autosome"
"778","FBgn0039914","chr4","-","mav",0.737157956895247,2.77406790775545e-05,"Autosome"
"779","FBgn0039938","chr4","-","Sox102F",1.17713736780808,4.58451800133234e-12,"Autosome"
"780","FBgn0039958","chr2L","-","CG12567",-0.424528607544775,0.00179195741955669,"Autosome"
"781","FBgn0039972","chr2L","+","Marf1",-0.359086596348036,0.000187007908108008,"Autosome"
"782","FBgn0040045","chr3L","+","CR12460",-1.82474533215501,0.00145398313058726,"Autosome"
"783","FBgn0040238","chr3R","-","Best1",-0.353514016148768,7.57046443848957e-06,"Autosome"
"784","FBgn0040251","chr3R","-","Ugt302K1",-1.3714684553426,0.000121258323961501,"Autosome"
"785","FBgn0040256","chr3R","-","Ugt35C1",-1.4960445396038,2.29974793161245e-30,"Autosome"
"786","FBgn0040259","chr3R","+","Ugt302C1",-0.452210513890566,1.48473058519502e-07,"Autosome"
"787","FBgn0040260","chr2L","+","Ugt37D1",-1.42511015765976,2.69384039553682e-07,"Autosome"
"788","FBgn0040271","chr3R","-","Sulf1",-0.785048733241431,6.01881656487238e-12,"Autosome"
"789","FBgn0040370","chrX","-","CG13375",0.654748003981665,0.00218858459543517,"chrX"
"790","FBgn0040388","chrX","-","boi",-1.28906144823041,2.09304416026662e-20,"chrX"
"791","FBgn0040392","chrX","-","CG14050",-0.916514971396196,0.00010514171088716,"chrX"
"792","FBgn0040398","chrX","+","CG14629",0.293639694195985,0.00380184169405991,"chrX"
"793","FBgn0040466","chr3R","-","Dlip2",-1.31168349873228,0.00206600920297668,"Autosome"
"794","FBgn0040726","chr2R","+","dpr1",-0.820705027123279,0.00209080317454118,"Autosome"
"795","FBgn0040752","chr2R","-","Prosap",-0.726858239920217,2.63825922879321e-08,"Autosome"
"796","FBgn0040773","chr2R","+","COX7C",0.709766384353413,0.000169947406762667,"Autosome"
"797","FBgn0040850","chrX","+","CG15210",-0.951847158675164,0.00292683843273787,"chrX"
"798","FBgn0040985","chr2L","-","osi",-0.378389986846561,0.0028875623052201,"Autosome"
"799","FBgn0041150","chr2L","-","hoe1",-3.04629224524515,2.45231690284231e-115,"Autosome"
"800","FBgn0041182","chr2L","-","Tep2",-0.454354019034876,6.9195101246939e-08,"Autosome"
"801","FBgn0041184","chr2L","-","Socs36E",-0.227061733903316,0.00505285920743328,"Autosome"
"802","FBgn0041186","chr3R","-","Slbp",0.529691565850023,1.75954940141417e-06,"Autosome"
"803","FBgn0041582","chr2R","-","tamo",0.398227374202809,0.000605842811621093,"Autosome"
"804","FBgn0041627","chr2L","-","Ku80",0.509640890169492,0.000913803772263493,"Autosome"
"805","FBgn0041629","chrX","+","Hexo2",-0.372159948371281,2.06633335659272e-05,"chrX"
"806","FBgn0041710","chr3R","-","yellow-f",-0.653318387117495,3.18195451950722e-18,"Autosome"
"807","FBgn0042110","chr3R","-","CG18765",-1.88359371914901,9.39336657738186e-42,"Autosome"
"808","FBgn0042712","chr3L","-","HBS1",0.597076340139291,1.79531081283434e-05,"Autosome"
"809","FBgn0043364","chr2L","-","cbt",-0.358518244069824,5.99920507641711e-06,"Autosome"
"810","FBgn0043854","chr2L","+","slam",-1.70343019740727,9.42338517308068e-10,"Autosome"
"811","FBgn0044324","chr3L","-","Chro",0.43383870672592,3.10200487517429e-05,"Autosome"
"812","FBgn0045761","chr3R","-","CHKov1",-0.292626938937918,0.00170786512176946,"Autosome"
"813","FBgn0045823","chr3L","+","vsg",0.461711269139845,4.48087722419553e-08,"Autosome"
"814","FBgn0046114","chr3R","-","Gclm",0.376389927966055,0.00188305012379922,"Autosome"
"815","FBgn0046878","chr3R","+","Obp83cd",-4.08368556756693,0.00129888975507875,"Autosome"
"816","FBgn0050046","chr2R","+","CG30046",-0.593326877466347,3.83958368780569e-09,"Autosome"
"817","FBgn0050090","chr2R","+","CG30090",-1.12363108116391,1.53615137893139e-09,"Autosome"
"818","FBgn0050103","chr2R","+","CG30103",3.72768326444604,0.00610715954708014,"Autosome"
"819","FBgn0050104","chr2R","+","NT5E-2",2.05018425468547,0.0046130950036237,"Autosome"
"820","FBgn0050147","chr2R","-","Hil",-0.355672362365554,0.000893510644150885,"Autosome"
"821","FBgn0050201","chr2R","-","tRNA:Ser-TGA-1-1",-0.401258592095673,3.73489445138528e-06,"Autosome"
"822","FBgn0050202","chr2R","+","tRNA:Ser-TGA-2-1",-0.618356665400017,0.00114270598879102,"Autosome"
"823","FBgn0050218","chr2R","+","tRNA:iMet-CAT-1-2",-0.460385912385778,5.99313886500095e-05,"Autosome"
"824","FBgn0050225","chr2R","+","tRNA:Val-AAC-2-1",-0.48892757251769,0.00206496915817033,"Autosome"
"825","FBgn0050298","chr2R","-","tRNA:Thr-AGT-2-1",-0.606791860066909,0.00153057581043103,"Autosome"
"826","FBgn0050360","chr2R","+","Mal-A6",-3.10383981661567,0.0016855822549374,"Autosome"
"827","FBgn0050377","chr2R","+","CG30377",1.24650792072716,1.73898699529966e-06,"Autosome"
"828","FBgn0050449","chr2R","+","tRNA:Glu-CTC-5-1Psi",-0.489153920189219,3.54102948815545e-05,"Autosome"
"829","FBgn0050460","chr2R","-","CG30460",0.529978831668941,0.000280098757203887,"Autosome"
"830","FBgn0050463","chr2R","-","Pgant9",-0.802081445596607,5.3383742253483e-06,"Autosome"
"831","FBgn0051051","chr3R","-","CG31051",0.921463509273319,0.00456377292488639,"Autosome"
"832","FBgn0051116","chr3R","-","ClC-a",0.690409287892527,0.00173586430091483,"Autosome"
"833","FBgn0051140","chr3R","+","CG31140",1.29506291967277,8.49988179874644e-05,"Autosome"
"834","FBgn0051204","chr3R","-","CG31204",-2.27806062685976,7.39321680117697e-06,"Autosome"
"835","FBgn0051216","chr3R","+","Naam",-0.54558367216316,5.40133682797443e-05,"Autosome"
"836","FBgn0051221","chr3R","+","CG31221",-1.23003208900733,2.96017587594577e-07,"Autosome"
"837","FBgn0051279","chr3R","+","CG31279",-0.793778270077379,0.00256064097361857,"Autosome"
"838","FBgn0051282","chr3R","+","tRNA:Thr-AGT-1-4",-0.758176884536332,3.94663530590714e-07,"Autosome"
"839","FBgn0051331","chr3R","-","tRNA:Phe-GAA-1-7",-0.652432038103953,2.42761856376237e-06,"Autosome"
"840","FBgn0051342","chr3R","+","CG31342",-0.415572584064169,5.40431881028482e-06,"Autosome"
"841","FBgn0051352","chr3R","-","Unc-115a",-0.360201269334896,3.73489445138528e-06,"Autosome"
"842","FBgn0051356","chr3R","+","tRNA:Thr-TGT-1-1",-0.734158695707178,0.00521377597595148,"Autosome"
"843","FBgn0051371","chr3R","-","CG31371",1.89815684733765,1.14308080393307e-06,"Autosome"
"844","FBgn0051383","chr3R","-","tRNA:Leu-TAG-1-1",-0.729072339038271,0.000242233529059438,"Autosome"
"845","FBgn0051431","chr3R","+","CG31431",-0.434554124988464,0.00787780140320675,"Autosome"
"846","FBgn0051445","chr3R","-","CG31445",-0.599823549287522,1.07311291316691e-05,"Autosome"
"847","FBgn0051451","chr3R","+","lncRNA:mimi",1.07428074682793,0.00117269791122476,"Autosome"
"848","FBgn0051549","chr3R","+","CG31549",0.655896973032626,8.16467723361254e-05,"Autosome"
"849","FBgn0051577","chr3R","+","tRNA:Ala-AGC-1-1",-0.787929673607186,0.00502199213071988,"Autosome"
"850","FBgn0051579","chr3R","+","tRNA:Ala-AGC-2-7",-0.689078436718549,0.00109114827451553,"Autosome"
"851","FBgn0051588","chr3R","+","tRNA:Phe-GAA-1-6",-0.473740932391409,0.00419326416169502,"Autosome"
"852","FBgn0051601","chr2L","-","CG31601",-1.75878466504517,0.000337092377146819,"Autosome"
"853","FBgn0051637","chr2L","+","CG31637",-0.367465539591658,0.000248914310140619,"Autosome"
"854","FBgn0051642","chr2L","+","CG31642",0.977449615608375,0.000491945855424077,"Autosome"
"855","FBgn0051658","chr2L","+","Nnf1b",1.05450657390036,0.000475489189097021,"Autosome"
